# Sum Basic, Sum Padded, FFT Basic, FFT Padded
9.874105453491210938e-02,9.860897064208984375e-02,1.647472381591796875e-04,5.829334259033203125e-04
5.654597282409667969e-02,5.418992042541503906e-02,1.420974731445312500e-04,3.719329833984375000e-04
4.035782814025878906e-02,3.701972961425781250e-02,1.327991485595703125e-04,4.751682281494140625e-04
4.438090324401855469e-02,3.764414787292480469e-02,1.280307769775390625e-04,3.809928894042968750e-04
3.933382034301757812e-02,3.664326667785644531e-02,1.311302185058593750e-04,3.499984741210937500e-04
