# Sum Basic, Sum Padded, FFT Basic, FFT Padded
3.972053527832031250e-04,3.757476806640625000e-04,5.125999450683593750e-05,7.724761962890625000e-05
4.198551177978515625e-04,3.738403320312500000e-04,3.504753112792968750e-05,6.294250488281250000e-05
3.941059112548828125e-04,4.231929779052734375e-04,3.695487976074218750e-05,6.604194641113281250e-05
4.107952117919921875e-04,3.991127014160156250e-04,3.719329833984375000e-05,7.319450378417968750e-05
3.910064697265625000e-04,3.750324249267578125e-04,3.409385681152343750e-05,6.103515625000000000e-05
