# Sum Basic, Sum Padded, FFT Basic, FFT Padded
1.580460071563720703e-01,1.613750457763671875e-01,1.451969146728515625e-04,6.341934204101562500e-04
1.592500209808349609e-01,1.493971347808837891e-01,1.530647277832031250e-04,8.540153503417968750e-04
1.585912704467773438e-01,1.411650180816650391e-01,1.311302185058593750e-04,6.000995635986328125e-04
1.539759635925292969e-01,1.436150074005126953e-01,1.337528228759765625e-04,6.461143493652343750e-04
1.563501358032226562e-01,1.455349922180175781e-01,1.301765441894531250e-04,6.070137023925781250e-04
