# Sum Basic, Sum Padded, FFT Basic, FFT Padded
1.793284893035888672e+00,1.634584188461303711e+00,1.978874206542968750e-04,1.940011978149414062e-03
1.833997011184692383e+00,1.753767251968383789e+00,1.983642578125000000e-04,1.882791519165039062e-03
1.979804039001464844e+00,1.600275993347167969e+00,5.838871002197265625e-04,2.258062362670898438e-03
1.771195888519287109e+00,1.627490997314453125e+00,1.962184906005859375e-04,1.889944076538085938e-03
1.779759883880615234e+00,1.605379104614257812e+00,2.241134643554687500e-04,1.871824264526367188e-03
