START: TDC 0
STOP: TDC 1
From: -48000000000 ps
To: 48000000000 ps
START counts: 79872
STOP counts: 53481
Measurements: 106777
Elapsed time: 30.1 s
Offset: 0.000 ps

Time [ps]	Counts
-48000000000.000	0
-47520000000.000	0
-47040000000.000	0
-46560000000.000	0
-46080000000.000	0
-45600000000.000	0
-45120000000.000	0
-44640000000.000	0
-44160000000.000	0
-43680000000.000	0
-43200000000.000	0
-42720000000.000	0
-42240000000.000	0
-41760000000.000	0
-41280000000.000	0
-40800000000.000	0
-40320000000.000	0
-39840000000.000	0
-39360000000.000	0
-38880000000.000	0
-38400000000.000	0
-37920000000.000	0
-37440000000.000	0
-36960000000.000	0
-36480000000.000	0
-36000000000.000	0
-35520000000.000	0
-35040000000.000	0
-34560000000.000	0
-34080000000.000	0
-33600000000.000	0
-33120000000.000	0
-32640000000.000	0
-32160000000.000	0
-31680000000.000	0
-31200000000.000	0
-30720000000.000	0
-30240000000.000	0
-29760000000.000	0
-29280000000.000	0
-28800000000.000	0
-28320000000.000	0
-27840000000.000	0
-27360000000.000	0
-26880000000.000	0
-26400000000.000	0
-25920000000.000	0
-25440000000.000	0
-24960000000.000	0
-24480000000.000	0
-24000000000.000	0
-23520000000.000	0
-23040000000.000	0
-22560000000.000	0
-22080000000.000	0
-21600000000.000	0
-21120000000.000	0
-20640000000.000	0
-20160000000.000	0
-19680000000.000	0
-19200000000.000	0
-18720000000.000	0
-18240000000.000	0
-17760000000.000	0
-17280000000.000	0
-16800000000.000	0
-16320000000.000	0
-15840000000.000	0
-15360000000.000	0
-14880000000.000	0
-14400000000.000	0
-13920000000.000	0
-13440000000.000	0
-12960000000.000	0
-12480000000.000	0
-12000000000.000	0
-11520000000.000	0
-11040000000.000	0
-10560000000.000	0
-10080000000.000	0
-9600000000.000	0
-9120000000.000	0
-8640000000.000	0
-8160000000.000	0
-7680000000.000	0
-7200000000.000	0
-6720000000.000	0
-6240000000.000	0
-5760000000.000	0
-5280000000.000	0
-4800000000.000	0
-4320000000.000	0
-3840000000.000	1
-3360000000.000	7
-2880000000.000	17
-2400000000.000	132
-1920000000.000	550
-1440000000.000	2292
-960000000.000	8781
-480000000.000	41680
0.000	42482
480000000.000	8074
960000000.000	2089
1440000000.000	529
1920000000.000	108
2400000000.000	27
2880000000.000	7
3360000000.000	1
3840000000.000	0
4320000000.000	0
4800000000.000	0
5280000000.000	0
5760000000.000	0
6240000000.000	0
6720000000.000	0
7200000000.000	0
7680000000.000	0
8160000000.000	0
8640000000.000	0
9120000000.000	0
9600000000.000	0
10080000000.000	0
10560000000.000	0
11040000000.000	0
11520000000.000	0
12000000000.000	0
12480000000.000	0
12960000000.000	0
13440000000.000	0
13920000000.000	0
14400000000.000	0
14880000000.000	0
15360000000.000	0
15840000000.000	0
16320000000.000	0
16800000000.000	0
17280000000.000	0
17760000000.000	0
18240000000.000	0
18720000000.000	0
19200000000.000	0
19680000000.000	0
20160000000.000	0
20640000000.000	0
21120000000.000	0
21600000000.000	0
22080000000.000	0
22560000000.000	0
23040000000.000	0
23520000000.000	0
24000000000.000	0
24480000000.000	0
24960000000.000	0
25440000000.000	0
25920000000.000	0
26400000000.000	0
26880000000.000	0
27360000000.000	0
27840000000.000	0
28320000000.000	0
28800000000.000	0
29280000000.000	0
29760000000.000	0
30240000000.000	0
30720000000.000	0
31200000000.000	0
31680000000.000	0
32160000000.000	0
32640000000.000	0
33120000000.000	0
33600000000.000	0
34080000000.000	0
34560000000.000	0
35040000000.000	0
35520000000.000	0
36000000000.000	0
36480000000.000	0
36960000000.000	0
37440000000.000	0
37920000000.000	0
38400000000.000	0
38880000000.000	0
39360000000.000	0
39840000000.000	0
40320000000.000	0
40800000000.000	0
41280000000.000	0
41760000000.000	0
42240000000.000	0
42720000000.000	0
43200000000.000	0
43680000000.000	0
44160000000.000	0
44640000000.000	0
45120000000.000	0
45600000000.000	0
46080000000.000	0
46560000000.000	0
47040000000.000	0
47520000000.000	0
