# Energy Eigenvalues:,3.430479,13.540898,29.585924,48.373712
# Position x, Psi 1,Psi 2,Psi 3,Psi 4
-1.118618618618618665e+00,8.492934544766338320e-04,3.321904856369278531e-03,1.794304132223910678e-02,2.507692309010749465e-01
-1.115615615615615619e+00,8.742960998983277752e-04,3.408429132581699238e-03,1.829575981794442571e-02,2.530362734834875615e-01
-1.112612612612612573e+00,9.000330931953913526e-04,3.497194717921967445e-03,1.865521461803784295e-02,2.553107380814096383e-01
-1.109609609609609748e+00,9.265260516509665973e-04,3.588259982715196004e-03,1.902153806995773508e-02,2.575926914090355124e-01
-1.106606606606606480e+00,9.537972275063312001e-04,3.681684809505925138e-03,1.939486505010743281e-02,2.598822004002219743e-01
-1.103603603603603656e+00,9.818695266511981434e-04,3.777530632435455865e-03,1.977533301351458092e-02,2.621793322104422064e-01
-1.100600600600600609e+00,1.010766527863096080e-03,3.875860477639709104e-03,2.016308204444114752e-02,2.644841542187627015e-01
-1.097597597597597563e+00,1.040512502611895410e-03,3.976739004693833832e-03,2.055825490796086771e-02,2.667967340298183498e-01
-1.094594594594594517e+00,1.071132435446137078e-03,4.080232549130867990e-03,2.096099710252347439e-02,2.691171394757906898e-01
-1.091591591591591470e+00,1.102652044978348709e-03,4.186409166062680411e-03,2.137145691352636614e-02,2.714454386184064205e-01
-1.088588588588588646e+00,1.135097805486870838e-03,4.295338674931473665e-03,2.178978546791136145e-02,2.737816997509293637e-01
-1.085585585585585600e+00,1.168496969152395476e-03,4.407092705421480384e-03,2.221613678980776177e-02,2.761259914001600868e-01
-1.082582582582582553e+00,1.202877588947903016e-03,4.521744744561099691e-03,2.265066785724245690e-02,2.784783823284465165e-01
-1.079579579579579507e+00,1.238268542201233181e-03,4.639370185046480174e-03,2.309353865993807320e-02,2.808389415357075980e-01
-1.076576576576576461e+00,1.274699554850014039e-03,4.760046374818048542e-03,2.354491225821913822e-02,2.832077382614524574e-01
-1.073573573573573636e+00,1.312201226409375008e-03,4.883852667922825713e-03,2.400495484304909777e-02,2.855848419868104449e-01
-1.070570570570570590e+00,1.350805055673397377e-03,5.010870476695878685e-03,2.447383579721978605e-02,2.879703224365665060e-01
-1.067567567567567544e+00,1.390543467171946688e-03,5.141183325295448255e-03,2.495172775771709386e-02,2.903642495812142066e-01
-1.064564564564564497e+00,1.431449838405006230e-03,5.274876904626566755e-03,2.543880667928380065e-02,2.927666936390052599e-01
-1.061561561561561451e+00,1.473558527877454451e-03,5.412039128689549033e-03,2.593525189920421400e-02,2.951777250780088790e-01
-1.058558558558558627e+00,1.516904903957804135e-03,5.552760192390275053e-03,2.644124620333404216e-02,2.975974146181759594e-01
-1.055555555555555580e+00,1.561525374585171063e-03,5.697132630850411557e-03,2.695697589340019518e-02,3.000258332334136413e-01
-1.052552552552552534e+00,1.607457417849424836e-03,5.845251380256559839e-03,2.748263085559539409e-02,3.024630521536703642e-01
-1.049549549549549488e+00,1.654739613470151971e-03,5.997213840288148461e-03,2.801840463049183605e-02,3.049091428670204218e-01
-1.046546546546546441e+00,1.703411675200973419e-03,6.153119938165491770e-03,2.856449448430143159e-02,3.073641771217682783e-01
-1.043543543543543617e+00,1.753514484186310040e-03,6.313072194359669286e-03,2.912110148150667821e-02,3.098282269285481116e-01
-1.040540540540540571e+00,1.805090123298699238e-03,6.477175790007779627e-03,2.968843055889055019e-02,3.123013645624365675e-01
-1.037537537537537524e+00,1.858181912485477568e-03,6.645538636077761956e-03,3.026669060099198769e-02,3.147836625650724529e-01
-1.034534534534534478e+00,1.912834445154520642e-03,6.818271444328311871e-03,3.085609451701491410e-02,3.172751937467841454e-01
-1.031531531531531432e+00,1.969093625629596191e-03,6.995487800110515922e-03,3.145685931921911316e-02,3.197760311887244966e-01
-1.028528528528528607e+00,2.027006707706832840e-03,7.177304237059217544e-03,3.206920620282228962e-02,3.222862482450194466e-01
-1.025525525525525561e+00,2.086622334344588690e-03,7.363840313722910466e-03,3.269336062744133964e-02,3.248059185449146957e-01
-1.022522522522522515e+00,2.147990578520153453e-03,7.555218692182852532e-03,3.332955240010418430e-02,3.273351159949357547e-01
-1.019519519519519468e+00,2.211162985287562065e-03,7.751565218712983679e-03,3.397801575986228451e-02,3.298739147810553218e-01
-1.016516516516516422e+00,2.276192615071871705e-03,7.953009006533780928e-03,3.463898946403527052e-02,3.324223893708726507e-01
-1.013513513513513598e+00,2.343134088236231011e-03,8.159682520714320320e-03,3.531271687611884508e-02,3.349806145157978032e-01
-1.010510510510510551e+00,2.412043630959179868e-03,8.371721665278429939e-03,3.599944605538867026e-02,3.375486652532440623e-01
-1.007507507507507505e+00,2.482979122460685431e-03,8.589265872572087943e-03,3.669942984823248294e-02,3.401266169088230651e-01
-1.004504504504504458e+00,2.556000143616685497e-03,8.812458194951201459e-03,3.741292598124587587e-02,3.427145450985578656e-01
-1.001501501501501412e+00,2.631168027002874898e-03,9.041445398849733139e-03,3.814019715612448902e-02,3.453125257311012164e-01
-9.984984984984984768e-01,2.708545908409841843e-03,9.276378061290257646e-03,3.888151114638848521e-02,3.479206350099662282e-01
-9.954954954954955415e-01,2.788198779872704154e-03,9.517410668900046916e-03,3.963714089597354662e-02,3.505389494357589175e-01
-9.924924924924924952e-01,2.870193544259855983e-03,9.764701719497979188e-03,4.040736461972527227e-02,3.531675458084153063e-01
-9.894894894894894488e-01,2.954599071466766560e-03,1.001841382631943160e-02,4.119246590583561241e-02,3.558065012294609475e-01
-9.864864864864865135e-01,3.041486256261913962e-03,1.027871382494727204e-02,4.199273382025723450e-02,3.584558931042740038e-01
-9.834834834834834671e-01,3.130928077833431810e-03,1.054577288301923599e-02,4.280846301313419311e-02,3.611157991443524895e-01
-9.804804804804805318e-01,3.222999661086555986e-03,1.081976661278407845e-02,4.363995382728908662e-02,3.637862973695947244e-01
-9.774774774774774855e-01,3.317778339743282946e-03,1.110087518658027170e-02,4.448751240880561425e-02,3.664674661105837838e-01
-9.744744744744744391e-01,3.415343721297346008e-03,1.138928345531354733e-02,4.535145081974877729e-02,3.691593840108891578e-01
-9.714714714714715038e-01,3.515777753878973882e-03,1.168518107001083849e-02,4.623208715306287298e-02,3.718621300293735166e-01
-9.684684684684684575e-01,3.619164795085630815e-03,1.198876260653075274e-02,4.712974564969010099e-02,3.745757834425105237e-01
-9.654654654654655221e-01,3.725591682836471713e-03,1.230022769351224975e-02,4.804475681795189468e-02,3.773004238467038696e-01
-9.624624624624624758e-01,3.835147808310198411e-03,1.261978114364626161e-02,4.897745755523924549e-02,3.800361311606276216e-01
-9.594594594594594295e-01,3.947925191027400194e-03,1.294763308835597884e-02,4.992819127205432028e-02,3.827829856275667963e-01
-9.564564564564564941e-01,4.064018556140581474e-03,1.328399911597485765e-02,5.089730801845104152e-02,3.855410678177749739e-01
-9.534534534534534478e-01,4.183525413996682860e-03,1.362910041351275865e-02,5.188516461291960841e-02,3.883104586308359085e-01
-9.504504504504504014e-01,4.306546142038925398e-03,1.398316391210356613e-02,5.289212477376251803e-02,3.910912392980309127e-01
-9.474474474474474661e-01,4.433184069116985308e-03,1.434642243623050241e-02,5.391855925301307362e-02,3.938834913847312214e-01
-9.444444444444444198e-01,4.563545562275973626e-03,1.471911485682628022e-02,5.496484597294168384e-02,3.966872967927853599e-01
-9.414414414414414845e-01,4.697740116097355416e-03,1.510148624834945809e-02,5.603137016520273739e-02,3.995027377629210563e-01
-9.384384384384384381e-01,4.835880444666756407e-03,1.549378804994003093e-02,5.711852451267267899e-02,4.023298968771563677e-01
-9.354354354354353918e-01,4.978082576245994491e-03,1.589627823076049037e-02,5.822670929403212653e-02,4.051688570612256290e-01
-9.324324324324324564e-01,5.124465950728716163e-03,1.630922145963066908e-02,5.935633253114389746e-02,4.080197015870088983e-01
-9.294294294294294101e-01,5.275153519961638289e-03,1.673288927906835949e-02,6.050781013928287211e-02,4.108825140749786664e-01
-9.264264264264264748e-01,5.430271851015449486e-03,1.716756028384950478e-02,6.168156608027051263e-02,4.137573784966451229e-01
