# Energy Eigenvalues:,3.576586,14.092165,30.678513,49.467455
# Position x, Psi 1,Psi 2,Psi 3,Psi 4
-1.500000000000000000e+00,8.975385764103211914e-06,5.133380396057332407e-05,5.572357529635557638e-04,-2.269966298428178694e-02
-1.469696969696969724e+00,1.871600209715975160e-05,1.060528894040906257e-04,1.134244919004740761e-03,-4.542152724364748040e-02
-1.439393939393939448e+00,3.005232220382145043e-05,1.677657850664672967e-04,1.751502567300349325e-03,-6.818781576701071767e-02
-1.409090909090909172e+00,4.395086706859593597e-05,2.405422365505253447e-04,2.430911977369256717e-03,-9.102079499218124203e-02
-1.378787878787878896e+00,6.159660986968685397e-05,3.291815915491130297e-04,3.196581873109144867e-03,-1.139427965834267781e-01
-1.348484848484848397e+00,8.449400536348859183e-05,4.395292997266888615e-04,4.075681916640653407e-03,-1.369762392728288425e-01
-1.318181818181818121e+00,1.145952578832513572e-04,5.788623992989646357e-04,5.099406819008206644e-03,-1.601436507867967096e-01
-1.287878787878787845e+00,1.544667639268317808e-04,7.563694117771367024e-04,6.304083279036708058e-03,-1.834676898791792188e-01
-1.257575757575757569e+00,2.075079200278897597e-04,9.837562922253675120e-04,7.732459029875633771e-03,-2.069711684925283623e-01
-1.227272727272727293e+00,2.782409512058209430e-04,1.276018395292165394e-03,9.435219734821349499e-03,-2.306770740691902466e-01
-1.196969696969697017e+00,3.726964704186273890e-04,1.652429365425110925e-03,1.147278755920002648e-02,-2.546085920340390718e-01
-1.166666666666666519e+00,4.989276413528308989e-04,2.137812165055487292e-03,1.391746524031964305e-02,-2.787891284708522988e-01
-1.136363636363636243e+00,6.676967814499804206e-04,2.764176060533214425e-03,1.685600173743734276e-02,-3.032423330144943252e-01
-1.106060606060605966e+00,8.933929441159850580e-04,3.572827519202390056e-03,2.039267050338202519e-02,-3.279921219813067834e-01
-1.075757575757575690e+00,1.195258712066144370e-03,4.617094223759013460e-03,2.465296960976131810e-02,-3.530627017603218398e-01
-1.045454545454545414e+00,1.599030796727374162e-03,5.965841842932880119e-03,2.978807502404786853e-02,-3.784785924881839958e-01
-1.015151515151515138e+00,2.139134319224667100e-03,7.708015476990882041e-03,3.598020506230243526e-02,-4.042646520309301494e-01
-9.848484848484848619e-01,2.861617854703096819e-03,9.958505270212610408e-03,4.344908637419830910e-02,-4.304461002960837668e-01
-9.545454545454545858e-01,3.828079478325576053e-03,1.286572300658343423e-02,5.245975090469284785e-02,-4.570485438988331484e-01
-9.242424242424241987e-01,5.120918542894744262e-03,1.662138933819803585e-02,6.333194050616686166e-02,-4.840980012064439175e-01
-8.939393939393939226e-01,6.850360948327036473e-03,2.147317707921795812e-02,7.645145292204402754e-02,-5.116209277853716042e-01
-8.636363636363636465e-01,9.163856868984165613e-03,2.774104434557513738e-02,9.228383175213175638e-02,-5.396442422759706314e-01
-8.333333333333332593e-01,1.225865217776399806e-02,3.583833465279486624e-02,1.113908861857074717e-01,-5.681953527201234477e-01
-8.030303030303029832e-01,1.639860539141171220e-02,4.629903544821520334e-02,1.344506267021826906e-01,-5.973021833675167258e-01
-7.727272727272727071e-01,2.193668392953273052e-02,5.981299268068764746e-02,1.622813241541898044e-01,-6.269932019867863193e-01
-7.424242424242424310e-01,2.934505769122860638e-02,7.727140368317267360e-02,1.958705459654451753e-01,-6.572974477082631495e-01
-7.121212121212121549e-01,3.925535569141645753e-02,9.982558846175694500e-02,2.364101997877783301e-01,-6.882445594255272026e-01
-6.818181818181817677e-01,5.251251798910885199e-02,1.289629151482177549e-01,2.853388281353591571e-01,-7.198648047835580766e-01
-6.515151515151514916e-01,7.024683425813188498e-02,1.666048866292289266e-01,3.443926548138100396e-01,-7.521891097818285132e-01
-6.212121212121212155e-01,9.397031092196646285e-02,2.152338568159491983e-01,4.156671945177959904e-01,-7.852490890212990848e-01
-5.909090909090908283e-01,1.257055829984428663e-01,2.780567330405154802e-01,5.016916118028709182e-01,-8.190770766248904877e-01
-5.606060606060605522e-01,1.681583615227456030e-01,3.592164601692711123e-01,6.055184680466820790e-01,-8.537061578617047841e-01
-5.303030303030302761e-01,2.249481192080951819e-01,4.640652330565221972e-01,7.308320410547028967e-01,-8.891702015058715602e-01
-5.000000000000000000e-01,3.009166823254117995e-01,5.995174547267777543e-01,8.820790610127521303e-01,-9.255038929617086518e-01
-4.696969696969697239e-01,4.025410389735634142e-01,7.745057166201018140e-01,1.064626501928669144e+00,-9.627427681875934118e-01
-4.393939393939394478e-01,5.015212765415710816e-01,9.294490523834698648e-01,1.187190181857639137e+00,-9.125171173049652085e-01
-4.090909090909091717e-01,5.972072363887713786e-01,1.060337384811437689e+00,1.242864551793302352e+00,-7.793899065578769880e-01
-3.787878787878786735e-01,6.889703985690358579e-01,1.163783202490624946e+00,1.228512776335403789e+00,-5.754556525554477275e-01
-3.484848484848483974e-01,7.762080103081524518e-01,1.237109231736232884e+00,1.144943470962932253e+00,-3.192416436586058004e-01
-3.181818181818181213e-01,8.583470452277502938e-01,1.278417726917594033e+00,9.968651425843764180e-01,-3.402474842560864604e-02
-2.878787878787878451e-01,9.348479673093208486e-01,1.286639585874870040e+00,7.926209003001748465e-01,2.542832720750548559e-01
