# Energy Eigenvalues:,4.915098,19.660345,44.235595,78.640606,122.875039,176.938458,240.830332,314.550030,398.096826,491.469898
# Position x, Psi 1,Psi 2,Psi 3,Psi 4,Psi 5,Psi 6,Psi 7,Psi 8,Psi 9,Psi 10
-4.709709709709709591e-01,1.328238010730665719e-01,-2.644710091228758553e-01,3.937754536545861606e-01,5.195917168914290230e-01,6.408052801287348332e-01,7.563423964059629023e-01,8.651796020056922165e-01,9.663527825177192776e-01,1.058965713202069114e+00,-1.142197997974635060e+00
-4.699699699699699806e-01,1.372375089691686700e-01,-2.731769945913008479e-01,4.065327104228907973e-01,5.360433476967032540e-01,6.604839649560335646e-01,7.786775737517088736e-01,8.895062707846973504e-01,9.919218111980162567e-01,1.084955523058467319e+00,-1.167727469231077286e+00
-4.689689689689689467e-01,1.416498650913596558e-01,-2.818722170364720281e-01,4.192539287176944574e-01,5.524105000824578449e-01,6.800000106821629808e-01,8.007366431389324468e-01,9.134036412159755036e-01,1.016865571897474396e+00,1.110079767950216567e+00,-1.192106835627378070e+00
-4.679679679679679682e-01,1.460608259784310914e-01,-2.905563338714089450e-01,4.319379808233730356e-01,5.686905946469092976e-01,6.993486116308222922e-01,8.225117827363345180e-01,9.368601798208068265e-01,1.041168341063374081e+00,1.134318404045394191e+00,-1.215312085715211099e+00
-4.669669669669669898e-01,1.504703481829189338e-01,-2.992290029466889156e-01,4.445837423190301951e-01,5.848810657082659237e-01,7.185250033577080808e-01,8.439952713900770176e-01,9.598645658771320921e-01,1.064814799198525952e+00,1.157652094040542812e+00,-1.237320364443546206e+00
-4.659659659659659559e-01,1.548783882715291105e-01,-3.078898825639227455e-01,4.571900921781678062e-01,6.009793617090600781e-01,7.375244638237092865e-01,8.651794913615805660e-01,9.824056968832043379e-01,1.087790040518051837e+00,1.180062222587726195e+00,-1.258109995668765579e+00
-4.649649649649649774e-01,1.592849028255665933e-01,-3.165386314892206787e-01,4.697559128680678375e-01,6.169829456182700511e-01,7.563423145576814166e-01,8.860569310286734446e-01,1.004472693915948733e+00,1.110079582345410598e+00,1.201530911145650915e+00,-1.277660503503695644e+00
-4.639639639639639435e-01,1.636898484413617239e-01,-3.251749089666329251e-01,4.822800904488547813e-01,6.328892953311392455e-01,7.749739218084751302e-01,9.066201875490972339e-01,1.026054906881396667e+00,1.131669374241686121e+00,1.222041032242947356e+00,-1.295952632484473677e+00
-4.629629629629629650e-01,1.680931817307007303e-01,-3.337983747315824146e-01,4.947615146722543211e-01,6.486959040666636644e-01,7.934146976859781653e-01,9.268619694854660640e-01,1.047141919654712261e+00,1.152545806862448563e+00,1.241576223142291546e+00,-1.312968366535443243e+00
-4.619619619619619311e-01,1.724948593212487502e-01,-3.424086890242617476e-01,5.071990790800018356e-01,6.644002807626345763e-01,8.116601012908261081e-01,9.467750993906830503e-01,1.067723555107251476e+00,1.172695720536511166e+00,1.260120898894376840e+00,-1.328690946713311449e+00
-4.609609609609609526e-01,1.768948378569797364e-01,-3.510055126030249273e-01,5.195916811019360981e-01,6.799999504682294749e-01,8.297056398325772797e-01,9.663525163529741446e-01,1.087789880018320332e+00,1.192106413561280887e+00,1.277660264771423027e+00,-1.343104887713194362e+00
-4.599599599599599742e-01,1.812930739986031714e-01,-3.595885067577528904e-01,5.319382221537398703e-01,6.954924547340554097e-01,8.475468697360264425e-01,9.855872784995860503e-01,1.107331209869196975e+00,1.210765650209404853e+00,1.294180328070239305e+00,-1.356195993120226762e+00
-4.589589589589589402e-01,1.856895244239919196e-01,-3.681573333231999978e-01,5.442376077343293872e-01,7.108753519995937298e-01,8.651793977354047538e-01,1.004472565458279565e+00,1.126338113517133754e+00,1.228661668441688226e+00,1.309667909275446185e+00,-1.367951369391740224e+00
-4.579579579579579618e-01,1.900841458286083030e-01,-3.767116546923167109e-01,5.564887475228793567e-01,7.261462179779794024e-01,8.825988819561856324e-01,1.023001680775733835e+00,1.144801417747061567e+00,1.245783187321416019e+00,1.324110652573937008e+00,-1.378359438556220562e+00
-4.569569569569569278e-01,1.944768949259290114e-01,-3.852511338295477872e-01,5.686905554754727588e-01,7.413026460380528482e-01,8.998010329842299759e-01,1.041168054292002987e+00,1.162712211698807341e+00,1.262119414125389527e+00,1.337497035712190030e+00,-1.387409949616537963e+00
-4.559559559559559494e-01,1.988677284478738705e-01,-3.937754342841157662e-01,5.808419499213843817e-01,7.563422475836446557e-01,9.167816149220324728e-01,1.058965244470215339e+00,1.180061851167715670e+00,1.277660051147248677e+00,1.349816379188606641e+00,-1.395093988646261662e+00
-4.549549549549549710e-01,2.032566031452289756e-01,-4.022842202032711478e-01,5.929418536589593502e-01,7.712626524299982522e-01,9.335364464317643662e-01,1.076386940680632787e+00,1.196841962776544532e+00,1.292395302188714235e+00,1.361058854773472326e+00,-1.401403987569040943e+00
-4.539539539539539370e-01,2.076434757880754323e-01,-4.107771563455304697e-01,6.049891940511145094e-01,7.860615091773134333e-01,9.500614017649104959e-01,1.093426965438326626e+00,1.213044448016686427e+00,1.306315878734739311e+00,1.371215493349825287e+00,-1.406333731612488203e+00
-4.529529529529529586e-01,2.120283031662162920e-01,-4.192539080938862406e-01,6.169829031204284719e-01,8.007364855813206006e-01,9.663524117782043010e-01,1.110079276593629150e+00,1.228661487156719190e+00,1.319413005808625305e+00,1.380278192068918441e+00,-1.409878365429167779e+00
-4.519519519519519246e-01,2.164110420895993536e-01,-4.277141414689855647e-01,6.289219176438081149e-01,8.152852689208240911e-01,9.824054649356144253e-01,1.126337969474581202e+00,1.243685543016393558e+00,1.331678427503400153e+00,1.388239720814562261e+00,-1.412034397878653369e+00
-4.509509509509509462e-01,2.207916493887429610e-01,-4.361575231422892829e-01,6.408051792467429619e-01,8.297055663621798471e-01,9.982166082961535514e-01,1.142197278980644271e+00,1.258109364604267810e+00,1.343104412186015395e+00,1.395093727971228992e+00,-1.412799705465982436e+00
-4.499499499499499677e-01,2.251700819151608857e-01,-4.445837204492046890e-01,6.526316344971271333e-01,8.439951053206361520e-01,1.013781948487260109e+00,1.157651581626923054e+00,1.271925990617221336e+00,1.353683757371058283e+00,1.400834745491297495e+00,-1.412173534433104338e+00
-4.489489489489489338e-01,2.295462965417883472e-01,-4.529924014021937118e-01,6.644002349986471989e-01,8.581516338184874693e-01,1.029097652663514273e+00,1.172695397538177531e+00,1.285128752800158924e+00,1.363409794260916241e+00,1.405458193257403066e+00,-1.410156501501268256e+00
-4.479479479479479553e-01,2.339202501634068676e-01,-4.613832347038537840e-01,6.761099374837213904e-01,8.721729208399789934e-01,1.044159949450447655e+00,1.187323392391909760e+00,1.297711279164284415e+00,1.372276391949523555e+00,1.408960382736404116e+00,-1.406750593263610849e+00
-4.469469469469469214e-01,2.382918996970712910e-01,-4.697558897599746763e-01,6.877597039059908379e-01,8.860567566829148367e-01,1.058965129873226552e+00,1.201530379309847962e+00,1.309667497062395158e+00,1.380277961287052158e+00,1.411338519922064494e+00,-1.401959164228557153e+00
-4.459459459459459429e-01,2.426612020825298366e-01,-4.781100366925562506e-01,6.993485015323269716e-01,8.998009533068824783e-01,1.073509548269939495e+00,1.215311320697121555e+00,1.320991636119673185e+00,1.387409458403065177e+00,1.412590707564053361e+00,-1.395786933515910544e+00
-4.449449449449449645e-01,2.470281142826490361e-01,-4.864453463528066735e-01,7.108753030343858414e-01,9.134033446780837062e-01,1.087789623189315824e+00,1.228661330028521625e+00,1.331678231018619263e+00,1.393666387885976077e+00,1.412715946681555756e+00,-1.388239980208956004e+00
-4.439439439439439306e-01,2.513925932838378952e-01,-4.947614903341108761e-01,7.223390865796783800e-01,9.268617871106931139e-01,1.101801838272632006e+00,1.241575673581196027e+00,1.341722124136755623e+00,1.399044805616779241e+00,1.411714137360248422e+00,-1.379325737367119498e+00
-4.429429429429429521e-01,2.557545960964722198e-01,-5.030581409849714802e-01,7.337388359221570511e-01,9.401741596046984117e-01,1.115542743119592339e+00,1.254049772113162708e+00,1.351118468035829911e+00,1.403541321255268315e+00,1.409586078832014699e+00,-1.369052984705089848e+00
-4.419419419419419182e-01,2.601140797553173067e-01,-5.113349714219155295e-01,7.450735404923014560e-01,9.533383641801583819e-01,1.129008954137958209e+00,1.266079202487038868e+00,1.359862727801305127e+00,1.407153100377166455e+00,1.406333468837321465e+00,-1.357431839945593577e+00
-4.409409409409409397e-01,2.644710013199551013e-01,-5.195916555423831795e-01,7.563421954867156627e-01,9.663523262078523857e-01,1.142197155376750484e+00,1.277659699238444135e+00,1.367950683231050846e+00,1.409877866260859536e+00,1.401958902270804774e+00,-1.344473748854387862e+00
-4.399399399399399613e-01,2.688253178752018635e-01,-5.278278680375632081e-01,7.675438019571869663e-01,9.792139947362128449e-01,1.155104099342752377e+00,1.288787156088444297e+00,1.375378430872086888e+00,1.411713901322517950e+00,1.396465869111062075e+00,-1.330191473967196059e+00
-4.389389389389389273e-01,2.731769865315294421e-01,-5.360432844052090973e-01,7.786773668992369446e-01,9.919213428145443601e-01,1.167726607800175120e+00,1.299457627399575488e+00,1.382142385904485238e+00,1.412660048198787655e+00,1.389858751636382062e+00,-1.314599082019771270e+00
-4.379379379379379489e-01,2.775259644254950420e-01,-5.442375809624373506e-01,7.897419033401705812e-01,1.004472367812488498e+00,1.180061572553303684e+00,1.309667329574943917e+00,1.388239283871531171e+00,1.412715710476383890e+00,1.382142820928651039e+00,-1.297711930093481847e+00
-4.369369369369369149e-01,2.818722087201582238e-01,-5.524104348584715218e-01,8.007364304265557342e-01,1.016865091735613902e+00,1.192105956211847673e+00,1.319412642399812929e+00,1.393666182255209218e+00,1.411880853068021358e+00,1.373324232668119871e+00,-1.279546650489967741e+00
-4.359359359359359365e-01,2.862156766055067858e-01,-5.605615240873684790e-01,8.116599735111834635e-01,1.029097561537152261e+00,1.203856792938886144e+00,1.328690110325293716e+00,1.398420461896351608e+00,1.410156002234547401e+00,1.363410022222488083e+00,-1.260121134349854399e+00
-4.349349349349349581e-01,2.905563252988746514e-01,-5.686905275006990390e-01,8.225115642394609239e-01,1.041167849425780112e+00,1.215311189181172313e+00,1.337496443693621861e+00,1.402499828258698678e+00,1.407542245253193602e+00,1.352408099034157152e+00,-1.239454514031603782e+00
-4.339339339339339241e-01,2.948941120453648090e-01,-5.767971248202038437e-01,8.332902406352565849e-01,1.053074053169435365e+00,1.226466324381649819e+00,1.345828519904624709e+00,1.405902312536302601e+00,1.404041229732203133e+00,1.340327240310170698e+00,-1.217567144267891699e+00
-4.329329329329329457e-01,2.992289941182703084e-01,-5.848809966504111557e-01,8.439950471861779047e-01,1.064814296395101278e+00,1.237319451673996040e+00,1.353683384522952116e+00,1.408626272603724860e+00,1.399655162572246647e+00,1.327177084019861120e+00,-1.194480582118055301e+00
-4.319319319319319117e-01,3.035609288194917599e-01,-5.929418244912154634e-01,8.546250349282674685e-01,1.076386728884506816e+00,1.247867898559002597e+00,1.361058252325664020e+00,1.410670393808552747e+00,1.394386808575263315e+00,1.312968121205775551e+00,-1.170217565736350052e+00
-4.309309309309309333e-01,3.078898734799658254e-01,-6.009792907504407644e-01,8.651792615301492351e-01,1.087789526865738043e+00,1.258109067562690253e+00,1.367950508289864198e+00,1.412033689605920017e+00,1.388239488701676239e+00,1.297711687614077958e+00,-1.144801991976973188e+00
-4.299299299299299548e-01,3.122157854600776661e-01,-6.089930787563385683e-01,8.756567913765410660e-01,1.099020893300632462e+00,1.268040436875882415e+00,1.374357708519913901e+00,1.412715502034601389e+00,1.381217077976954366e+00,1.281419954650986126e+00,-1.118258892857814990e+00
-4.289289289289289209e-01,3.165386221500826047e-01,-6.169828727700676918e-01,8.860566956512025971e-01,1.110079058167991128e+00,1.277659560975191511e+00,1.380277581114013330e+00,1.412715502034570525e+00,1.373324003048962183e+00,1.264105919672574796e+00,-1.090614410906217024e+00
-4.279279279279279424e-01,3.208583409705310641e-01,-6.249483579981451875e-01,8.963780524192858090e-01,1.120962278742545060e+00,1.286964071225230155e+00,1.385708026969805662e+00,1.412033689605836750e+00,1.364565239397596663e+00,1.245783395615654543e+00,-1.061895773410990396e+00
-4.269269269269269085e-01,3.251748993726822357e-01,-6.328892206048359892e-01,9.066199467090488850e-01,1.131668839869583554e+00,1.295951676461846169e+00,1.390647120528665015e+00,1.410670393808417522e+00,1.354946308198419214e+00,1.226466999977948280e+00,-1.032131265606002213e+00
-4.259259259259259300e-01,3.294882548389244659e-01,-6.408051477245226835e-01,9.167814705929689945e-01,1.142197054235257969e+00,1.304620163556308832e+00,1.395093110458477170e+00,1.408626272603532570e+00,1.344473272842332534e+00,1.206172143156425847e+00,-1.001350202811808865e+00
-4.249249249249249516e-01,3.337983648831948646e-01,-6.486958274740320940e-01,9.268617232682319074e-01,1.152545262632502343e+00,1.312967397960278504e+00,1.399044420274641043e+00,1.405902312536058796e+00,1.333152735113464660e+00,1.184915016153070821e+00,-9.695829015627492886e-01
-4.239239239239239176e-01,3.381051870513972490e-01,-6.565609489649235631e-01,9.368598111365855630e-01,1.162711834222513341e+00,1.320991324231422404e+00,1.402499648899065310e+00,1.402499828258397141e+00,1.320991831027664265e+00,1.162712577657884605e+00,-9.368606497479250450e-01
-4.229229229229229392e-01,3.424086789218209748e-01,-6.644002023157373760e-01,9.467748478835559256e-01,1.172695166791767996e+00,1.328689966539549960e+00,1.405457571156972563e+00,1.398420461895988121e+00,1.307998226334242453e+00,1.139582540519441078e+00,-9.032156757954897808e-01
-4.219219219219219053e-01,3.467087981055594903e-01,-6.722132786642073254e-01,9.566059545570219091e-01,1.182493687004528615e+00,1.336061429153153179e+00,1.407917138211333130e+00,1.393666182254785335e+00,1.294180111683794543e+00,1.115543357613785203e+00,-8.686811169305963531e-01
-4.209209209209209268e-01,3.510055022469286135e-01,-6.799998701794295330e-01,9.663522596451332713e-01,1.192105850650798438e+00,1.343103896906215233e+00,1.409877477934768919e+00,1.388239283871062435e+00,1.279546197465142088e+00,1.090614207122942103e+00,-8.332909865382570613e-01
-4.199199199199199484e-01,3.552987490238796453e-01,-6.877596700739837532e-01,9.760128991535584886e-01,1.201530142889666530e+00,1.349815635645168044e+00,1.411337895218782501e+00,1.382142385903993187e+00,1.264105708314634979e+00,1.064814977234773474e+00,-7.970801406632584962e-01
-4.189189189189189144e-01,3.595884961484185904e-01,-6.954923726160245900e-01,9.855870166820822620e-01,1.210765078488051483e+00,1.356194992655920695e+00,1.412297872220240391e+00,1.375378430871590840e+00,1.247868377301316389e+00,1.038166250276417291e+00,-7.600842436801463764e-01
-4.179179179179179360e-01,3.638747013670214914e-01,-7.031976731413260850e-01,9.950737635005214576e-01,1.219809202054764619e+00,1.362240397070825448e+00,1.412757068544991057e+00,1.367950683230567455e+00,1.230844439791583200e+00,1.010689286293944944e+00,-7.223397331670760035e-01
-4.169169169169169020e-01,3.681573224610512618e-01,-7.108752680652847822e-01,1.004472298623964033e+00,1.228661088269874302e+00,1.367950360255493436e+00,1.412715321368562149e+00,1.359862727800827953e+00,1.213044626997217934e+00,9.824060060913413217e-01,-6.838837840181253291e-01
-4.159159159159159236e-01,3.724363172471716887e-01,-7.185248548948789393e-01,1.013781788887319069e+00,1.237319342109327147e+00,1.373323476175351887e+00,1.412172645493893652e+00,1.351118468035337417e+00,1.194480159210856263e+00,9.533389737423384469e-01,-6.447542718294204667e-01
-4.149149149149149451e-01,3.767116435777705385e-01,-7.261461322405995400e-01,1.023001409019192121e+00,1.245782599064821916e+00,1.378358421741898487e+00,1.411129233346113399e+00,1.341722124136243366e+00,1.175162738733184664e+00,9.235113785890767257e-01,-6.049897355951462385e-01
-4.139139139139139112e-01,3.809832593413713941e-01,-7.337387998283200208e-01,1.032130341715037813e+00,1.254049525358841732e+00,1.383053957138489221e+00,1.409585454904296542e+00,1.331678231018086800e+00,1.155104542496268261e+00,8.929470167419089055e-01,-5.646293397501529476e-01
-4.129129129129129328e-01,3.852511224630410513e-01,-7.413025585111118199e-01,1.041167777709592235e+00,1.262118818154825739e+00,1.387408926125605735e+00,1.407541857570246302e+00,1.320991636119110524e+00,1.134318214387671997e+00,8.616702720951184835e-01,-5.237128355965533499e-01
-4.119119119119118988e-01,3.895151909048106820e-01,-7.488371102810443825e-01,1.050112915848631090e+00,1.269989205762516837e+00,1.391422256325596685e+00,1.404999165974419872e+00,1.309667497061786090e+00,1.112816857280280125e+00,8.297060968737483000e-01,-4.822805221523340791e-01
-4.109109109109109204e-01,3.937754226660910017e-01,-7.563421582809268795e-01,1.058964963159992667e+00,1.277659447838374485e+00,1.395092959486744721e+00,1.401958281718986399e+00,1.297711279163617393e+00,1.090614024772770696e+00,7.970799917270060542e-01,-4.403732064605060392e-01
-4.099099099099099419e-01,3.980317757840799442e-01,-7.638174068159949703e-01,1.067723134923859396e+00,1.285128335581032566e+00,1.398420131726595406e+00,1.398420283058113389e+00,1.285128752799420182e+00,1.067723712645948453e+00,7.638179853841285949e-01,-3.980321633978878837e-01
-4.089089089089089080e-01,4.022842083341818253e-01,-7.712625613655700318e-01,1.076386654742335303e+00,1.292394691921817884e+00,1.401402953754551151e+00,1.394386424515651646e+00,1.271925990616409985e+00,1.044160350040380880e+00,7.299466138889748601e-01,-3.552990950231301737e-01
-4.079079079079078740e-01,4.065326784304180152e-01,-7.786773285946603229e-01,1.084954754608267846e+00,1.299457371710246445e+00,1.404040691073608738e+00,1.389858136440289771e+00,1.258109364603382740e+00,1.019938790360833902e+00,6.954928994298725797e-01,-3.122160895039965967e-01
-4.069069069069068956e-01,4.107771442258406069e-01,-7.860614163655195163e-01,1.093426674973333013e+00,1.306315261894497537e+00,1.406332694161225083e+00,1.384837024498380309e+00,1.243685543015432327e+00,9.950743019132821665e-01,6.604843287816304365e-01,-2.688255796643641005e-01
-4.059059059059059171e-01,4.150175639129446425e-01,-7.934145337491570471e-01,1.101801664815369008e+00,1.312967281696826083e+00,1.408278398629259520e+00,1.379324869104590290e+00,1.228661487155683130e+00,9.695825582803777598e-01,6.249488313769075987e-01,-2.251703011917687292e-01
-4.049049049049049387e-01,4.192538957240746766e-01,-8.007363910367907289e-01,1.110078981704937240e+00,1.319412382783873960e+00,1.409877325362930423e+00,1.373323624790575792e+00,1.213044448015570431e+00,9.434796284414332934e-01,5.889147570244271934e-01,-1.812932505466552935e-01
-4.039039039039039047e-01,4.234860979318420537e-01,-8.080266997512717264e-01,1.118257891871155429e+00,1.325649549431900498e+00,1.411129080638814814e+00,1.366835419511951200e+00,1.196841962775345936e+00,9.167819666431943348e-01,5.524108532918352577e-01,-1.372376426147951800e-01
-4.029029029029028708e-01,4.277141288495372451e-01,-8.152851726584539049e-01,1.126337670266747359e+00,1.331677798686862202e+00,1.412033356221803038e+00,1.359862553893751658e+00,1.180061851166447573e+00,8.895064020277391181e-01,5.154662425712265295e-01,-9.304686814457406585e-02
-4.019019019019018923e-01,4.319379468315342474e-01,-8.225115237784978994e-01,1.134317600632299916e+00,1.337496180519301747e+00,1.412589929440979386e+00,1.352407500414644304e+00,1.162712211697478182e+00,8.616701280240457450e-01,4.781103988456281151e-01,-4.876445101106594709e-02
-4.009009009009009139e-01,4.361575102737021981e-01,-8.297054683971419875e-01,1.142196975559764294e+00,1.343103777974074653e+00,1.412798663244458020e+00,1.344472902530226222e+00,1.144801417745666239e+00,8.332906915099412837e-01,4.403731241749984648e-01,-4.434005348994435325e-03
-3.998998998998999355e-01,4.403727776138208205e-01,-8.368667230769293308e-01,1.149975096555180043e+00,1.348499707314874785e+00,1.412659506233147511e+00,1.336061573735711328e+00,1.126338113515673811e+00,8.043859817512617472e-01,4.022845249204958229e-01,3.990080740320395974e-02
