# Energy Eigenvalues:,3.419352,13.498282,29.499628,48.207332
# Position x, Psi 1,Psi 2,Psi 3,Psi 4
-2.474916387959866793e-01,1.027270596792191792e+00,1.222267148036942919e+00,4.004518229593041490e-01,-6.494255586117639867e-01
-2.341137123745820059e-01,1.053799422973459743e+00,1.194456361532573840e+00,2.784975374977305962e-01,-7.425042746647957381e-01
-2.207357859531773325e-01,1.079038619394073528e+00,1.160876829762963691e+00,1.536051814787029457e-01,-8.227893795584441117e-01
-2.073578595317726592e-01,1.102957298564367195e+00,1.121690728411873339e+00,2.709233501241635825e-02,-8.888975341787170859e-01
-1.939799331103679858e-01,1.125526189031187840e+00,1.077087310645934215e+00,-9.970632608319554557e-02,-9.396896732489465887e-01
-1.806020066889633124e-01,1.146717671200023325e+00,1.027281993097690638e+00,-2.254531107461349437e-01,-9.742906317996528065e-01
-1.672240802675586391e-01,1.166505811135600812e+00,9.725153154895965768e-01,-3.488214249437810444e-01,-9.921042245437754481e-01
-1.538461538461539657e-01,1.184866392299591231e+00,9.130517789235601533e-01,-4.685097668754876210e-01,-9.928235183347610127e-01
-1.404682274247492924e-01,1.201776945186578516e+00,8.491785684466363060e-01,-5.832554574587951457e-01,-9.764361207098574136e-01
-1.270903010033446190e-01,1.217216774822029723e+00,7.812041660623606498e-01,-6.918479612464021322e-01,-9.432243933955457571e-01
-1.137123745819397236e-01,1.231166986088607418e+00,7.094568608863237591e-01,-7.931416572418868993e-01,-8.937605870966981447e-01
-1.003344481605350502e-01,1.243610506849834652e+00,6.342831636413441831e-01,-8.860679248855811707e-01,-8.288969813990887392e-01
-8.695652173913037686e-02,1.254532108842816518e+00,5.560461331495752946e-01,-9.696464177067982693e-01,-7.497511996784772537e-01
-7.357859531772570350e-02,1.263918426314441845e+00,4.751236229039411674e-01,-1.042995405708460721e+00,-6.576869520458026308e-01
-6.020066889632103013e-02,1.271757972378266599e+00,3.919064561872421248e-01,-1.105341077374848657e+00,-5.542905381344915838e-01
-4.682274247491635677e-02,1.278041153072055680e+00,3.067965385523793165e-01,-1.156025703168851226e+00,-4.413435145952603333e-01
-3.344481605351168341e-02,1.282760279098783762e+00,2.202049167796603923e-01,-1.194514574396082773e+00,-3.207919982471651443e-01
-2.006688963210701004e-02,1.285909575236724001e+00,1.325497936856461223e-01,-1.220401644232776084e+00,-1.947131338024285507e-01
-6.688963210702336681e-03,1.287485187407110265e+00,4.425450837121337050e-02,-1.233413811406177896e+00,-6.527930393789910246e-02
6.688963210702336681e-03,1.287485187390720709e+00,-4.425450833657228189e-02,-1.233413801335814686e+00,6.527930161389164376e-02
2.006688963210701004e-02,1.285909575187615728e+00,-1.325497933743785550e-01,-1.220401614340404617e+00,1.947131130064978788e-01
3.344481605351168341e-02,1.282760279017136851e+00,-2.202049159178127158e-01,-1.194514525632255353e+00,3.207919411446333302e-01
4.682274247491635677e-02,1.278041152958170334e+00,-3.067965368713240215e-01,-1.156025637099224568e+00,4.413434046094638630e-01
6.020066889632103013e-02,1.271757972232562706e+00,-3.919064534262929334e-01,-1.105340996152575750e+00,5.542903605349777107e-01
7.357859531772570350e-02,1.263918426137457196e+00,-4.751236188129099314e-01,-1.042995312036114841e+00,6.576866944886037292e-01
8.695652173913037686e-02,1.254532108635205923e+00,-5.560461274912533725e-01,-9.696463147883898070e-01,7.497508526842193710e-01
1.003344481605350502e-01,1.243610506612369271e+00,-6.342831561938886420e-01,-8.860678163693795906e-01,8.288965387561221254e-01
1.137123745819397236e-01,1.231166985822172544e+00,-7.094568514455326103e-01,-7.931415471548995955e-01,8.937600461781721739e-01
1.270903010033443969e-01,1.217216774527624112e+00,-7.812041544438176333e-01,-6.918478539214852896e-01,9.432237553813455078e-01
1.404682274247490703e-01,1.201776944865310393e+00,-8.491785544877159531e-01,-5.832553574554806275e-01,9.764353907065367322e-01
1.538461538461537437e-01,1.184866391952677178e+00,-9.130517624852660941e-01,-4.685096788957286984e-01,9.928227053889809861e-01
1.672240802675584170e-01,1.166505810764363771e+00,-9.725152964582309822e-01,-3.488213537438726308e-01,9.921033415472784167e-01
1.806020066889630904e-01,1.146717670805888600e+00,-1.027281971386335702e+00,-2.254530610461499829e-01,9.742896952863555615e-01
1.939799331103677638e-01,1.125526188615681100e+00,-1.077087286195735683e+00,-9.970630247531840629e-02,9.396887030873175561e-01
2.073578595317724371e-01,1.102957298129111141e+00,-1.121690701193115647e+00,2.709232815525081800e-02,8.888965531651323859e-01
2.207357859531771105e-01,1.079038618940784344e+00,-1.160876799775926393e+00,1.536051400924486332e-01,8.227884129196345597e-01
2.341137123745817838e-01,1.053799422503943539e+00,-1.194456328808165324e+00,2.784974579137424189e-01,7.425033494797648181e-01
2.474916387959864572e-01,1.027270596308341277e+00,-1.222267112637100084e+00,4.004517019863505500e-01,6.494247031656066316e-01
2.608695652173911306e-01,9.994846060804222221e-01,-1.244174836336604972e+00,5.181812885702989924e-01,5.451562520405555112e-01
2.742474916387958039e-01,9.704754560520740814e-01,-1.260073694394357791e+00,6.304442029230932221e-01,4.314945782469027935e-01
2.876254180602004773e-01,9.402786473465710726e-01,-1.269886901709995408e+00,7.360561022134831655e-01,3.103981122626627842e-01
3.010033444816051507e-01,9.089311345326345215e-01,-1.273567064436317509e+00,8.339028100121858023e-01,1.839533884580046019e-01
3.143812709030098240e-01,8.764712803997817270e-01,-1.271096408872518957e+00,9.229520705461310426e-01,5.433909337987804372e-02
3.277591973244144974e-01,8.429388090103072662e-01,-1.262486867303992621e+00,1.002264438712085370e+00,-7.621147377456419236e-02
3.411371237458191708e-01,8.083747570853514475e-01,-1.247780020374128496e+00,1.071003190963017326e+00,-2.054488816766545656e-01
3.545150501672238441e-01,7.728214237845490997e-01,-1.227046896266431153e+00,1.128443152510086644e+00,-3.311463253443442945e-01
3.678929765886285175e-01,7.363223189407186453e-01,-1.200387627666826829e+00,1.173978347715723292e+00,-4.511379947578276206e-01
3.812709030100331908e-01,6.989221098129402288e-01,-1.167930968162891991e+00,1.207128392968263242e+00,-5.633563925082150092e-01
3.946488294314378642e-01,6.606665664231872181e-01,-1.129833670415605118e+00,1.227543564595094949e+00,-6.658679574833825665e-01
4.080267558528429817e-01,6.216025055434043489e-01,-1.086279729106798708e+00,1.235008488349240929e+00,-7.569063807827384194e-01
4.214046822742476550e-01,5.817777334015915569e-01,-1.037479492318581942e+00,1.229444411546331439e+00,-8.349030398163590494e-01
4.347826086956523284e-01,5.412409871769859881e-01,-9.836686456363924469e-01,1.210910033881569925e+00,-8.985140261987302202e-01
4.481605351170570017e-01,5.000418753559686680e-01,-9.251070738820844630e-01,1.179600888161820960e+00,-9.466433017373504510e-01
4.615384615384616751e-01,4.582308170216674581e-01,-8.620776059743993081e-01,1.135847277485954931e+00,-9.784615835308554388e-01
4.749163879598663485e-01,4.158589801515598094e-01,-7.948846489786529634e-01,1.080110790635650408e+00,-9.934206327801995418e-01
4.882943143812710218e-01,3.729782189985864638e-01,-7.238527179426288427e-01,1.012979432438350980e+00,-9.912627011120856979e-01
5.016722408026756952e-01,3.296410106324075273e-01,-6.493248686189796448e-01,9.351614204757284776e-01,-9.720249716515774185e-01
5.150501672240803686e-01,2.897100716212426819e-01,-5.791894323182440463e-01,8.583894447623071633e-01,-9.475420805566407978e-01
5.284280936454850419e-01,2.546161517881601610e-01,-5.166295250980263987e-01,7.879200559675150206e-01,-9.236672254287645600e-01
5.418060200668897153e-01,2.237733206464606328e-01,-4.608268923943157902e-01,7.232358438987037674e-01,-9.003850858184151429e-01
5.551839464882943886e-01,1.966666241771005963e-01,-4.110516616589815486e-01,6.638618750961083892e-01,-8.776807216204893791e-01
5.685618729096990620e-01,1.728434871211564638e-01,-3.666527959654422020e-01,6.093622057100395173e-01,-8.555395634872771105e-01
5.819397993311037354e-01,1.519061567523359579e-01,-3.270495787476906391e-01,5.593366806530388757e-01,-8.339474034793382673e-01
5.953177257525084087e-01,1.335050619702451702e-01,-2.917240182970137208e-01,5.134179955252844429e-01,-8.128903859482951022e-01
6.086956521739130821e-01,1.173329768373784360e-01,-2.602140726707458107e-01,4.712689997409055809e-01,-7.923549986456885907e-01
6.220735785953177555e-01,1.031198911138448415e-01,-2.321076063980067605e-01,4.325802210538431947e-01,-7.723280640521938967e-01
6.354515050167224288e-01,9.062850214792872450e-02,-2.070369999389380655e-01,3.970675933074843122e-01,-7.527967309216313518e-01
6.488294314381271022e-01,7.965025285478005701e-02,-1.846743413916655252e-01,3.644703707244360547e-01,-7.337484660343459586e-01
6.622073578595317755e-01,7.000184963305607078e-02,-1.647271375567458118e-01,3.345492134224467007e-01,-7.151710461546636477e-01
6.755852842809364489e-01,6.152220208241208216e-02,-1.469344882618093540e-01,3.070844300996805609e-01,-6.970525501872645302e-01
6.889632107023411223e-01,5.406973342715538228e-02,-1.310636739083411162e-01,2.818743649865458889e-01,-6.793813515274379489e-01
7.023411371237457956e-01,4.752001674071137938e-02,-1.169071116072939454e-01,2.587339172205269655e-01,-6.621461106003124764e-01
7.157190635451504690e-01,4.176369750514410950e-02,-1.042796400912004984e-01,2.374931817727686523e-01,-6.453357675842721353e-01
7.290969899665551424e-01,3.670466782064261274e-02,-9.301609789069369139e-02,2.179962019476335278e-01,-6.289395353138893530e-01
7.424749163879598157e-01,3.225846178144985837e-02,-8.296916309910808141e-02,2.000998242956605888e-01,-6.129468923578218487e-01
7.558528428093644891e-01,2.835084522732098794e-02,-7.400742647028552001e-02,1.836726475323065266e-01,-5.973475762672293410e-01
7.692307692307691624e-01,2.491657632490467886e-02,-6.601367264659790957e-02,1.685940577450745215e-01,-5.821315769903796511e-01
7.826086956521738358e-01,2.189831628562958696e-02,-5.888334703644736157e-02,1.547533428051934001e-01,-5.672891304492176934e-01
7.959866220735785092e-01,1.924567203336717894e-02,-5.252318828871244821e-02,1.420488794815564781e-01,-5.528107122737746515e-01
8.093645484949831825e-01,1.691435483818472599e-02,-4.685000847754078324e-02,1.303873872884351304e-01,-5.386870316903977773e-01
8.227424749163878559e-01,1.486544086868008506e-02,-4.178960504287092953e-02,1.196832435884629536e-01,-5.249090255598786170e-01
8.361204013377925293e-01,1.306472131702936766e-02,-3.727579025537045010e-02,1.098578549221440742e-01,-5.114678525616536131e-01
8.494983277591972026e-01,1.148213124639092808e-02,-3.324952551164163383e-02,1.008390799479736005e-01,-4.983548875203449580e-01
8.628762541806018760e-01,1.009124762466276359e-02,-2.965814913667790681e-02,9.256069975620015433e-02,-4.855617158710025527e-01
8.762541806020065493e-01,8.868848163730656126e-03,-2.645468759358526184e-02,8.496193166709428701e-02,-4.730801282594929158e-01
8.896321070234112227e-01,7.794523598556916955e-03,-2.359724109151136243e-02,7.798698294386463559e-02,-4.609021152745723660e-01
9.030100334448158961e-01,6.850336932694890343e-03,-2.104843555581909983e-02,7.158464114343031370e-02,-4.490198623082629625e-01
9.163879598662205694e-01,6.020523960969016014e-03,-1.877493379252871339e-02,6.570789809726566844e-02,-4.374257445412331191e-01
9.297658862876252428e-01,5.291230069226604549e-03,-1.674699945328612591e-02,6.031360476145725125e-02,-4.261123220499655750e-01
9.431438127090299162e-01,4.650278916752005783e-03,-1.493810809772158979e-02,5.536215440176456282e-02,-4.150723350325725147e-01
9.565217391304345895e-01,4.086969139248892123e-03,-1.332460026607471676e-02,5.081719178752203830e-02,-4.042986991501941185e-01
9.698996655518392629e-01,3.591895678129774019e-03,-1.188537202443676506e-02,4.664534625918465710e-02,-3.937845009809921026e-01
