# Energy Eigenvalues:,4.097776,16.358917,36.678095,64.843697,100.447432,142.590424,188.125572
# Position x, Psi 1,Psi 2,Psi 3,Psi 4,Psi 5,Psi 6,Psi 7
-7.462462462462462476e-01,1.433890925608857954e-03,-3.343103051586415308e-03,6.540253866389991212e-03,1.296303518610006887e-02,2.848114045378676712e-02,7.716791179712015336e-02,3.454246652904958137e-01
-7.432432432432432012e-01,1.521694509298300883e-03,-3.541119309203995431e-03,6.904983981639508349e-03,1.361905313604709795e-02,2.971383373813914208e-02,7.969131635301014704e-02,3.505232342705356663e-01
-7.402402402402402659e-01,1.614874700908903267e-03,-3.750864322314838902e-03,7.290053988839230448e-03,1.430827006636013234e-02,3.099987926562425625e-02,8.229723666149799111e-02,3.556968740494128034e-01
-7.372372372372372196e-01,1.713760734300177457e-03,-3.973032800065921105e-03,7.696598182052726868e-03,1.503236607176438276e-02,3.234158617663313723e-02,8.498837100246245391e-02,3.609466926543061782e-01
-7.342342342342342842e-01,1.818702003800074136e-03,-4.208360600113062074e-03,8.125814111482134589e-03,1.579310627123151067e-02,3.374136355354673267e-02,8.776750588998875890e-02,3.662738144274501062e-01
-7.312312312312312379e-01,1.930069298721041578e-03,-4.457627165899580128e-03,8.578966111071057235e-03,1.659234511078607616e-02,3.520172474632876636e-02,9.063751895764264599e-02,3.716793802669314806e-01
-7.282282282282281916e-01,2.048256113471032952e-03,-4.721658108298033840e-03,9.057389022831152658e-03,1.743203088406320919e-02,3.672529188533450728e-02,9.360138193809290630e-02,3.771645478710303756e-01
-7.252252252252252562e-01,2.173680037888529436e-03,-5.001327940165976177e-03,9.562492128863219268e-03,1.831421048163759877e-02,3.831480058943911859e-02,9.666216374016937951e-02,3.827304919861641563e-01
-7.222222222222222099e-01,2.306784232714004408e-03,-5.297562972872876461e-03,1.009576330265508221e-02,1.924103438070069033e-02,3.997310487793834938e-02,9.982303362654043610e-02,3.883784046584787264e-01
-7.192192192192192746e-01,2.448038995411174531e-03,-5.611344384392124782e-03,1.065877339188497919e-02,2.021476188724998305e-02,4.170318229504206553e-02,1.030872644953027967e-01,3.941094954891534163e-01
-7.162162162162162282e-01,2.597943421870434113e-03,-5.943711469119854034e-03,1.125318084564018092e-02,2.123776664356805469e-02,4.350813925615974742e-02,1.064582362688763634e-01,3.999249918934495440e-01
-7.132132132132131819e-01,2.757027169865912137e-03,-6.295765080184773793e-03,1.188073659968180359e-02,2.231254241441803579e-02,4.539121662557957931e-02,1.099394393937183356e-01,4.058261393635835823e-01
-7.102102102102102466e-01,2.925852330496944102e-03,-6.668671275650472213e-03,1.254328923414610268e-02,2.344170916606018798e-02,4.735579553555571003e-02,1.135344784544799895e-01,4.118142017354751161e-01
-7.072072072072072002e-01,3.105015414226314305e-03,-7.063665180686910100e-03,1.324279041887511249e-02,2.462801945290814601e-02,4.940540345725149413e-02,1.172470759063462542e-01,4.178904614594223799e-01
-7.042042042042042649e-01,3.295149458532514730e-03,-7.482055078503209618e-03,1.398130066241673117e-02,2.587436512739323818e-02,5.154372053443909835e-02,1.210810759294228128e-01,4.240562198747611089e-01
-7.012012012012012185e-01,3.496926264622982408e-03,-7.925226743591511774e-03,1.476099538162893229e-02,2.718378438939347136e-02,5.377458619132750167e-02,1.250404484091605928e-01,4.303127974885625484e-01
-6.981981981981981722e-01,3.711058771111412722e-03,-8.394648031634574514e-03,1.558417130976772445e-02,2.855946919241216311e-02,5.610200602638543838e-02,1.291292930469439548e-01,4.366615342584482806e-01
-6.951951951951952369e-01,3.938303573045942932e-03,-8.891873741279317234e-03,1.645325326193447166e-02,3.000477302455935649e-02,5.853015900453513443e-02,1.333518436050933897e-01,4.431037898795621710e-01
-6.921921921921921905e-01,4.179463595188855247e-03,-9.418550763879644794e-03,1.737080127781215344e-02,3.152321908330468769e-02,6.106340496063335926e-02,1.377124722906845344e-01,4.496409440757830889e-01
-6.891891891891891442e-01,4.435390928993043075e-03,-9.976423538264772919e-03,1.833951816272966218e-02,3.311850886392726789e-02,6.370629242770842193e-02,1.422156942827130788e-01,4.562743968952070461e-01
-6.861861861861862089e-01,4.706989843299463211e-03,-1.056733982860076464e-02,1.936225744926907757e-02,3.479453118260091710e-02,6.646356680401387107e-02,1.468661724073044017e-01,4.630055690100023380e-01
-6.831831831831831625e-01,4.995219979392975101e-03,-1.119325684448190840e-02,2.044203180286702226e-02,3.655537165610800443e-02,6.934017887355867216e-02,1.516687219657986696e-01,4.698359020206648862e-01
-6.801801801801802272e-01,5.301099741705844401e-03,-1.185624772352296408e-02,2.158202189617110245e-02,3.840532266129167288e-02,7.234129369541539289e-02,1.566283157207166155e-01,4.767668587647613809e-01
-6.771771771771771808e-01,5.625709896149300171e-03,-1.255850839792374204e-02,2.278558577829241719e-02,4.034889379852459740e-02,7.547229987776733762e-02,1.617500890447683415e-01,4.837999236302245598e-01
-6.741741741741741345e-01,5.970197388787090199e-03,-1.330236486774900515e-02,2.405626876655286503e-02,4.239082288470050891e-02,7.873881925334610954e-02,1.670393452382356314e-01,4.909366028732623510e-01
-6.711711711711711992e-01,6.335779398343559243e-03,-1.409028090501402569e-02,2.539781388986505142e-02,4.453608750254595822e-02,8.214671697363179481e-02,1.725015610202326466e-01,4.981784249409497156e-01
-6.681681681681681528e-01,6.723747636864993438e-03,-1.492486621409287555e-02,2.681417291450783127e-02,4.678991713440576461e-02,8.570211203994031191e-02,1.781423921995317905e-01,5.055269407985710783e-01
-6.651651651651652175e-01,7.135472913729823917e-03,-1.580888507547826421e-02,2.830951798477607598e-02,4.915780591008123840e-02,8.941138829030817470e-02,1.839676795308279877e-01,5.129837242617908410e-01
-6.621621621621621712e-01,7.572409979133565457e-03,-1.674526550152199630e-02,2.988825391279360810e-02,5.164552599979496672e-02,9.328120586189894703e-02,1.899834547625000036e-01,5.205503723337070454e-01
-6.591591591591591248e-01,8.036102664162190351e-03,-1.773710893448180240e-02,3.155503115369219513e-02,5.425914168493151807e-02,9.731851314951603382e-02,1.961959468821375119e-01,5.282285055468782797e-01
-6.561561561561561895e-01,8.528189335615405514e-03,-1.878770051899617335e-02,3.331475950437729622e-02,5.700502414085455161e-02,1.015305592816937857e-01,2.026115885663011540e-01,5.360197683103988808e-01
-6.531531531531531432e-01,9.050408684853111091e-03,-1.990051998301060540e-02,3.517262256623183286e-02,5.988986696783395874e-02,1.059249071367646816e-01,2.092370228411865041e-01,5.439258292620761104e-01
-6.501501501501502078e-01,9.604605871118781710e-03,-2.107925316319459591e-02,3.713409301436047111e-02,6.292070250794287722e-02,1.105094469222734910e-01,2.160791099610890886e-01,5.519483816257868547e-01
-6.471471471471471615e-01,1.019273904104650748e-02,-2.232780421302468093e-02,3.920494871835468464e-02,6.610491898770334829e-02,1.152924103421272550e-01,2.231449345118056982e-01,5.600891435741220947e-01
-6.441441441441441151e-01,1.081688624738665234e-02,-2.365030853396754909e-02,4.139128976206379179e-02,6.945027852826611559e-02,1.202823853769126733e-01,2.304418127463155330e-01,5.683498585963708827e-01
-6.411411411411411798e-01,1.147925279139585045e-02,-2.505114647259291602e-02,4.369955641250552331e-02,7.296493606702614265e-02,1.254883317039175994e-01,2.379773001603321947e-01,5.767322958719046655e-01
-6.381381381381381335e-01,1.218217901483491759e-02,-2.653495782898478150e-02,4.613654809084998670e-02,7.665745923680360174e-02,1.309195967845515063e-01,2.457591993155865406e-01,5.852382506490898528e-01
-6.351351351351350871e-01,1.292814856910551140e-02,-2.810665722450365542e-02,4.870944340135641148e-02,8.053684925104472037e-02,1.365859326480425295e-01,2.537955679189253799e-01,5.938695446297630465e-01
-6.321321321321321518e-01,1.371979719074332103e-02,-2.977145037980132372e-02,5.142582127726374325e-02,8.461256284595733423e-02,1.424975134015523393e-01,2.620947271656015598e-01,6.026280263593825071e-01
-6.291291291291291055e-01,1.455992201427435545e-02,-3.153485135700362374e-02,5.429368330592410086e-02,8.889453533306934663e-02,1.486649534981489829e-01,2.706652703553952266e-01,6.115155716229377925e-01
-6.261261261261261701e-01,1.545149145533875230e-02,-3.340270082316862399e-02,5.732147729893927873e-02,9.339320481840070187e-02,1.550993267954312305e-01,2.795160717904737746e-01,6.205340838466700815e-01
-6.231231231231231238e-01,1.639765569900301229e-02,-3.538118539551345088e-02,6.051812217673354505e-02,9.811953764729250405e-02,1.618121864390337228e-01,2.886562959642199888e-01,6.296854945057268615e-01
-6.201201201201200774e-01,1.740175783031872730e-02,-3.747685813248365777e-02,6.389303424086376082e-02,1.030850551369185131e-01,1.688155856067107274e-01,2.980954070505371090e-01,6.389717635378266980e-01
-6.171171171171171421e-01,1.846734564645537147e-02,-3.969666023853455489e-02,6.745615491145608156e-02,1.083018616616429480e-01,1.761220991502448763e-01,3.078431787034542344e-01,6.483948797630147975e-01
-6.141141141141140958e-01,1.959818419214295546e-02,-4.204794405451429268e-02,7.121798001147522372e-02,1.137826741596888458e-01,1.837448461740392447e-01,3.179097041771787868e-01,6.579568613096015151e-01
-6.111111111111111605e-01,2.079826906271614942e-02,-4.453849740979660965e-02,7.518959068408830049e-02,1.195408531330445917e-01,1.916975135909341210e-01,3.283054067770770912e-01,6.676597560463776171e-01
-6.081081081081081141e-01,2.207184052176381847e-02,-4.717656941682201593e-02,7.938268603419744440e-02,1.255904352161787696e-01,1.999943806975464644e-01,3.390410506524071388e-01,6.775056420212089980e-01
-6.051051051051050678e-01,2.342339848326547430e-02,-4.997089779348212052e-02,8.380961759029076363e-02,1.319461673929527568e-01,2.086503448132537575e-01,3.501277519419729312e-01,6.874966279060854557e-01
-6.021021021021021324e-01,2.485771841115140199e-02,-5.293073780384391358e-02,8.848342568812674058e-02,1.386235429451429524e-01,2.176809480288605103e-01,3.615769902842455585e-01,6.976348534487344377e-01
-5.990990990990990861e-01,2.637986819246371586e-02,-5.606589291306894596e-02,9.341787788342439947e-02,1.456388392202007387e-01,2.271024051129704180e-01,3.734006207038587655e-01,7.079224899308738106e-01
-5.960960960960961508e-01,2.799522604373759493e-02,-5.938674725806387944e-02,9.862750950671482497e-02,1.530091573103217473e-01,2.369316326261810268e-01,3.856108858868061429e-01,7.183617406332373223e-01
-5.930930930930931044e-01,2.970949951387039795e-02,-6.290430004140848408e-02,1.041276664798134050e-01,1.607524637395455203e-01,2.471862792953685994e-01,3.982204288570341810e-01,7.289548413074465882e-01
-5.900900900900900581e-01,3.152874565062179640e-02,-6.663020196247990135e-02,1.099345505200358675e-01,1.688876342605062641e-01,2.578847577026032178e-01,4.112423060675626241e-01,7.397040606548358488e-01
-5.870870870870871228e-01,3.345939240199942433e-02,-7.057679380643885891e-02,1.160652668653172626e-01,1.774344998675979335e-01,2.690462773455934986e-01,4.246900009196870607e-01,7.506117008123351919e-01
-5.840840840840840764e-01,3.550826132814759173e-02,-7.475714731889117337e-02,1.225378746608159486e-01,1.864138951387202536e-01,2.806908791290231853e-01,4.385774377242639410e-01,7.616800978455183779e-01
-5.810810810810811411e-01,3.768259170398688407e-02,-7.918510850160712100e-02,1.293714401554255100e-01,1.958477090234452545e-01,2.928394713487062484e-01,4.529189961195294600e-01,7.729116222489116339e-01
-5.780780780780780947e-01,3.999006609776629279e-02,-8.387534347270077240e-02,1.365860928648930661e-01,2.057589382014098356e-01,3.055138672331715877e-01,4.677295259603795330e-01,7.843086794536702211e-01
-5.750750750750750484e-01,4.243883751590597775e-02,-8.884338704316840918e-02,1.442030848669881016e-01,2.161717431410117018e-01,3.187368241100937971e-01,4.830243626945436297e-01,7.958737103427563353e-01
-5.720720720720721131e-01,4.503755821003979642e-02,-9.410569417067515818e-02,1.522448534033793432e-01,2.271115069950523646e-01,3.325320842678800015e-01,4.988193432415505835e-01,8.076091917736916148e-01
-5.690690690690690667e-01,4.779541024804237481e-02,-9.967969446101479503e-02,1.607350869726283937e-01,2.386048974769009734e-01,3.469244175857883472e-01,5.151308223909392137e-01,8.195176371090120426e-01
-5.660660660660660204e-01,5.072213795705812073e-02,-1.055838498977620388e-01,1.696987951089907465e-01,2.506799318680172362e-01,3.619396660091273032e-01,5.319756897366991755e-01,8.316015967545538068e-01
-5.630630630630630851e-01,5.382808235316276918e-02,-1.118377159913257202e-01,1.791623820525700128e-01,2.633660453152977254e-01,3.776047899493868987e-01,5.493713871654735126e-01,8.438636587056722593e-01
-5.600600600600600387e-01,5.712421767930803140e-02,-1.184620065499390057e-01,1.891537245278325230e-01,2.766941625847355590e-01,3.939479166926186382e-01,5.673359269166288188e-01,8.563064491015158763e-01
-5.570570570570571034e-01,6.062219018064699677e-02,-1.254786622871143231e-01,1.997022538595894514e-01,2.906967734462956310e-01,4.109983909029675808e-01,5.858879102328761190e-01,8.689326327874422606e-01
-5.540540540540540571e-01,6.433435925424929591e-02,-1.329109234928101957e-01,2.108390426683447172e-01,3.054080118737893534e-01,4.287868273120655771e-01,6.050465466207939347e-01,8.817449138857587077e-01
-5.510510510510510107e-01,6.827384111859632898e-02,-1.407834070090001888e-01,2.225968964003739725e-01,3.208637392527945442e-01,4.473451656888643435e-01,6.248316737411548916e-01,8.947460363748465095e-01
-5.480480480480480754e-01,7.245455515715672201e-02,-1.491221877646045357e-01,2.350104499621607779e-01,3.371016317994673939e-01,4.667067281886241314e-01,6.452637779496779302e-01,9.079387846768366410e-01
-5.450450450450450290e-01,7.689127309978707747e-02,-1.579548851398399067e-01,2.481162697438420162e-01,3.541612724033412207e-01,4.869062791840273463e-01,6.663640155094667783e-01,9.213259842539419653e-01
-5.420420420420420937e-01,8.159967121573084847e-02,-1.673107544460396001e-01,2.619529613321914252e-01,3.720842471179978683e-01,5.079800876858434622e-01,6.881542344970975611e-01,9.349105022135821841e-01
-5.390390390390390474e-01,8.659638570262882806e-02,-1.772207838239395483e-01,2.765612832304286672e-01,3.909142465348230400e-01,5.299659924652238008e-01,7.106569974250375177e-01,9.486952479224236567e-01
-5.360360360360360010e-01,9.189907146724916875e-02,-1.877177968813771303e-01,2.919842669198420282e-01,4.106971722869727226e-01,5.529034699945675202e-01,7.338956046038361825e-01,9.626831736294878539e-01
-5.330330330330330657e-01,9.752646450562234282e-02,-1.988365614103444756e-01,3.082673436168734127e-01,4.314812489431508746e-01,5.768337053289175342e-01,7.578941182682330524e-01,9.768772750984074937e-01
-5.300300300300300194e-01,1.034984481029941339e-01,-2.106139045434962664e-01,3.254584780990676385e-01,4.533171415639845603e-01,6.017996660551895305e-01,7.826773874922144936e-01,9.912805922490255384e-01
-5.270270270270270840e-01,1.098361230874995015e-01,-2.230888347315247988e-01,3.436083099940905328e-01,4.762580792075549740e-01,6.278461794420030495e-01,8.082710739187976001e-01,1.005896209808454067e+00
-5.240240240240240377e-01,1.165618823857842296e-01,-2.363026709454101038e-01,3.627703029480053853e-01,5.003599846851488619e-01,6.550200129286356532e-01,8.347016783311810295e-01,1.020727257971726587e+00
-5.210210210210209913e-01,1.236994901440003902e-01,-2.502991795314801760e-01,3.830009021122063317e-01,5.256816108835269397e-01,6.833699580976096977e-01,8.619965680927622609e-01,1.035776913072169236e+00
-5.180180180180180560e-01,1.312741656937405632e-01,-2.651247191725801811e-01,4.043597004129337313e-01,5.522846839860481305e-01,7.129469182817282924e-01,8.901840054844817329e-01,1.051048398261696937e+00
-5.150150150150150097e-01,1.393126726595768361e-01,-2.808283944354644235e-01,4.269096140931172845e-01,5.802340539417332188e-01,7.438039999627971133e-01,9.192931769687603394e-01,1.066544984201079460e+00
-5.120120120120120744e-01,1.478434135230596580e-01,-2.974622184130044089e-01,4.507170680436686783e-01,6.095978525491070332e-01,7.759966081262051896e-01,9.493542234104004329e-01,1.082269989760423323e+00
-5.090090090090090280e-01,1.568965299772949462e-01,-3.150812849999031218e-01,4.758521914701376865e-01,6.404476595401601413e-01,8.095825457425478433e-01,9.803982712857187698e-01,1.098226782729974982e+00
-5.060060060060059817e-01,1.665040094266803661e-01,-3.337439513725137807e-01,5.023890244710971231e-01,6.728586770692821517e-01,8.446221175549050164e-01,1.012457464912204452e+00,1.114418780541383214e+00
-5.030030030030030463e-01,1.766997980081008723e-01,-3.535120312771755091e-01,5.304057361367826573e-01,7.069099130325311453e-01,8.811782383581515665e-01,1.045564999732105926e+00,1.130849450999606987e+00
-5.000000000000000000e-01,1.875199205329184104e-01,-3.744509997672604840e-01,5.599848548104283674e-01,7.426843736641030036e-01,9.193165459646998050e-01,1.079755156684387929e+00,1.147522313025602925e+00
-4.969969969969969537e-01,1.990026077735530530e-01,-3.966302100670660025e-01,5.912135111905912899e-01,7.802692658795118419e-01,9.591055190595396684e-01,1.115063337700683332e+00,1.164440937409986887e+00
-4.939939939939939073e-01,2.104705871855261368e-01,-4.186923944977357648e-01,6.220510632193313461e-01,8.169416141246413909e-01,9.971569043556015588e-01,1.147503833831402309e+00,1.177408563635573557e+00
-4.909909909909910830e-01,2.219230111966457586e-01,-4.406310436047620738e-01,6.524771109894089705e-01,8.526585291922227361e-01,1.033401765097223812e+00,1.176993215627028855e+00,1.186381191989108297e+00
-4.879879879879880367e-01,2.333590333843857112e-01,-4.624396843827767167e-01,6.824715268152189429e-01,8.873782392774373085e-01,1.067774437364703344e+00,1.203455643221253979e+00,1.191328377956866857e+00
-4.849849849849849903e-01,2.447778085384387237e-01,-4.841118821854055732e-01,7.120144685478106972e-01,9.210601388310488691e-01,1.100212649035980039e+00,1.226823061373544022e+00,1.192233335524176541e+00
-4.819819819819819440e-01,2.561784927231895437e-01,-5.056412426238237057e-01,7.410863927010417074e-01,9.536648360486055243e-01,1.130657632603529583e+00,1.247035374491498816e+00,1.189092994131115688e+00
-4.789789789789788976e-01,2.675602433400843805e-01,-5.270214134534138006e-01,7.696680673801319372e-01,9.851541989401029209e-01,1.159054231641987176e+00,1.264040601182790047e+00,1.181918009091033506e+00
-4.759759759759760733e-01,2.789222191899070613e-01,-5.482460864480024343e-01,7.977405850041078272e-01,1.015491399926284899e+00,1.185351000733690485e+00,1.277795007939282579e+00,1.170732725436622212e+00
-4.729729729729730270e-01,2.902635805349478293e-01,-5.693089992610972372e-01,8.252853748136905754e-01,1.044640958909386574e+00,1.209500298671062124e+00,1.288263221609484033e+00,1.155575095316164980e+00
-4.699699699699699806e-01,3.015834891610659763e-01,-5.902039372735963241e-01,8.522842151563757573e-01,1.072568784767977457e+00,1.231458374767009367e+00,1.295418320370107956e+00,1.136496549220262997e+00
-4.669669669669669343e-01,3.128811084396452280e-01,-6.109247354274208730e-01,8.787192455405806735e-01,1.099242215227375086e+00,1.251185448116983734e+00,1.299241902962793072e+00,1.113561821475991476e+00
-4.639639639639638879e-01,3.241556033894216760e-01,-6.314652800445076375e-01,9.045729784508476090e-01,1.124630055058956746e+00,1.268645779669042017e+00,1.299724136017857745e+00,1.086848730600521895e+00
-4.609609609609610636e-01,3.354061407381997983e-01,-6.518195106306610143e-01,9.298283109163374416e-01,1.148702612563754499e+00,1.283807736971421809e+00,1.296863779343472078e+00,1.056447915259565384e+00
-4.579579579579580173e-01,3.466318889844346440e-01,-6.719814216636965654e-01,9.544685358249196394e-01,1.171431734297615268e+00,1.296643851480264509e+00,1.290668189115131037e+00,1.022462526726473753e+00
-4.549549549549549710e-01,3.578320184586886721e-01,-6.919450643653779487e-01,9.784773529754006161e-01,1.192790837997347086e+00,1.307130868323703288e+00,1.281153298957282249e+00,9.850078788855398670e-01
-4.519519519519519246e-01,3.690057013849490364e-01,-7.117045484566024705e-01,1.001838879860561748e+00,1.212754943669320573e+00,1.315249788432137690e+00,1.268343578965724028e+00,9.442110569670285614e-01
-4.489489489489488783e-01,3.801521119418057593e-01,-7.312540438953275546e-01,1.024537662173881092e+00,1.231300702804180025e+00,1.320985902958374592e+00,1.252271972776181519e+00,9.002104863415225644e-01
-4.459459459459460540e-01,3.912704263234887958e-01,-7.505877825967317563e-01,1.046558684032998565e+00,1.248406425683502352e+00,1.324328819925292500e+00,1.232979812840901301e+00,8.531554628366970761e-01
-4.429429429429430076e-01,4.023598228007546074e-01,-7.697000601350916238e-01,1.067887377913146363e+00,1.264052106746455628e+00,1.325272483052733596e+00,1.210516714131156357e+00,8.032056461701594374e-01
-4.399399399399399613e-01,4.134194817816138623e-01,-7.885852374268662590e-01,1.088509634283964633e+00,1.278219447986777890e+00,1.323815182729501272e+00,1.184940446539003656e+00,7.505305182171536638e-01
-4.369369369369369149e-01,4.244485858719059812e-01,-8.072377423945108488e-01,1.108411810943352505e+00,1.290891880352744270e+00,1.319959559110622793e+00,1.156316786306491817e+00,6.953088079512743658e-01
-4.339339339339338686e-01,4.354463199357095360e-01,-8.256520716105176794e-01,1.127580742042165518e+00,1.302054583125072496e+00,1.313712597334241394e+00,1.124719346864383906e+00,6.377278850093732743e-01
-4.309309309309310443e-01,4.464118711555950525e-01,-8.438227919212196726e-01,1.146003746793815559e+00,1.311694501250141975e+00,1.305085614866839494e+00,1.090229389515468883e+00,5.779831239383410590e-01
-4.279279279279279979e-01,4.573444290926939049e-01,-8.617445420498343056e-01,1.163668637862954602e+00,1.319800360608182066e+00,1.294094240999648093e+00,1.052935614449281188e+00,5.162772412808616096e-01
-4.249249249249249516e-01,4.682431857465944591e-01,-8.794120341783084882e-01,1.180563729427737130e+00,1.326362681198628435e+00,1.280758388533442371e+00,1.012933932625734279e+00,4.528196077494667793e-01
-4.219219219219219053e-01,4.791073356150602480e-01,-8.968200555074908875e-01,1.196677844910319699e+00,1.331373788227214749e+00,1.265102217703012677e+00,9.703272191143264003e-01,3.878255378227088990e-01
-4.189189189189188589e-01,4.899360757535672350e-01,-9.139634697951793951e-01,1.212000324370493765e+00,1.334827821081847610e+00,1.247154092406677517e+00,9.252250485232775823e-01,3.215155591738831919e-01
-4.159159159159160346e-01,5.007286058346402946e-01,-9.308372188715569040e-01,1.226521031557516794e+00,1.336720740186711831e+00,1.226946528820087146e+00,8.777434131989743094e-01,2.541146644111452746e-01
-4.129129129129129883e-01,5.114841282070066164e-01,-9.474363241316118289e-01,1.240230360615535155e+00,1.337050331726664876e+00,1.204516136487480571e+00,8.280044249205029683e-01,1.858515476679223621e-01
-4.099099099099099419e-01,5.222018479545514902e-01,-9.637558880040819620e-01,1.253119242438133663e+00,1.335816210236353108e+00,1.179903551997083966e+00,7.761360008564147650e-01,1.169578286338888856e-01
-4.069069069069068956e-01,5.328809729550599839e-01,-9.797910953964698022e-01,1.265179150667785857e+00,1.333019819051002086e+00,1.153153365360787497e+00,7.222715345913529594e-01,4.766726665939895885e-02
-4.039039039039038492e-01,5.435207139387707720e-01,-9.955372151157541039e-01,1.276402107336300551e+00,1.328664428618425486e+00,1.124314039231542495e+00,6.665495530686362802e-01,-2.178503240003508423e-02
-4.009009009009008029e-01,5.541202845467075866e-01,-1.010989601264327797e+00,1.286780688142469709e+00,1.322755132674153566e+00,1.093437821104766616e+00,6.091133603310108224e-01,-9.116341390801895039e-02
-3.978978978978979786e-01,5.646789013887938413e-01,-1.026143694610764268e+00,1.296308027363442417e+00,1.315298842284173375e+00,1.060580648662837300e+00,5.501106689758071822e-01,-1.602324740335881736e-01
-3.948948948948949322e-01,5.751957841017486528e-01,-1.040995023935016528e+00,1.304977822396589993e+00,1.306304277762265098e+00,1.025802048434169222e+00,4.896932202723179306e-01,-2.287578584865258557e-01
-3.918918918918918859e-01,5.856701554067695881e-01,-1.055539207347665265e+00,1.312784337928869727e+00,1.295781958471399653e+00,9.891650279504861087e-01,4.280163939183735389e-01,-2.965070576915453393e-01
-3.888888888888888395e-01,5.961012411669724953e-01,-1.069771953582784541e+00,1.319722409730883284e+00,1.283744190521070028e+00,9.507359615976183065e-01,3.652388084397067414e-01,-3.632501957032720497e-01
-3.858858858858857932e-01,6.064882704446055151e-01,-1.083689063264081209e+00,1.325787448073155739e+00,1.270205052374996146e+00,9.105844703666654549e-01,3.015219132598073171e-01,-4.287608101852086184e-01
-3.828828828828829689e-01,6.168304755580392706e-01,-1.097286430143940228e+00,1.330975440762396822e+00,1.255180378386040241e+00,8.687832957233834197e-01,2.370295734893718143e-01,-4.928166208061829923e-01
-3.798798798798799226e-01,6.271270921384891617e-01,-1.110560042314951090e+00,1.335282955795647153e+00,1.238687740277514715e+00,8.254081678242434217e-01,1.719276485031466239e-01,-5.552002834470596282e-01
-3.768768768768768762e-01,6.373773591865163901e-01,-1.123505983393633390e+00,1.338707143630662344e+00,1.220746426592637990e+00,7.805376683179879871e-01,1.063835653879999649e-01,-6.157001276586843153e-01
-3.738738738738738299e-01,6.475805191282743012e-01,-1.136120433675974706e+00,1.341245739070970000e+00,1.201377420136118035e+00,7.342530879812002587e-01,4.056588835919576475e-02,-6.741108748688195984e-01
-3.708708708708707835e-01,6.577358178714929338e-01,-1.148399671264422883e+00,1.342897062764349947e+00,1.180603373434236270e+00,6.866382794458036898e-01,-2.535611474776433907e-02,-7.302343349011610751e-01
-3.678678678678679592e-01,6.678425048612103287e-01,-1.160340073166030272e+00,1.343660022313766467e+00,1.158448582242163516e+00,6.377795052853155733e-01,-9.121290779484630962e-02,-7.838800784431227964e-01
-3.648648648648649129e-01,6.778998331352579232e-01,-1.171938116361443072e+00,1.343534113000049546e+00,1.134938957129503434e+00,5.877652817350852432e-01,-1.568351223492016056e-01,-8.348660831806955507e-01
-3.618618618618618665e-01,6.879070593794593957e-01,-1.183190378844355628e+00,1.342519418115763807e+00,1.110101993177234236e+00,5.366862183296070565e-01,-2.220539932595858301e-01,-8.830193514079760497e-01
-3.588588588588588202e-01,6.978634439825527336e-01,-1.194093540631149697e+00,1.340616608910080165e+00,1.083966737821516979e+00,4.846348537474509111e-01,-2.867017926812733819e-01,-9.281764970158020711e-01
-3.558558558558557738e-01,7.077682510908669400e-01,-1.204644384740480634e+00,1.337826944144753227e+00,1.056563756882030969e+00,4.317054881612333306e-01,-3.506122614332651821e-01,-9.701842998678613661e-01
-3.528528528528529495e-01,7.176207486627160792e-01,-1.214839798142462568e+00,1.334152269261430712e+00,1.027925098814515437e+00,3.779940123963290155e-01,-4.136210365784344645e-01,-1.008900225683212026e+00
-3.498498498498499032e-01,7.274202085224840131e-01,-1.224676772677138814e+00,1.329595015160807581e+00,9.980842572292880632e-01,3.235977342078156793e-01,-4.755660741269612246e-01,-1.044192909661201263e+00
-3.468468468468468568e-01,7.371659064144491236e-01,-1.234152405942049890e+00,1.324158196594527936e+00,9.670761317196601148e-01,2.686152019904203270e-01,-5.362880657759799830e-01,-1.075942602207888621e+00
-3.438438438438438105e-01,7.468571220563173796e-01,-1.243263902148598943e+00,1.317845410170854326e+00,9.349369870460172427e-01,2.131460262408280126e-01,-5.956308486136751013e-01,-1.104041575251575091e+00
-3.408408408408407642e-01,7.564931391924589743e-01,-1.252008572946951670e+00,1.310660831975411167e+00,9.017044107232972117e-01,1.572906990958022333e-01,-6.534418067341575265e-01,-1.128394487768784149e+00
-3.378378378378379399e-01,7.660732456468316576e-01,-1.260383838219214514e+00,1.302609214808565063e+00,8.674172690614564418e-01,1.011504122730577243e-01,-7.095722637302489533e-01,-1.148918709280432715e+00
-3.348348348348348935e-01,7.755967333756240700e-01,-1.268387226840710147e+00,1.293695885041324933e+00,8.321156617103814268e-01,4.482687374472454911e-02,-7.638778650548048166e-01,-1.165544600220611571e+00
-3.318318318318318472e-01,7.850628985195874376e-01,-1.276016377409088021e+00,1.283926739091805658e+00,7.958408747623699764e-01,-1.157787652447389397e-02,-8.162189492672091706e-01,-1.178215748226628223e+00
-3.288288288288288008e-01,7.944710414560558487e-01,-1.283269038941057483e+00,1.273308239524576946e+00,7.586353324670380704e-01,-6.796165144050732299e-02,-8.664609072102814613e-01,-1.186889159548578210e+00
-3.258258258258257545e-01,8.038204668506530037e-01,-1.290143071536535846e+00,1.261847410775495337e+00,7.205425476151201547e-01,-1.242223019098755293e-01,-9.144745281938819748e-01,-1.191535404928985686e+00
