# Energy Eigenvalues:,4.097776,16.358917,36.678095,64.843697,100.447432,142.590424,188.125572
# Position x, Psi 1,Psi 2,Psi 3,Psi 4,Psi 5,Psi 6,Psi 7
-1.445945945945946054e+00,1.243166746196596202e-09,-4.462358181284039127e-09,1.841450138974958414e-08,1.108958287025322240e-07,1.175469277660542393e-06,3.019799652184708880e-05,4.872469836738286229e-03
-1.442942942942943008e+00,1.336547842364081359e-09,-4.791668785465458381e-09,1.973278276900599805e-08,1.184897134330400112e-07,1.251234863009124795e-06,3.199655714100661178e-05,5.136021836179538100e-03
-1.439939939939939961e+00,1.434651367161191728e-09,-5.136850165715693944e-09,2.110919066534992381e-08,1.263724389243946259e-07,1.329247084965273272e-06,3.382824834595445313e-05,5.400673806248644168e-03
-1.436936936936936915e+00,1.537823950075840869e-09,-5.499045618166927519e-09,2.254777953972807067e-08,1.345632207891797922e-07,1.409646017242459559e-06,3.569496674707709291e-05,5.666482426882534992e-03
-1.433933933933933869e+00,1.646430131114687118e-09,-5.879454792289193844e-09,2.405278701851926563e-08,1.430820255848058356e-07,1.492576018977251078e-06,3.759864522339838642e-05,5.933504625735472153e-03
-1.430930930930931044e+00,1.760853648833470092e-09,-6.279337664321985064e-09,2.562864637623728527e-08,1.519496194857151899e-07,1.578185993931270052e-06,3.954125492396424156e-05,6.201797590371157555e-03
-1.427927927927927998e+00,1.881498796201621158e-09,-6.700018710517709631e-09,2.727999959455069622e-08,1.611876189048014060e-07,1.666629657853165852e-06,4.152480730885310016e-05,6.471418780510393778e-03
-1.424924924924924952e+00,2.008791849091854761e-09,-7.142891294019596598e-09,2.901171103608790738e-08,1.708185431874438375e-07,1.758065814480689743e-06,4.355135623192646138e-05,6.742425940337079711e-03
-1.421921921921921905e+00,2.143182572442089984e-09,-7.609422279904256941e-09,3.082888177330690448e-08,1.808658695066142978e-07,1.852658640678496219e-06,4.562300006747712478e-05,7.014877110865363856e-03
-1.418918918918918859e+00,2.285145809411252815e-09,-8.101156893674094510e-09,3.273686461463558164e-08,1.913540900928579353e-07,1.950577981223490565e-06,4.774188388297354919e-05,7.288830642370014434e-03
-1.415915915915916035e+00,2.435183159144056121e-09,-8.619723839292096590e-09,3.474127987214667952e-08,2.023087719386685764e-07,2.051999653767135628e-06,4.991020166015278439e-05,7.564345206883084545e-03
-1.412912912912912988e+00,2.593824749072866095e-09,-9.166840693710935021e-09,3.684803191721460997e-08,2.137566191228020101e-07,2.157105764522327748e-06,5.213019856676277467e-05,7.841479810759752894e-03
-1.409909909909909942e+00,2.761631108018558624e-09,-9.744319595763381482e-09,3.906332657291966715e-08,2.257255379064424688e-07,2.266085035241538036e-06,5.440417328130322925e-05,8.120293807315468598e-03
-1.406906906906906896e+00,2.939195146708753445e-09,-1.035407324825700369e-08,4.139368939443393164e-08,2.382447047599162292e-07,2.379133142073424163e-06,5.673448037317437378e-05,8.400846909537552920e-03
-1.403903903903903849e+00,3.127144252711113955e-09,-1.099812125315281715e-08,4.384598489123621777e-08,2.513446374857753658e-07,2.496453066906295550e-06,5.912353274069751343e-05,8.683199202873779360e-03
-1.400900900900900803e+00,3.326142507183819834e-09,-1.167859680081125779e-08,4.642743674777957478e-08,2.650572696116326565e-07,2.618255461829328787e-06,6.157380410953247401e-05,8.967411158100858579e-03
-1.397897897897897979e+00,3.536893031275536729e-09,-1.239775373546086441e-08,4.914564910217295827e-08,2.794160282340831544e-07,2.744759027365833622e-06,6.408783159407663863e-05,9.253543644275191715e-03
-1.394894894894894932e+00,3.760140470465570366e-09,-1.315797402029220065e-08,5.200862894555987253e-08,2.944559155034845986e-07,2.876190905157825984e-06,6.666821832450083171e-05,9.541657941769142101e-03
-1.391891891891891886e+00,3.996673625622009143e-09,-1.396177562690210636e-08,5.502480970817321805e-08,3.102135939482195365e-07,3.012787085806880020e-06,6.931763614213953535e-05,9.831815755395229700e-03
-1.388888888888888840e+00,4.247328240074352444e-09,-1.481182087522001444e-08,5.820307610154598193e-08,3.267274758464477672e-07,3.154792832603689803e-06,7.203882836602948803e-05,1.012407922762150088e-02
-1.385885885885885793e+00,4.512989952547899641e-09,-1.571092525153852056e-08,6.155279029005108154e-08,3.440378168631857275e-07,3.302463121906932244e-06,7.483461263345620818e-05,1.041851095188020028e-02
-1.382882882882882969e+00,4.794597426393855139e-09,-1.666206673385603296e-08,6.508381946886780301e-08,3.621868141809970967e-07,3.456063100962413884e-06,7.770788381745562939e-05,1.071517398597339986e-02
-1.379879879879879923e+00,5.093145666171457690e-09,-1.766839565541788512e-08,6.880656492960810673e-08,3.812187093634902104e-07,3.615868563984362366e-06,8.066161702428770771e-05,1.101413186557796513e-02
-1.376876876876876876e+00,5.409689533300683842e-09,-1.873324513912568940e-08,7.273199269922173062e-08,4.011798962023763838e-07,3.782166447353737814e-06,8.369887067398742682e-05,1.131544861785287182e-02
-1.373873873873873830e+00,5.745347473207367097e-09,-1.986014213737538616e-08,7.687166584243227869e-08,4.221190338109840821e-07,3.955255344822686534e-06,8.682278966718181288e-05,1.161918877515177341e-02
-1.370870870870870784e+00,6.101305467129827803e-09,-2.105281911388939834e-08,8.123777852285611846e-08,4.440871652399124351e-07,4.135446043650180461e-06,9.003660864145196562e-05,1.192541738884361595e-02
-1.367867867867867959e+00,6.478821222550119478e-09,-2.231522640623579139e-08,8.584319192314040717e-08,4.671378419039856851e-07,4.323062082631623623e-06,9.334365532061430571e-05,1.223420004324469838e-02
-1.364864864864864913e+00,6.879228617055688338e-09,-2.365154530998002800e-08,9.070147212992534246e-08,4.913272541238016319e-07,4.518440333024176329e-06,9.674735396038514545e-05,1.254560286966455510e-02
-1.361861861861861867e+00,7.303942411333270485e-09,-2.506620192780726854e-08,9.582693009523221792e-08,5.167143681001173773e-07,4.721931603411126104e-06,1.002512288940007580e-04,1.285969256056933643e-02
-1.358858858858858820e+00,7.754463247947224671e-09,-2.656388182948490344e-08,1.012346637919876787e-07,5.433610696549553916e-07,4.933901269591152493e-06,1.038589081814611265e-04,1.317653638386519915e-02
-1.355855855855855774e+00,8.232382953564477772e-09,-2.814954557122141506e-08,1.069406026878605573e-07,5.713323150898235574e-07,5.154729930623495770e-06,1.075741273661752885e-04,1.349620219730481192e-02
-1.352852852852852950e+00,8.739390163360622077e-09,-2.982844512582466682e-08,1.129615546684194400e-07,6.006962895288074440e-07,5.384814092207082161e-06,1.114007333429006304e-04,1.381875846302028400e-02
-1.349849849849849903e+00,9.277276287479793938e-09,-3.160614127807878630e-08,1.193152555478307135e-07,6.315245731325173499e-07,5.624566878620573424e-06,1.153426883409802787e-04,1.414427426218558236e-02
-1.346846846846846857e+00,9.847941840629711651e-09,-3.348852204295593536e-08,1.260204213129398475e-07,6.638923155880740950e-07,5.874418774501688035e-06,1.194040740270026240e-04,1.447281930981150766e-02
-1.343843843843843811e+00,1.045340315717620838e-08,-3.548182216766697157e-08,1.330968032546307208e-07,6.978784193004785673e-07,6.134818397797662613e-06,1.235890957311316658e-04,1.480446396967644886e-02
-1.340840840840840764e+00,1.109579951546375725e-08,-3.759264378214518088e-08,1.405652461488628450e-07,7.335657317319357241e-07,6.406233305274745059e-06,1.279020868014842094e-04,1.513927926939615150e-02
-1.337837837837837718e+00,1.177740069653411044e-08,-3.982797826635963889e-08,1.484477496587652862e-07,7.710412473579730887e-07,6.689150832032868896e-06,1.323475130910594928e-04,1.547733691563531362e-02
-1.334834834834834894e+00,1.250061500395070751e-08,-4.219522940688789853e-08,1.567675331386644729e-07,8.103963197326920675e-07,6.984078966533133452e-06,1.369299775818721857e-04,1.581870930946488105e-02
-1.331831831831831847e+00,1.326799777306512425e-08,-4.470223791944542827e-08,1.655491040309350749e-07,8.517268841800825300e-07,7.291547262709127627e-06,1.416542251510744161e-04,1.616346956186804837e-02
-1.328828828828828801e+00,1.408226039979140847e-08,-4.735730741859461042e-08,1.748183300571496075e-07,8.951336916542586687e-07,7.612107790799831213e-06,1.465251474840021403e-04,1.651169150939833449e-02
-1.325825825825825754e+00,1.494627992078961820e-08,-5.016923192064868158e-08,1.846025154161780346e-07,9.407225543386831817e-07,7.946336128611287822e-06,1.515477881392321316e-04,1.686344972999290551e-02
-1.322822822822822708e+00,1.586310917890857809e-08,-5.314732497086602426e-08,1.949304812136975290e-07,9.886046035831017357e-07,8.294832394987129825e-06,1.567273477708977785e-04,1.721881955894506711e-02
-1.319819819819819884e+00,1.683598760980466977e-08,-5.630145049140571457e-08,2.058326503600210196e-07,1.038896560806901301e-06,8.658222327343070108e-06,1.620691895136628020e-04,1.757787710503828926e-02
-1.316816816816816837e+00,1.786835268784978868e-08,-5.964205545222069964e-08,2.173411371863376211e-07,1.091721022029319502e-06,9.037158405200626792e-06,1.675788445359363966e-04,1.794069926684619537e-02
-1.313813813813813791e+00,1.896385207177060651e-08,-6.318020447310035246e-08,2.294898420433478192e-07,1.147206756720117076e-06,9.432321021737469457e-06,1.732620177670827089e-04,1.830736374920220733e-02
-1.310810810810810745e+00,2.012635649293213591e-08,-6.692761647146605471e-08,2.423145511609368378e-07,1.205489021699144408e-06,9.844419705457370625e-06,1.791245938045425798e-04,1.867794907984110173e-02
-1.307807807807807698e+00,2.135997343180508345e-08,-7.089670347730733812e-08,2.558530420630562312e-07,1.266709890850058936e-06,1.027419439417391833e-05,1.851726430069960592e-04,1.905253462621734131e-02
-1.304804804804804874e+00,2.266906163093912494e-08,-7.510061174381665926e-08,2.701451948483209174e-07,1.331018601451890248e-06,1.072241676359505670e-05,1.914124277798665865e-04,1.943120061250288091e-02
-1.301801801801801828e+00,2.405824649572151111e-08,-7.955326528989012370e-08,2.852331096641267393e-07,1.398571917972721759e-06,1.118989161289420915e-05,1.978504090596800206e-04,1.981402813676860081e-02
-1.298798798798798781e+00,2.553243643733620654e-08,-8.426941201871275514e-08,3.011612307203266053e-07,1.469534514212301099e-06,1.167745830975575569e-05,2.044932530039910573e-04,2.020109918835292367e-02
-1.295795795795795735e+00,2.709684021566813394e-08,-8.926467256518011381e-08,3.179764772077689477e-07,1.544079374725106047e-06,1.218599229748941584e-05,2.113478378938022685e-04,2.059249666542110543e-02
-1.292792792792792689e+00,2.875698534343119181e-08,-9.455559203395030353e-08,3.357283815073541067e-07,1.622388216502473230e-06,1.271640666692006345e-05,2.184212612556318486e-04,2.098830439271986634e-02
-1.289789789789789864e+00,3.051873761654537174e-08,-1.001596947994835417e-07,3.544692350967046941e-07,1.704651931941593348e-06,1.326965379587438574e-05,2.257208472105863269e-04,2.138860713952938503e-02
-1.286786786786786818e+00,3.238832183977182183e-08,-1.060955425495838204e-07,3.742542425842687571e-07,1.791071054181317483e-06,1.384672705920916794e-05,2.332541540580661493e-04,2.179349063781834198e-02
-1.283783783783783772e+00,3.437234382083526225e-08,-1.123827957646895711e-07,3.951416843245871521e-07,1.881856245939089893e-06,1.444866261245132345e-05,2.410289821019519923e-04,2.220304160060523543e-02
-1.280780780780780725e+00,3.647781371074429461e-08,-1.190422788365382528e-07,4.171930880937188724e-07,1.977228813040548856e-06,1.507654125225165573e-05,2.490533817273636423e-04,2.261734774052915828e-02
-1.277777777777777679e+00,3.871217077277979322e-08,-1.260960490418947380e-07,4.404734103305494804e-07,2.077421243893732718e-06,1.573149035699367661e-05,2.573356617363702103e-04,2.303649778863509773e-02
-1.274774774774774855e+00,4.108330966766700454e-08,-1.335674695997922900e-07,4.650512274778512046e-07,2.182677776222915077e-06,1.641468591104154270e-05,2.658843979512748833e-04,2.346058151337736611e-02
-1.271771771771771808e+00,4.359960834780465277e-08,-1.414812870542634753e-07,4.909989379867241366e-07,2.293254992443570323e-06,1.712735461626170293e-05,2.747084420943827219e-04,2.388968973984501726e-02
-1.268768768768768762e+00,4.626995765911014438e-08,-1.498637132388661654e-07,5.183929755794628796e-07,2.409422445129840582e-06,1.787077609460964938e-05,2.838169309534483852e-04,2.432391436921375188e-02
-1.265765765765765716e+00,4.910379275507313521e-08,-1.587425120944834125e-07,5.473140343990523795e-07,2.531463314099179871e-06,1.864628518573662944e-05,2.932192958422921779e-04,2.476334839842823238e-02
-1.262762762762762669e+00,5.211112643401263098e-08,-1.681470916279521265e-07,5.778473067085113737e-07,2.659675096715946131e-06,1.945527434374163885e-05,3.029252723663814059e-04,2.520808594011908141e-02
-1.259759759759759845e+00,5.530258451732774360e-08,-1.781086013160998900e-07,6.100827338402622244e-07,2.794370333096642798e-06,2.029919613737195529e-05,3.129449105034831603e-04,2.565822224275850216e-02
-1.256756756756756799e+00,5.868944339374567022e-08,-1.886600352778124513e-07,6.441152711347626487e-07,2.935877367984722262e-06,2.117956585816202901e-05,3.232885850098383409e-04,2.611385371105957864e-02
-1.253753753753753752e+00,6.228366986222070537e-08,-1.998363415558505053e-07,6.800451676488092342e-07,3.084541151152089587e-06,2.209796424119312881e-05,3.339670061626204452e-04,2.657507792662300652e-02
-1.250750750750750706e+00,6.609796341426202868e-08,-2.116745378703764432e-07,7.179782614574497442e-07,3.240724078278457469e-06,2.305604030335931071e-05,3.449912308498087827e-04,2.704199366883592096e-02
-1.247747747747747660e+00,7.014580110508627342e-08,-2.242138342275843114e-07,7.580262914193713701e-07,3.404806874358362007e-06,2.405551430423570356e-05,3.563726740189568950e-04,2.751470093602724487e-02
-1.244744744744744835e+00,7.444148517213949866e-08,-2.374957627895369412e-07,8.003072263241364737e-07,3.577189521789343891e-06,2.509818083486606603e-05,3.681231204967160518e-04,2.799330096688452951e-02
-1.241741741741741789e+00,7.900019356923674423e-08,-2.515643154353513699e-07,8.449456123908026019e-07,3.758292235403578139e-06,2.618591204001452654e-05,3.802547371913408037e-04,2.847789626213589192e-02
-1.238738738738738743e+00,8.383803359487168882e-08,-2.664660894693582447e-07,8.920729401415502079e-07,3.948556486819770874e-06,2.732066097966746960e-05,3.927800856908111263e-04,2.896859060650174705e-02
-1.235735735735735696e+00,8.897209880418566223e-08,-2.822504419588569543e-07,9.418280317310571577e-07,4.148446080612582944e-06,2.850446513582253151e-05,4.057121352696383396e-04,2.946548909092273558e-02
-1.232732732732732650e+00,9.442052940567913203e-08,-2.989696532126446518e-07,9.943574498725198268e-07,4.358448284922732159e-06,2.973945007085985784e-05,4.190642763177995582e-04,2.996869813506682773e-02
-1.229729729729729826e+00,1.002025763560652130e-07,-3.166790999417856673e-07,1.049815929564890894e-06,4.579075019263837246e-06,3.102783324406441722e-05,4.328503342057067604e-04,3.047832551012056440e-02
-1.226726726726726779e+00,1.063386693797360940e-07,-3.354374386761709586e-07,1.108366833893105945e-06,4.810864102421722859e-06,3.237192799315329457e-05,4.470845835995854232e-04,3.099448036187066324e-02
-1.223723723723723733e+00,1.128504891531708423e-07,-3.553068000443573244e-07,1.170182635243891533e-06,5.054380563487904693e-06,3.377414768795547836e-05,4.617817632420633846e-04,3.151727323407929604e-02
-1.220720720720720687e+00,1.197610439093370182e-07,-3.763529945601820764e-07,1.235445423354697358e-06,5.310218019223339540e-06,3.523701006370311411e-05,4.769570912132886794e-04,3.204681609215911942e-02
-1.217717717717717640e+00,1.270947507327515868e-07,-3.986457305977474004e-07,1.304347441692288060e-06,5.579000121109914579e-06,3.676314174171453679e-05,4.926262806883719824e-04,3.258322234715266275e-02
-1.214714714714714816e+00,1.348775218324397422e-07,-4.222588452767388620e-07,1.377091653740985712e-06,5.861382075617114109e-06,3.835528294558562974e-05,5.088055562074656965e-04,3.312660688002096177e-02
-1.211711711711711770e+00,1.431368560976248620e-07,-4.472705490228213842e-07,1.453892340868712248e-06,6.158052241389966596e-06,4.001629242135899584e-05,5.255116704753438547e-04,3.367708606624773837e-02
-1.208708708708708723e+00,1.519019362596393537e-07,-4.737636846131231560e-07,1.534975733531915810e-06,6.469733807251568359e-06,4.174915257050409865e-05,5.427619217078611877e-04,3.423477780076343568e-02
-1.205705705705705677e+00,1.612037320033579556e-07,-5.018260015648037796e-07,1.620580677678697951e-06,6.797186555110547485e-06,4.355697480492443097e-05,5.605741715432496471e-04,3.479980152319404885e-02
-1.202702702702702631e+00,1.710751093924811996e-07,-5.315504467755391794e-07,1.710959338313194558e-06,7.141208712071086147e-06,4.544300513360807563e-05,5.789668635368130055e-04,3.537227824344131577e-02
-1.199699699699699806e+00,1.815509469953021454e-07,-5.630354723785711886e-07,1.806377942293690257e-06,7.502638896260342802e-06,4.741062999095262267e-05,5.979590422581695236e-04,3.595233056759960383e-02
-1.196696696696696760e+00,1.926682591212586708e-07,-5.963853618319700171e-07,1.907117562552462302e-06,7.882358161116399554e-06,4.946338231722802371e-05,6.175703730107997766e-04,3.654008272421390563e-02
-1.193693693693693714e+00,2.044663266037066303e-07,-6.317105753221826975e-07,2.013474946047448071e-06,8.281292143120190375e-06,5.160494790209599071e-05,6.378211621943279596e-04,3.713566059088547339e-02
-1.190690690690690667e+00,2.169868355910104029e-07,-6.691281156258999631e-07,2.125763387884635601e-06,8.700413318206962320e-06,5.383917200257626209e-05,6.587323783306277660e-04,3.773919172123078175e-02
-1.187687687687687621e+00,2.302740248363406342e-07,-7.087619156420330938e-07,2.244313654186044888e-06,9.140743372357639963e-06,5.617006624734226689e-05,6.803256737755161362e-04,3.835080537219957147e-02
-1.184684684684684797e+00,2.443748420065966384e-07,-7.507432488773628025e-07,2.369474956421765371e-06,9.603355692148800849e-06,5.860181583974250716e-05,7.026234071385135341e-04,3.897063253175729602e-02
-1.181681681681681750e+00,2.593391095627469208e-07,-7.952111642454743556e-07,2.501615980076184955e-06,1.008937798133263744e-05,6.113878707248254318e-05,7.256486664339019486e-04,3.959880594693916678e-02
-1.178678678678678704e+00,2.752197007976803302e-07,-8.423129466190623105e-07,2.641125970678403066e-06,1.059999500982487896e-05,6.378553516745756342e-05,7.494252929870173123e-04,4.023546015227957851e-02
-1.175675675675675658e+00,2.920727266535757403e-07,-8.922046046610692795e-07,2.788415880396058485e-06,1.113645150180228775e-05,6.654681245481495501e-05,7.739779061205651024e-04,4.088073149862506833e-02
-1.172672672672672611e+00,3.099577339788695883e-07,-9.450513875504208663e-07,2.943919578570043397e-06,1.170005516994989865e-05,6.942757690593221690e-05,7.993319286465097552e-04,4.153475818233664379e-02
-1.169669669669669787e+00,3.289379159253195305e-07,-1.001028332313827926e-06,3.108095129755917988e-06,1.229217990325441340e-05,7.243300103563045985e-05,8.255136131899278116e-04,4.219768027488685763e-02
-1.166666666666666741e+00,3.490803352285628384e-07,-1.060320843576511954e-06,3.281426143036751602e-06,1.291426911611465899e-05,7.556848118960827912e-05,8.525500693720826102e-04,4.286963975285863759e-02
-1.163663663663663694e+00,3.704561611610895667e-07,-1.123125307652084181e-06,3.464423196582051073e-06,1.356783926693328786e-05,7.883964723377241820e-05,8.804692918808746565e-04,4.355078052835228974e-02
-1.160660660660660648e+00,3.931409209948500837e-07,-1.189649743005527455e-06,3.657625341649020206e-06,1.425448355476662656e-05,8.225237266286103074e-05,9.093001894577140958e-04,4.424124847980639291e-02
-1.157657657657657602e+00,4.172147668620013882e-07,-1.260114489243745540e-06,3.861601690456552875e-06,1.497587580304443582e-05,8.581278514651255441e-05,9.390726148308598323e-04,4.494119148324065421e-02
-1.154654654654654777e+00,4.427627589566832958e-07,-1.334752936915702829e-06,4.076953092609250240e-06,1.573377453982645438e-05,8.952727753171384965e-05,9.698173956261907586e-04,4.565075944392602697e-02
-1.151651651651651731e+00,4.698751660784662838e-07,-1.413812300539383868e-06,4.304313905009724320e-06,1.653002728454233783e-05,9.340251932138403021e-05,1.001566366287433936e-03,4.637010432848971686e-02
-1.148648648648648685e+00,4.986477845793767729e-07,-1.497554437415942584e-06,4.544353860472720596e-06,1.736657505166445850e-05,9.744546864970301528e-05,1.034352401038881241e-03,4.709938019746114785e-02
-1.145645645645645638e+00,5.291822768414472170e-07,-1.586256714943120215e-06,4.797780040545520192e-06,1.824545708229257705e-05,1.016633847756888014e-04,1.068209447924756833e-03,4.783874323826707575e-02
-1.142642642642642592e+00,5.615865304807316438e-07,-1.680212929300601636e-06,5.065338958345896590e-06,1.916881581518431146e-05,1.060638411174561255e-04,1.103172563960468089e-03,4.858835179868249698e-02
-1.139639639639639768e+00,5.959750395469462972e-07,-1.779734278550095088e-06,5.347818757552819471e-06,2.013890210934865689e-05,1.106547388505558930e-04,1.139277951432101461e-03,4.934836642074293817e-02
-1.136636636636636721e+00,6.324693090656466743e-07,-1.885150393373248786e-06,5.646051534027652856e-06,2.115808073093425288e-05,1.154443210948158849e-04,1.176562995381794921e-03,5.011894987512714728e-02
-1.133633633633633675e+00,6.711982843523140872e-07,-1.996810428861383607e-06,5.960915786904569622e-06,2.222883611778771876e-05,1.204411877151555070e-04,1.215066302317791566e-03,5.090026719601763866e-02
-1.130630630630630629e+00,7.122988066152385189e-07,-2.115084220973197465e-06,6.293339006370279386e-06,2.335377843573399528e-05,1.256543107629487402e-04,1.254827740189253882e-03,5.169248571644578794e-02
-1.127627627627627582e+00,7.559160964569865386e-07,-2.240363511490826009e-06,6.644300405755852973e-06,2.453564994134212760e-05,1.310930505856612973e-04,1.295888479667221555e-03,5.249577510412936632e-02
-1.124624624624624758e+00,8.022042669828040040e-07,-2.373063245531491325e-06,7.014833805988495781e-06,2.577733166668666248e-05,1.367671726336863313e-04,1.338291036774460997e-03,5.331030739780973082e-02
-1.121621621621621490e+00,8.513268683289295301e-07,-2.513622945912333755e-06,7.406030680899989681e-06,2.708185044240039784e-05,1.426868649945574764e-04,1.382079316908351374e-03,5.413625704409714967e-02
-1.118618618618618665e+00,9.034574655347922316e-07,-2.662508168920510840e-06,7.819043372362251650e-06,2.845238627613800314e-05,1.488627566860209288e-04,1.427298660302377684e-03,5.497380093483124341e-02
-1.115615615615615619e+00,9.587802518009146210e-07,-2.820212046310373184e-06,8.255088484720964062e-06,2.989228010443774314e-05,1.553059367408157255e-04,1.473995888973342501e-03,5.582311844496631176e-02
-1.112612612612612573e+00,1.017490699299295739e-06,-2.987256918634916806e-06,8.715450468525769579e-06,3.140504193687628914e-05,1.620279741174222225e-04,1.522219355202820068e-03,5.668439147098626452e-02
-1.109609609609609748e+00,1.079796249835854726e-06,-3.164196065321566891e-06,9.201485404114169778e-06,3.299435941237168667e-05,1.690409384725396916e-04,1.572018991603173817e-03,5.755780446986185489e-02
-1.106606606606606480e+00,1.145917047805224475e-06,-3.351615537222494540e-06,9.714624996194076169e-06,3.466410678849103974e-05,1.763574218325860386e-04,1.623446362819914481e-03,5.844354449855633515e-02
-1.103603603603603656e+00,1.216086718027582554e-06,-3.550136097708984022e-06,1.025638079119129821e-05,3.641835438567426466e-05,1.839905612031223631e-04,1.676554718923854714e-03,5.934180125408505813e-02
-1.100600600600600609e+00,1.290553191215984832e-06,-3.760415278739443851e-06,1.082834862978598332e-05,3.826137850939974534e-05,1.919540621568173032e-04,1.731399050548525654e-03,6.025276711414395692e-02
-1.097597597597597563e+00,1.369579579990713578e-06,-3.983149558710760189e-06,1.143221334775285710e-05,4.019767187447576820e-05,2.002622234422884225e-04,1.788036145829789876e-03,6.117663717831050424e-02
-1.094594594594594517e+00,1.453445108535891564e-06,-4.219076669306470859e-06,1.206975373895266531e-05,4.223195455686951127e-05,2.089299626580093285e-04,1.846524649206643083e-03,6.211360930982656042e-02
-1.091591591591591470e+00,1.542446099183201244e-06,-4.468978038982638755e-06,1.274284779509487536e-05,4.436918549977340073e-05,2.179728430373941859e-04,1.906925122144204326e-03,6.306388417797646750e-02
-1.088588588588588646e+00,1.636897019408475325e-06,-4.733681381184242584e-06,1.345347823770518771e-05,4.661457460195263225e-05,2.274071013931320087e-04,1.969300105841580509e-03,6.402766530106283882e-02
-1.085585585585585600e+00,1.737131592940581697e-06,-5.014063435864902391e-06,1.420373835859391883e-05,4.897359541784390192e-05,2.372496772709576914e-04,2.033714185989638889e-03,6.500515908999289494e-02
-1.082582582582582553e+00,1.843503978908510428e-06,-5.311052873390323265e-06,1.499583818602950966e-05,5.145199850036459745e-05,2.475182433652077171e-04,2.100234059645765192e-03,6.599657489248512976e-02
