# Energy Eigenvalues:,3.801409,15.127794,33.703746,58.854927,88.436000
# Position x, Psi 1,Psi 2,Psi 3,Psi 4,Psi 5
-1.388888888888888840e+00,1.070950281598211677e-06,-4.460830132292163856e-06,2.483443838982404871e-05,-2.668950159441950323e-04,-1.030003628950733677e-02
-1.385885885885885793e+00,1.120429452483615796e-06,-4.657621676068513482e-06,2.584190529919042203e-05,-2.763646979605974925e-04,-1.059885415033351604e-02
-1.382882882882882969e+00,1.171852616626742139e-06,-4.861542919412227539e-06,2.688027196469743285e-05,-2.860394687739710061e-04,-1.089988260284256716e-02
-1.379879879879879923e+00,1.225308995427616813e-06,-5.072906016744916318e-06,2.795077998507299459e-05,-2.959265079811364426e-04,-1.120318443221707955e-02
-1.376876876876876876e+00,1.280891338001092898e-06,-5.292034514178406265e-06,2.905470939119697552e-05,-3.060331527021806415e-04,-1.150882289779547180e-02
-1.373873873873873830e+00,1.338696082100550823e-06,-5.519263844786080839e-06,3.019338017666329003e-05,-3.163669030252949481e-04,-1.181686174626593588e-02
-1.370870870870870784e+00,1.398823521441530683e-06,-5.754941842070261918e-06,3.136815387612605605e-05,-3.269354275725479915e-04,-1.212736522496185056e-02
-1.367867867867867959e+00,1.461377979715655968e-06,-5.999429272411777432e-06,3.258043519331807177e-05,-3.377465691907339759e-04,-1.244039809526196159e-02
-1.364864864864864913e+00,1.526467991596704166e-06,-6.253100387316522796e-06,3.383167368068665004e-05,-3.488083507715032997e-04,-1.275602564609740197e-02
-1.361861861861861867e+00,1.594206491052948092e-06,-6.516343496304665045e-06,3.512336547265705020e-05,-3.601289812051136109e-04,-1.307431370756911328e-02
-1.358858858858858820e+00,1.664711007292451607e-06,-6.789561561319221282e-06,3.645705507459463129e-05,-3.717168614722050034e-04,-1.339532866467799295e-02
-1.355855855855855774e+00,1.738103868681280228e-06,-7.073172813563906944e-06,3.783433720960486813e-05,-3.835805908781200432e-04,-1.371913747117060184e-02
-1.352852852852852950e+00,1.814512414988474409e-06,-7.367611393714600741e-06,3.925685872538014950e-05,-3.957289734344040231e-04,-1.404580766350365523e-02
-1.349849849849849903e+00,1.894069218326021223e-06,-7.673328016484395973e-06,4.072632056337315801e-05,-4.081710243922147350e-04,-1.437540737493000868e-02
-1.346846846846846857e+00,1.976912313167170593e-06,-7.990790660559535783e-06,4.224447979265147477e-05,-4.209159769324948659e-04,-1.470800534970917624e-02
-1.343843843843843811e+00,2.063185435842185588e-06,-8.320485284962349476e-06,4.381315171086529457e-05,-4.339732890178683270e-04,-1.504367095744528829e-02
-1.340840840840840764e+00,2.153038273927069299e-06,-8.662916572937812086e-06,4.543421201484066670e-05,-4.473526504113480256e-04,-1.538247420755555969e-02
-1.337837837837837718e+00,2.246626725957907945e-06,-9.018608704502173388e-06,4.710959904339220123e-05,-4.610639898670512824e-04,-1.572448576387181982e-02
-1.334834834834834894e+00,2.344113171921542789e-06,-9.388106158836633555e-06,4.884131609503930560e-05,-4.751174824982781460e-04,-1.606977695937885850e-02
-1.331831831831831847e+00,2.445666754991822257e-06,-9.771974547754136187e-06,5.063143382339580986e-05,-4.895235573284092891e-04,-1.641841981109225246e-02
-1.328828828828828801e+00,2.551463675000283857e-06,-1.017080148151515937e-05,5.248209271309806643e-05,-5.042929050302312477e-04,-1.677048703507894034e-02
-1.325825825825825754e+00,2.661687494150433497e-06,-1.058519746831778942e-05,5.439550563923097591e-05,-5.194364858594273078e-04,-1.712605206162346946e-02
-1.322822822822822708e+00,2.776529455506095651e-06,-1.101579684883924962e-05,5.637396051331430212e-05,-5.349655377881342138e-04,-1.748518905054357794e-02
-1.319819819819819884e+00,2.896188814806293820e-06,-1.146325876725880249e-05,5.841982301900935958e-05,-5.508915848445712854e-04,-1.784797290665721126e-02
-1.316816816816816837e+00,3.020873186182507741e-06,-1.192826818024904969e-05,6.053553944082077742e-05,-5.672264456649588147e-04,-1.821447929540529267e-02
-1.313813813813813791e+00,3.150798902378188787e-06,-1.241153690548030074e-05,6.272363958917626060e-05,-5.839822422640806839e-04,-1.858478465863363724e-02
-1.310810810810810745e+00,3.286191390095321574e-06,-1.291380471124218596e-05,6.498673982537766809e-05,-6.011714090309589050e-04,-1.895896623053604582e-02
-1.307807807807807698e+00,3.427285561119472116e-06,-1.343584044885126678e-05,6.732754619004460944e-05,-6.188067019563545448e-04,-1.933710205376316243e-02
-1.304804804804804874e+00,3.574326219901803951e-06,-1.397844322957753573e-05,6.974885763878838063e-05,-6.369012080989161842e-04,-1.971927099569955461e-02
-1.301801801801801828e+00,3.727568488305333077e-06,-1.454244364789178374e-05,7.225356938898733553e-05,-6.554683552970201913e-04,-2.010555276491305873e-02
-1.298798798798798781e+00,3.887278248252320006e-06,-1.512870505290612853e-05,7.484467638166427707e-05,-6.745219221334973567e-04,-2.049602792777950599e-02
-1.295795795795795735e+00,4.053732603040802043e-06,-1.573812486995390948e-05,7.752527686260521659e-05,-6.940760481606428594e-04,-2.089077792528616639e-02
-1.292792792792792689e+00,4.227220358130819473e-06,-1.637163597433260732e-05,8.029857608700439011e-05,-7.141452443931194712e-04,-2.128988509001831717e-02
-1.289789789789789864e+00,4.408042522234195147e-06,-1.703020811931132308e-05,8.316789015205902234e-05,-7.347444040764879386e-04,-2.169343266333072576e-02
-1.286786786786786818e+00,4.596512829577618669e-06,-1.771484942059014004e-05,8.613664996210307649e-05,-7.558888137394114901e-04,-2.210150481270934872e-02
-1.283783783783783772e+00,4.792958284245084299e-06,-1.842660789948327027e-05,8.920840533101917296e-05,-7.775941645377207377e-04,-2.251418664932640368e-02
-1.280780780780780725e+00,4.997719727543950698e-06,-1.916657308718752706e-05,9.238682922683059907e-05,-7.998765638987244105e-04,-2.293156424579152058e-02
-1.277777777777777679e+00,5.211152429379269474e-06,-1.993587769259286120e-05,9.567572216355323567e-05,-8.227525474744500512e-04,-2.335372465410388496e-02
-1.274774774774774855e+00,5.433626704662363929e-06,-2.073569933618750818e-05,9.907901674555732443e-05,-8.462390914126671900e-04,-2.378075592380865869e-02
-1.271771771771771808e+00,5.665528555823104838e-06,-2.156726235271198198e-05,1.026007823698720943e-04,-8.703536249547962804e-04,-2.421274712036134910e-02
-1.268768768768768762e+00,5.907260342540721793e-06,-2.243183966532134174e-05,1.062452300920568545e-04,-8.951140433700590857e-04,-2.464978834370409530e-02
-1.265765765765765716e+00,6.159241479855157317e-06,-2.333075473412476775e-05,1.100167176614564647e-04,-9.205387212354663572e-04,-2.509197074705783737e-02
-1.262762762762762669e+00,6.421909165870210713e-06,-2.426538358208496816e-05,1.139197547318620407e-04,-9.466465260714977681e-04,-2.553938655593404605e-02
-1.259759759759759845e+00,6.695719140310954777e-06,-2.523715690137844141e-05,1.179590082538056251e-04,-9.734568323435792989e-04,-2.599212908736982242e-02
-1.256756756756756799e+00,6.981146475251794188e-06,-2.624756224344153668e-05,1.221393080549402306e-04,-1.000989535839778236e-03,-2.645029276939111357e-02
-1.253753753753753752e+00,7.278686399386910863e-06,-2.729814629605419466e-05,1.264656526151746862e-04,-1.029265068435360805e-03,-2.691397316070736831e-02
-1.250750750750750706e+00,7.588855157273340234e-06,-2.839051725094724458e-05,1.309432150434701285e-04,-1.058304413255181089e-03,-2.738326697064212903e-02
-1.247747747747747660e+00,7.912190905037446234e-06,-2.952634726555746069e-05,1.355773492634443171e-04,-1.088129120245144967e-03,-2.785827207930354626e-02
-1.244744744744744835e+00,8.249254644099058973e-06,-3.070737502269926502e-05,1.403735964151825194e-04,-1.118761322164329736e-03,-2.833908755799957602e-02
-1.241741741741741789e+00,8.600631194533007074e-06,-3.193540839207012586e-05,1.453376914809042413e-04,-1.150223751009584513e-03,-2.882581368990102047e-02
-1.238738738738738743e+00,8.966930209756917392e-06,-3.321232719766399583e-05,1.504755701424098581e-04,-1.182539754884800098e-03,-2.931855199095685996e-02
-1.235735735735735696e+00,9.348787234306245851e-06,-3.454008609533076629e-05,1.557933758785132010e-04,-1.215733315327438948e-03,-2.981740523106791996e-02
-1.232732732732732650e+00,9.746864806531383828e-06,-3.592071756488465604e-05,1.612974673109399148e-04,-1.249829065105107764e-03,-3.032247745552147170e-02
-1.229729729729729826e+00,1.016185360813003853e-05,-3.735633502134192601e-05,1.669944258074740047e-04,-1.284852306495389571e-03,-3.083387400669142589e-02
-1.226726726726726779e+00,1.059447366250980406e-05,-3.884913605005197536e-05,1.728910633514523074e-04,-1.320829030062550466e-03,-3.135170154600994130e-02
-1.223723723723723733e+00,1.104547558405965728e-05,-4.040140577067216420e-05,1.789944306870072449e-04,-1.357785933944991030e-03,-3.187606807621348043e-02
-1.220720720720720687e+00,1.151564188049822711e-05,-4.201552033513704832e-05,1.853118257498031856e-04,-1.395750443667801571e-03,-3.240708296386892590e-02
-1.217717717717717640e+00,1.200578831055831462e-05,-4.369395056497603293e-05,1.918508023933446942e-04,-1.434750732495100860e-03,-3.294485696218406312e-02
-1.214714714714714816e+00,1.251676529936321511e-05,-4.543926573354680355e-05,1.986191794212893258e-04,-1.474815742337250027e-03,-3.348950223410683547e-02
-1.211711711711711770e+00,1.304945941395102594e-05,-4.725413749897611811e-05,2.056250499365723983e-04,-1.515975205228511837e-03,-3.404113237571950584e-02
-1.208708708708708723e+00,1.360479490150657545e-05,-4.914134399382642099e-05,2.128767910185149848e-04,-1.558259665391042601e-03,-3.459986243993135036e-02
-1.205705705705705677e+00,1.418373529296987046e-05,-5.110377407774873316e-05,2.203830737394869225e-04,-1.601700501901579280e-03,-3.516580896047468568e-02
-1.202702702702702631e+00,1.478728507480372810e-05,-5.314443175963263566e-05,2.281528735331060859e-04,-1.646329951977693268e-03,-3.573908997621029482e-02
-1.199699699699699806e+00,1.541649143182109559e-05,-5.526644079602256255e-05,2.361954809263719119e-04,-1.692181134900878729e-03,-3.631982505574703896e-02
-1.196696696696696760e+00,1.607244606409563158e-05,-5.747304947283818317e-05,2.445205126485589897e-04,-1.739288076594185930e-03,-3.690813532237989525e-02
-1.193693693693693714e+00,1.675628708110819747e-05,-5.976763557771930539e-05,2.531379231301592405e-04,-1.787685734872676395e-03,-3.750414347935242948e-02
-1.190690690690690667e+00,1.746920097641574803e-05,-6.215371157060719165e-05,2.620580164056216161e-04,-1.837410025385435115e-03,-3.810797383544890088e-02
-1.187687687687687621e+00,1.821242468626869016e-05,-6.463492996047684859e-05,2.712914584341225878e-04,-1.888497848268393077e-03,-3.871975233092134205e-02
-1.184684684684684797e+00,1.898724773574838508e-05,-6.721508889645035382e-05,2.808492898530955259e-04,-1.940987115527717305e-03,-3.933960656375658227e-02
-1.181681681681681750e+00,1.979501447614883872e-05,-6.989813798185130073e-05,2.907429391797770012e-04,-1.994916779174137327e-03,-3.996766581628982684e-02
-1.178678678678678704e+00,2.063712641748364455e-05,-7.268818432009739908e-05,3.009842364765407861e-04,-2.050326860128996991e-03,-4.060406108216823434e-02
-1.175675675675675658e+00,2.151504466016614599e-05,-7.558949880168879323e-05,3.115854274963741487e-04,-2.107258477923572553e-03,-4.124892509367215909e-02
-1.172672672672672611e+00,2.243029243008154731e-05,-7.860652264191572030e-05,3.225591883254057659e-04,-2.165753881213675243e-03,-4.190239234939921453e-02
-1.169669669669669787e+00,2.338445772144928973e-05,-8.174387417929167808e-05,3.339186405399911079e-04,-2.225856479132152805e-03,-4.256459914231652819e-02
-1.166666666666666741e+00,2.437919605206126161e-05,-8.500635594511995552e-05,3.456773668964806083e-04,-2.287610873502581282e-03,-4.323568358818712098e-02
-1.163663663663663694e+00,2.541623333567641867e-05,-8.839896201501539494e-05,3.578494275724331160e-04,-2.351062891938055215e-03,-4.391578565437678078e-02
-1.160660660660660648e+00,2.649736887655515296e-05,-9.192688565363327680e-05,3.704493769786882458e-04,-2.416259621849597885e-03,-4.460504718904653026e-02
-1.157657657657657602e+00,2.762447849132965291e-05,-9.559552726431026521e-05,3.834922811624099032e-04,-2.483249445389499894e-03,-4.530361195073806524e-02
-1.154654654654654777e+00,2.879951776362633543e-05,-9.941050265578385667e-05,3.969937358219019431e-04,-2.552082075355454303e-03,-4.601162563835715230e-02
-1.151651651651651731e+00,3.002452543708756638e-05,-1.033776516386463731e-04,4.109698849547416093e-04,-2.622808592082168360e-03,-4.672923592156205674e-02
-1.148648648648648685e+00,3.130162695267928381e-05,-1.075030469646909563e-04,4.254374401615229791e-04,-2.695481481347797564e-03,-4.745659247156239907e-02
-1.145645645645645638e+00,3.263303813642251804e-05,-1.117930036228356115e-04,4.404137006283009403e-04,-2.770154673323371817e-03,-4.819384699233623948e-02
-1.142642642642642592e+00,3.402106904394730204e-05,-1.162540885058554649e-04,4.559165738116295087e-04,-2.846883582594139303e-03,-4.894115325227146179e-02
-1.139639639639639768e+00,3.546812796853787941e-05,-1.208931304627156457e-04,4.719645968509086583e-04,-2.925725149282389949e-03,-4.969866711623622396e-02
-1.136636636636636721e+00,3.697672561962500045e-05,-1.257172307518978575e-04,4.885769587336639703e-04,-3.006737881302414938e-03,-5.046654657808744004e-02
-1.133633633633633675e+00,3.854947947897484117e-05,-1.307337739117210140e-04,5.057735232402591147e-04,-3.089981897778936587e-03,-5.124495179362358738e-02
-1.130630630630630629e+00,4.018911834213244392e-05,-1.359504390642954439e-04,5.235748526954728905e-04,-3.175518973661207653e-03,-5.203404511398840998e-02
-1.127627627627627582e+00,4.189848705299940363e-05,-1.413752116704138431e-04,5.420022325553417158e-04,-3.263412585565879896e-03,-5.283399111953238081e-02
-1.124624624624624758e+00,4.368055143976024382e-05,-1.470163957533724319e-04,5.610776968586643010e-04,-3.353727958882668503e-03,-5.364495665413900743e-02
-1.121621621621621490e+00,4.553840346072181219e-05,-1.528826266104356759e-04,5.808240545736055842e-04,-3.446532116177775280e-03,-5.446711086002335028e-02
-1.118618618618618665e+00,4.747526656899360605e-05,-1.589828840314002245e-04,6.012649168708970307e-04,-3.541893926930960758e-03,-5.530062521300942863e-02
-1.115615615615615619e+00,4.949450130531808222e-05,-1.653265060444974934e-04,6.224247253562616026e-04,-3.639884158643278984e-03,-5.614567355829559042e-02
-1.112612612612612573e+00,5.159961112875213507e-05,-1.719232032106668949e-04,6.443287812957836048e-04,-3.740575529353176634e-03,-5.700243214671180114e-02
-1.109609609609609748e+00,5.379424849531980760e-05,-1.787830734880938239e-04,6.670032758692190670e-04,-3.844042761600224498e-03,-5.787107967148093918e-02
-1.106606606606606480e+00,5.608222119518133509e-05,-1.859166176897594758e-04,6.904753214873990581e-04,-3.950362637876380853e-03,-5.875179730548948931e-02
-1.103603603603603656e+00,5.846749895931082025e-05,-1.933347555576563461e-04,7.147729842111328604e-04,-4.059614057605743544e-03,-5.964476873907263027e-02
-1.100600600600600609e+00,6.095422034715171816e-05,-2.010488424782939454e-04,7.399253173104588339e-04,-4.171878095695510935e-03,-6.055018021832792030e-02
-1.097597597597597563e+00,6.354669992719490180e-05,-2.090706868650662098e-04,7.659623960042968686e-04,-4.287238062701217121e-03,-6.146822058396011340e-02
-1.094594594594594517e+00,6.624943576293952174e-05,-2.174125682340910450e-04,7.929153534220627136e-04,-4.405779566650998985e-03,-6.239908131066640440e-02
-1.091591591591591470e+00,6.906711721722851244e-05,-2.260872560012058081e-04,8.208164178302860322e-04,-4.527590576574993218e-03,-6.334295654707416956e-02
-1.088588588588588646e+00,7.200463308849370820e-05,-2.351080290288711709e-04,8.496989511686729810e-04,-4.652761487786640122e-03,-6.430004315623333300e-02
-1.085585585585585600e+00,7.506708009303031664e-05,-2.444886959529156390e-04,8.795974889417276831e-04,-4.781385188964502007e-03,-6.527054075667504396e-02
-1.082582582582582553e+00,7.825977170801888224e-05,-2.542436163202389018e-04,9.105477815136452970e-04,-4.913557131084475560e-03,-6.625465176404599088e-02
-1.079579579579579507e+00,8.158824739063825398e-05,-2.643877225698337613e-04,9.425868368558577544e-04,-5.049375398253573392e-03,-6.725258143332756011e-02
-1.076576576576576461e+00,8.505828218926080714e-05,-2.749365428907576698e-04,9.757529647982985223e-04,-5.188940780497557602e-03,-6.826453790164467572e-02
-1.073573573573573636e+00,8.867589676340932635e-05,-2.859062249920584007e-04,1.010085822837337088e-03,-5.332356848556670144e-03,-6.929073223167651896e-02
-1.070570570570570590e+00,9.244736782985901030e-05,-2.973135608210330637e-04,1.045626463555140691e-03,-5.479730030744880964e-03,-7.033137845567680180e-02
-1.067567567567567544e+00,9.637923905301343447e-05,-3.091760122676720491e-04,1.082417383707214454e-03,-5.631169691929934461e-03,-7.138669362011634822e-02
-1.064564564564564497e+00,1.004783323984426423e-04,-3.215117378946144079e-04,1.120502575036730689e-03,-5.786788214692389909e-03,-7.245689783095150827e-02
-1.061561561561561451e+00,1.047517599692866796e-04,-3.343396207335433000e-04,1.159927576876461581e-03,-5.946701082724156068e-03,-7.354221429953133882e-02
-1.058558558558558627e+00,1.092069363460591576e-04,-3.476792971905669043e-04,1.200739530601186615e-03,-6.111026966528260509e-03,-7.464286938915189185e-02
-1.055555555555555580e+00,1.138515914512631602e-04,-3.615511871048374777e-04,1.242987235995712857e-03,-6.279887811483629047e-03,-7.575909266226857341e-02
-1.052552552552552534e+00,1.186937839611403321e-04,-3.759765250064222132e-04,1.286721209605902949e-03,-6.453408928340165912e-03,-7.689111692837663492e-02
-1.049549549549549488e+00,1.237419152878185932e-04,-3.909773926212607329e-04,1.331993745142443907e-03,-6.631719086211121904e-03,-7.803917829256670768e-02
-1.046546546546546441e+00,1.290047441561263143e-04,-4.065767526729895998e-04,1.378858976009661712e-03,-6.814950608132119489e-03,-7.920351620477096566e-02
-1.043543543543543617e+00,1.344914018003542293e-04,-4.227984840333492630e-04,1.427372940034048101e-03,-7.003239469257301932e-03,-8.038437350970362161e-02
-1.040540540540540571e+00,1.402114078073398752e-04,-4.396674182749986523e-04,1.477593646469972308e-03,-7.196725397765775349e-03,-8.158199649751095295e-02
-1.037537537537537524e+00,1.461746866333596265e-04,-4.572093776826856152e-04,1.529581145362666041e-03,-7.395551978553165789e-03,-8.279663495513969740e-02
-1.034534534534534478e+00,1.523915848234866604e-04,-4.754512147809590757e-04,1.583397599351436813e-03,-7.599866759785202895e-03,-8.402854221843472637e-02
-1.031531531531531432e+00,1.588728889632913044e-04,-4.944208534389311514e-04,1.639107357998947001e-03,-7.809821362392434414e-03,-8.527797522497690408e-02
-1.028528528528528607e+00,1.656298443940325423e-04,-5.141473316150170850e-04,1.696777034735481209e-03,-8.025571592587430955e-03,-8.654519456767351127e-02
-1.025525525525525561e+00,1.726741747238064075e-04,-5.346608458070649644e-04,1.756475586510120599e-03,-8.247277557487648833e-03,-8.783046454910854728e-02
-1.022522522522522515e+00,1.800181021685100041e-04,-5.559927972759379222e-04,1.818274396244143982e-03,-8.475103783930095641e-03,-8.913405323666818980e-02
-1.019519519519519468e+00,1.876743687579109587e-04,-5.781758401132985892e-04,1.882247358185211179e-03,-8.709219340565819284e-03,-9.045623251845112678e-02
-1.016516516516516422e+00,1.956562584436190701e-04,-6.012439312271820662e-04,1.948470966264425350e-03,-8.949797963324965591e-03,-9.179727815997701379e-02
-1.013513513513513598e+00,2.039776201473126411e-04,-6.252323823218617575e-04,2.017024405561867149e-03,-9.197018184345293751e-03,-9.315746986170241051e-02
-1.010510510510510551e+00,2.126528917892136247e-04,-6.501779139515852495e-04,2.087989646990009475e-03,-9.451063464459945329e-03,-9.453709131735779647e-02
-1.007507507507507505e+00,2.216971253384953354e-04,-6.761187117309049727e-04,2.161451545308163639e-03,-9.712122329342598448e-03,-9.593643027311525573e-02
-1.004504504504504458e+00,2.311260129290986648e-04,-7.030944847876871269e-04,2.237497940585284322e-03,-9.980388509411493650e-03,-9.735577858760477432e-02
-1.001501501501501412e+00,2.409559140862589145e-04,-7.311465265482437097e-04,2.316219763232338011e-03,-1.025606108359575740e-02,-9.879543229278675565e-02
-9.984984984984984768e-01,2.512038841109883315e-04,-7.603177779476553424e-04,2.397711142729907607e-03,-1.053934462707099146e-02,-1.002556916556964633e-01
-9.954954954954955415e-01,2.618877036717540390e-04,-7.906528931620176309e-04,2.482069520180936462e-03,-1.083044936307331341e-02,-1.017368612410693707e-01
-9.924924924924924952e-01,2.730259096546979575e-04,-8.221983079632404169e-04,2.569395764823238087e-03,-1.112959131890475621e-02,-1.032392499748621684e-01
-9.894894894894894488e-01,2.846378273259357519e-04,-8.550023108010712915e-04,2.659794294641193001e-03,-1.143699248624619434e-02,-1.047631712086871114e-01
-9.864864864864865135e-01,2.967436038617249209e-04,-8.891151167211115095e-04,2.753373201220728379e-03,-1.175288098589625553e-02,-1.063089427851677538e-01
-9.834834834834834671e-01,3.093642433046795326e-04,-9.245889442319768460e-04,2.850244378996867785e-03,-1.207749123705846757e-02,-1.078768871042300181e-01
-9.804804804804805318e-01,3.225216430066878094e-04,-9.614780952392895305e-04,2.950523659048474683e-03,-1.241106413130256721e-02,-1.094673311903454349e-01
-9.774774774774774855e-01,3.362386316217553747e-04,-9.998390381688367773e-04,3.054330947600087005e-03,-1.275384721132873968e-02,-1.110806067607368330e-01
-9.744744744744744391e-01,3.505390087147043860e-04,-1.039730494406171163e-03,3.161790369396552235e-03,-1.310609485466789244e-02,-1.127170502945655378e-01
-9.714714714714715038e-01,3.654475860544417103e-04,-1.081213528184941019e-03,3.273030416121825489e-03,-1.346806846245388566e-02,-1.143770031031103862e-01
-9.684684684684684575e-01,3.809902306634459679e-04,-1.124351640061564727e-03,3.388184100039422740e-03,-1.384003665340802040e-02,-1.160608114009554076e-01
-9.654654654654655221e-01,3.971939096981577893e-04,-1.169210864119306012e-03,3.507389113038168315e-03,-1.422227546317937109e-02,-1.177688263781972999e-01
-9.624624624624624758e-01,4.140867372381602557e-04,-1.215859869050602005e-03,3.630787991273577882e-03,-1.461506854918958112e-02,-1.195014042736946835e-01
-9.594594594594594295e-01,4.316980230653119752e-04,-1.264370063272321747e-03,3.758528285601559892e-03,-1.501870740113343296e-02,-1.212589064493671959e-01
-9.564564564564564941e-01,4.500583235174828020e-04,-1.314815704234903243e-03,3.890762738008383872e-03,-1.543349155729196315e-02,-1.230416994655656737e-01
