# Energy Eigenvalues:,2.827029,10.796689
# Position x, Psi 1,Psi 2
-4.339339339339338686e-01,6.274500019960943531e-01,-1.055235757983257860e+00
-4.309309309309310443e-01,6.349257779229461329e-01,-1.062167225691882821e+00
-4.279279279279279979e-01,6.423691799648841849e-01,-1.068891857924366695e+00
-4.249249249249249516e-01,6.497798285943324759e-01,-1.075408345195276505e+00
-4.219219219219219053e-01,6.571573459537606299e-01,-1.081715418551176811e+00
-4.189189189189188589e-01,6.645013558749559568e-01,-1.087811849817745813e+00
-4.159159159159160346e-01,6.718114838981932291e-01,-1.093696451838917394e+00
-4.129129129129129883e-01,6.790873572913326273e-01,-1.099368078708065299e+00
-4.099099099099099419e-01,6.863286050688283124e-01,-1.104825625991150195e+00
-4.069069069069068956e-01,6.935348580106344141e-01,-1.110068030941768980e+00
-4.039039039039038492e-01,7.007057486810418512e-01,-1.115094272708121892e+00
-4.009009009009008029e-01,7.078409114474122354e-01,-1.119903372531800390e+00
-3.978978978978979786e-01,7.149399824988160734e-01,-1.124494393938372028e+00
-3.948948948948949322e-01,7.220025998645805965e-01,-1.128866442919736368e+00
-3.918918918918918859e-01,7.290284034327544349e-01,-1.133018668108229265e+00
-3.888888888888888395e-01,7.360170349684616031e-01,-1.136950260942396040e+00
-3.858858858858857932e-01,7.429681381321677769e-01,-1.140660455824443531e+00
-3.828828828828829689e-01,7.498813584978608615e-01,-1.144148530269343489e+00
-3.798798798798799226e-01,7.567563435711071040e-01,-1.147413805045495616e+00
-3.768768768768768762e-01,7.635927428070313772e-01,-1.150455644307007530e+00
-3.738738738738738299e-01,7.703902076281969880e-01,-1.153273455717519935e+00
-3.708708708708707835e-01,7.771483914423706896e-01,-1.155866690565540145e+00
-3.678678678678679592e-01,7.838669496601905484e-01,-1.158234843871287056e+00
-3.648648648648649129e-01,7.905455397127559847e-01,-1.160377454485054027e+00
-3.618618618618618665e-01,7.971838210690824766e-01,-1.162294105176990167e+00
-3.588588588588588202e-01,8.037814552534502388e-01,-1.163984422718326917e+00
-3.558558558558557738e-01,8.103381058626769606e-01,-1.165448077954077011e+00
-3.528528528528529495e-01,8.168534385832811884e-01,-1.166684785867146301e+00
-3.498498498498499032e-01,8.233271212085068180e-01,-1.167694305633805163e+00
-3.468468468468468568e-01,8.297588236552690955e-01,-1.168476440670593197e+00
-3.438438438438438105e-01,8.361482179809927029e-01,-1.169031038672610157e+00
-3.408408408408407642e-01,8.424949784003344933e-01,-1.169357991643178662e+00
-3.378378378378379399e-01,8.487987813017786598e-01,-1.169457235914848514e+00
-3.348348348348348935e-01,8.550593052641459746e-01,-1.169328752161809648e+00
-3.318318318318318472e-01,8.612762310729866755e-01,-1.168972565403660013e+00
-3.288288288288288008e-01,8.674492417368546704e-01,-1.168388745000531470e+00
-3.258258258258257545e-01,8.735780225034698310e-01,-1.167577404639579486e+00
-3.228228228228229302e-01,8.796622608757664885e-01,-1.166538702312849507e+00
-3.198198198198198838e-01,8.857016466278213596e-01,-1.165272840286499578e+00
-3.168168168168168375e-01,8.916958718206855483e-01,-1.163780065061432722e+00
-3.138138138138137911e-01,8.976446308180735523e-01,-1.162060667325280683e+00
-3.108108108108107448e-01,9.035476203019502384e-01,-1.160114981895800979e+00
-3.078078078078079205e-01,9.094045392879983591e-01,-1.157943387655681278e+00
-3.048048048048048742e-01,9.152150891409640554e-01,-1.155546307478758195e+00
-3.018018018018018278e-01,9.209789735898801233e-01,-1.152924208147665164e+00
-2.987987987987987815e-01,9.266958987431831440e-01,-1.150077600262950472e+00
-2.957957957957957351e-01,9.323655731036878391e-01,-1.147007038143636137e+00
-2.927927927927929108e-01,9.379877075834529565e-01,-1.143713119719276694e+00
-2.897897897897898645e-01,9.435620155185269198e-01,-1.140196486413533217e+00
-2.867867867867868181e-01,9.490882126835570309e-01,-1.136457823019257685e+00
-2.837837837837837718e-01,9.545660173062819887e-01,-1.132497857565148092e+00
-2.807807807807807254e-01,9.599951500819026151e-01,-1.128317361173978961e+00
-2.777777777777776791e-01,9.653753341873249072e-01,-1.123917147912447234e+00
-2.747747747747748548e-01,9.707062952952679735e-01,-1.119298074632638196e+00
-2.717717717717718084e-01,9.759877615882621704e-01,-1.114461040805184933e+00
-2.687687687687687621e-01,9.812194637724911406e-01,-1.109406988344094236e+00
-2.657657657657657158e-01,9.864011350915462550e-01,-1.104136901423355077e+00
-2.627627627627626694e-01,9.915325113400035306e-01,-1.098651806285261490e+00
-2.597597597597598451e-01,9.966133308769029586e-01,-1.092952771040584414e+00
-2.567567567567567988e-01,1.001643334639107596e+00,-1.087040905460595841e+00
-2.537537537537537524e-01,1.006622266154498346e+00,-1.080917360760951462e+00
-2.507507507507507061e-01,1.011549871555044833e+00,-1.074583329377503782e+00
-2.477477477477476597e-01,1.016425899589758375e+00,-1.068040044734112071e+00
-2.447447447447448354e-01,1.021250101637493080e+00,-1.061288781002446280e+00
-2.417417417417417891e-01,1.026022231719638134e+00,-1.054330852853884393e+00
-2.387387387387387427e-01,1.030742046512645782e+00,-1.047167615203492330e+00
-2.357357357357356964e-01,1.035409305360451615e+00,-1.039800462946196546e+00
-2.327327327327326500e-01,1.040023770286739868e+00,-1.032230830685149314e+00
-2.297297297297298257e-01,1.044585206007071942e+00,-1.024460192452365082e+00
-2.267267267267267794e-01,1.049093379940886139e+00,-1.016490061421684077e+00
-2.237237237237237331e-01,1.053548062223353066e+00,-1.008321989614110681e+00
-2.207207207207206867e-01,1.057949025717103586e+00,-9.999575675955949539e-01
-2.177177177177176404e-01,1.062296046023802010e+00,-9.913984241672949560e-01
-2.147147147147148161e-01,1.066588901495583164e+00,-9.826462260483971312e-01
-2.117117117117117697e-01,1.070827373246380221e+00,-9.737026775515794652e-01
-2.087087087087087234e-01,1.075011245163068452e+00,-9.645695202511173072e-01
-2.057057057057056770e-01,1.079140303916471533e+00,-9.552485326437345492e-01
-2.027027027027026307e-01,1.083214338972263935e+00,-9.457415298023000849e-01
-1.996996996996998064e-01,1.087233142601692570e+00,-9.360503630223672156e-01
-1.966966966966967600e-01,1.091196509892170763e+00,-9.261769194616743528e-01
-1.936936936936937137e-01,1.095104238757720561e+00,-9.161231217726543141e-01
-1.906906906906906674e-01,1.098956129949290261e+00,-9.058909277280459138e-01
-1.876876876876876210e-01,1.102751987064890304e+00,-8.954823298396411557e-01
-1.846846846846847967e-01,1.106491616559621027e+00,-8.848993549702935946e-01
-1.816816816816817504e-01,1.110174827755551874e+00,-8.741440639392368261e-01
-1.786786786786787040e-01,1.113801432851432960e+00,-8.632185511207731698e-01
-1.756756756756756577e-01,1.117371246932278961e+00,-8.521249440364435657e-01
-1.726726726726726113e-01,1.120884087978777144e+00,-8.408654029407194308e-01
-1.696696696696697870e-01,1.124339776876580821e+00,-8.294421204003479264e-01
-1.666666666666667407e-01,1.127738137425452924e+00,-8.178573208674002615e-01
-1.636636636636636943e-01,1.131078996348237053e+00,-8.061132602460974184e-01
-1.606606606606606480e-01,1.134362183299706395e+00,-7.942122254535267656e-01
-1.576576576576576016e-01,1.137587530875222352e+00,-7.821565339742936329e-01
-1.546546546546547773e-01,1.140754874619294146e+00,-7.699485334092532884e-01
-1.516516516516517310e-01,1.143864053033961881e+00,-7.575906010183642847e-01
-1.486486486486486847e-01,1.146914907587008647e+00,-7.450851432577475508e-01
-1.456456456456456383e-01,1.149907282720072033e+00,-7.324345953110990015e-01
-1.426426426426425920e-01,1.152841025856559121e+00,-7.196414206154755355e-01
-1.396396396396395456e-01,1.155715987409443812e+00,-7.067081103816010845e-01
-1.366366366366367213e-01,1.158532020788884509e+00,-6.936371831087484452e-01
-1.336336336336336750e-01,1.161288982409679926e+00,-6.804311840943019218e-01
-1.306306306306306286e-01,1.163986731698603005e+00,-6.670926849381195733e-01
-1.276276276276275823e-01,1.166625131101592272e+00,-6.536242830417804406e-01
-1.246246246246245359e-01,1.169204046090743132e+00,-6.400286011027804811e-01
-1.216216216216217116e-01,1.171723345171155062e+00,-6.263082866038087726e-01
-1.186186186186186653e-01,1.174182899887667997e+00,-6.124660112972212245e-01
-1.156156156156156189e-01,1.176582584831391332e+00,-5.985044706847597595e-01
-1.126126126126125726e-01,1.178922277646088368e+00,-5.844263834926538559e-01
-1.096096096096095263e-01,1.181201859034427315e+00,-5.702344911422093654e-01
-1.066066066066067020e-01,1.183421212764077302e+00,-5.559315572159798657e-01
-1.036036036036036556e-01,1.185580225673620092e+00,-5.415203669196065883e-01
-1.006006006006006093e-01,1.187678787678325909e+00,-5.270037265394604820e-01
-9.759759759759756292e-02,1.189716791775760507e+00,-5.123844628961713443e-01
-9.459459459459451658e-02,1.191694134051246134e+00,-4.976654227941640918e-01
-9.159159159159169228e-02,1.193610713683149749e+00,-4.828494724672972027e-01
-8.858858858858864593e-02,1.195466432948039337e+00,-4.679394970207293447e-01
-8.558558558558559959e-02,1.197261197225645946e+00,-4.529383998690942881e-01
-8.258258258258255324e-02,1.198994915003714024e+00,-4.378491021711308773e-01
-7.957957957957950690e-02,1.200667497882643264e+00,-4.226745422608370606e-01
-7.657657657657668260e-02,1.202278860580016540e+00,-4.074176750752967480e-01
-7.357357357357363625e-02,1.203828920934946867e+00,-3.920814715792654837e-01
-7.057057057057058991e-02,1.205317599912255400e+00,-3.766689181866309521e-01
-6.756756756756754356e-02,1.206744821606496654e+00,-3.611830161788687765e-01
-6.456456456456449722e-02,1.208110513245836959e+00,-3.456267811206059637e-01
-6.156156156156167292e-02,1.209414605195767267e+00,-3.300032422724026304e-01
-5.855855855855862657e-02,1.210657030962652758e+00,-3.143154420008638095e-01
-5.555555555555558023e-02,1.211837727197126124e+00,-2.985664351862017396e-01
-5.255255255255253388e-02,1.212956633697313213e+00,-2.827592886273586070e-01
-4.954954954954948754e-02,1.214013693411899020e+00,-2.668970804448088652e-01
-4.654654654654666324e-02,1.215008852443043574e+00,-2.509828994811595937e-01
-4.354354354354361689e-02,1.215942060049121531e+00,-2.350198446996592250e-01
-4.054054054054057055e-02,1.216813268647310320e+00,-2.190110245807380673e-01
-3.753753753753752420e-02,1.217622433816034189e+00,-2.029595565166980864e-01
-3.453453453453447786e-02,1.218369514297214407e+00,-1.868685662046610241e-01
-3.153153153153165356e-02,1.219054471998370248e+00,-1.707411870379026697e-01
-2.852852852852860721e-02,1.219677271994560996e+00,-1.545805594956877749e-01
-2.552552552552556087e-02,1.220237882530180507e+00,-1.383898305317274868e-01
-2.252252252252251452e-02,1.220736275020564143e+00,-1.221721529613728485e-01
-1.951951951951946818e-02,1.221172424053443173e+00,-1.059306848476672808e-01
-1.651651651651642183e-02,1.221546307390247499e+00,-8.966858888637926905e-02
-1.351351351351359753e-02,1.221857905967245639e+00,-7.338903179013187006e-02
-1.051051051051055119e-02,1.222107203896505734e+00,-5.709518367174899051e-02
-7.507507507507504840e-03,1.222294188466711118e+00,-4.079021742694066005e-02
-4.504504504504458495e-03,1.222418850143814684e+00,-2.447730811644630369e-02
-1.501501501501412150e-03,1.222481182571505842e+00,-8.159632347755520557e-03
1.501501501501412150e-03,1.222481182571549141e+00,8.159632343471182048e-03
4.504504504504458495e-03,1.222418850143946800e+00,2.447730811216278571e-02
7.507507507507504840e-03,1.222294188466925391e+00,4.079021742265866862e-02
1.051051051051055119e-02,1.222107203896793948e+00,5.709518366746905993e-02
1.351351351351359753e-02,1.221857905967598246e+00,7.338903178585438891e-02
1.651651651651642183e-02,1.221546307390664055e+00,8.966858888210514633e-02
1.951951951951946818e-02,1.221172424053937888e+00,1.059306848433984038e-01
2.252252252252251452e-02,1.220736275021150119e+00,1.221721529571111603e-01
2.552552552552556087e-02,1.220237882530865958e+00,1.383898305274746110e-01
2.852852852852860721e-02,1.219677271995340817e+00,1.545805594914439196e-01
3.153153153153143151e-02,1.219054471999239775e+00,1.707411870336680848e-01
3.453453453453447786e-02,1.218369514298176526e+00,1.868685662004369863e-01
3.753753753753752420e-02,1.217622433817091787e+00,2.029595565124858447e-01
4.054054054054057055e-02,1.216813268648459179e+00,2.190110245765377883e-01
4.354354354354361689e-02,1.215942060050343887e+00,2.350198446954684939e-01
4.654654654654644119e-02,1.215008852444328991e+00,2.509828994769771615e-01
4.954954954954948754e-02,1.214013693413241723e+00,2.668970804406344821e-01
5.255255255255253388e-02,1.212956633698709430e+00,2.827592886231922176e-01
5.555555555555558023e-02,1.211837727198568748e+00,2.985664351820424556e-01
5.855855855855862657e-02,1.210657030964135350e+00,3.143154419967109092e-01
6.156156156156145087e-02,1.209414605197289827e+00,3.300032422682570021e-01
6.456456456456449722e-02,1.208110513247405038e+00,3.456267811164699943e-01
6.756756756756754356e-02,1.206744821608116247e+00,3.611830161747449086e-01
7.057057057057058991e-02,1.205317599913926507e+00,3.766689181825201294e-01
7.357357357357363625e-02,1.203828920936670155e+00,3.920814715751686497e-01
7.657657657657646055e-02,1.202278860581786679e+00,4.074176750712129591e-01
7.957957957957950690e-02,1.200667497884446488e+00,4.226745422567623756e-01
8.258258258258255324e-02,1.198994915005545003e+00,4.378491021670644634e-01
8.558558558558559959e-02,1.197261197227504903e+00,4.529383998650370335e-01
8.858858858858864593e-02,1.195466432949926938e+00,4.679394970166823042e-01
9.159159159159147023e-02,1.193610713685068214e+00,4.828494724632619861e-01
9.459459459459451658e-02,1.191694134053197685e+00,4.976654227901423644e-01
9.759759759759756292e-02,1.189716791777750027e+00,5.123844628921661037e-01
1.006006006006006093e-01,1.187678787680343406e+00,5.270037265354682310e-01
1.036036036036036556e-01,1.185580225675658461e+00,5.415203669156249955e-01
1.066066066066067020e-01,1.183421212766134323e+00,5.559315572120085980e-01
1.096096096096095263e-01,1.181201859036508317e+00,5.702344911382520865e-01
1.126126126126125726e-01,1.178922277648199568e+00,5.844263834887142295e-01
1.156156156156156189e-01,1.176582584833535172e+00,5.985044706808400061e-01
1.186186186186186653e-01,1.174182899889844478e+00,6.124660112933216771e-01
1.216216216216217116e-01,1.171723345173351083e+00,6.263082865999238802e-01
1.246246246246245359e-01,1.169204046092957805e+00,6.400286010989103547e-01
1.276276276276275823e-01,1.166625131103834256e+00,6.536242830379306312e-01
1.306306306306306286e-01,1.163986731700866306e+00,6.670926849342875276e-01
1.336336336336336750e-01,1.161288982411972093e+00,6.804311840904931907e-01
1.366366366366367213e-01,1.158532020791219530e+00,6.936371831049715775e-01
1.396396396396395456e-01,1.155715987411812362e+00,7.067081103778514173e-01
1.426426426426425920e-01,1.152841025858952095e+00,7.196414206117481838e-01
1.456456456456456383e-01,1.149907282722490098e+00,7.324345953073955195e-01
1.486486486486486847e-01,1.146914907589460686e+00,7.450851432540738228e-01
1.516516516516517310e-01,1.143864053036448558e+00,7.575906010147221981e-01
1.546546546546545553e-01,1.140754874621815240e+00,7.699485334056431762e-01
1.576576576576576016e-01,1.137587530877766540e+00,7.821565339707082787e-01
1.606606606606606480e-01,1.134362183302267901e+00,7.942122254499633938e-01
1.636636636636636943e-01,1.131078996350809884e+00,8.061132602425524762e-01
1.666666666666667407e-01,1.127738137428026199e+00,8.178573208638668657e-01
1.696696696696695650e-01,1.124339776879157426e+00,8.294421203968289635e-01
1.726726726726726113e-01,1.120884087981356192e+00,8.408654029372154559e-01
1.756756756756756577e-01,1.117371246934863338e+00,8.521249440329569103e-01
1.786786786786787040e-01,1.113801432854014672e+00,8.632185511172989489e-01
1.816816816816817504e-01,1.110174827758116933e+00,8.741440639357644926e-01
1.846846846846845747e-01,1.106491616562163216e+00,8.848993549668194847e-01
1.876876876876876210e-01,1.102751987067414952e+00,8.954823298361702655e-01
1.906906906906906674e-01,1.098956129951810023e+00,9.058909277245887903e-01
1.936936936936937137e-01,1.095104238760231663e+00,9.161231217692091811e-01
1.966966966966967600e-01,1.091196509894668099e+00,9.261769194582375464e-01
1.996996996996995843e-01,1.087233142604173697e+00,9.360503630189370705e-01
2.027027027027026307e-01,1.083214338974727520e+00,9.457415297988760461e-01
2.057057057057056770e-01,1.079140303918923571e+00,9.552485326403236110e-01
2.087087087087087234e-01,1.075011245165521379e+00,9.645695202477307939e-01
2.117117117117117697e-01,1.070827373248850911e+00,9.737026775482330310e-01
2.147147147147145940e-01,1.066588901498078945e+00,9.826462260450983255e-01
2.177177177177176404e-01,1.062296046026333984e+00,9.913984241640549921e-01
2.207207207207206867e-01,1.057949025719681302e+00,9.999575675924234908e-01
2.237237237237237331e-01,1.053548062225973636e+00,1.008321989611005609e+00
2.267267267267267794e-01,1.049093379943542903e+00,1.016490061418640067e+00
2.297297297297298257e-01,1.044585206009762901e+00,1.024460192449380358e+00
2.327327327327326500e-01,1.040023770289456584e+00,1.032230830682216771e+00
2.357357357357356964e-01,1.035409305363191867e+00,1.039800462943314630e+00
2.387387387387387427e-01,1.030742046515409349e+00,1.047167615200661483e+00
2.417417417417417891e-01,1.026022231722431677e+00,1.054330852851111722e+00
2.447447447447448354e-01,1.021250101640324814e+00,1.061288780999741110e+00
2.477477477477476597e-01,1.016425899592626303e+00,1.068040044731473515e+00
2.507507507507507061e-01,1.011549871557955171e+00,1.074583329374938723e+00
2.537537537537537524e-01,1.006622266157447765e+00,1.080917360758456569e+00
2.567567567567567988e-01,1.001643334642087879e+00,1.087040905458163564e+00
2.597597597597598451e-01,9.966133308799093315e-01,1.092952771038209647e+00
2.627627627627626694e-01,9.915325113430406567e-01,1.098651806282950893e+00
2.657657657657657158e-01,9.864011350946211287e-01,1.104136901421116645e+00
2.687687687687687621e-01,9.812194637756044280e-01,1.109406988341929079e+00
2.717717717717718084e-01,9.759877615914065441e-01,1.114461040803085279e+00
2.747747747747748548e-01,9.707062952984462090e-01,1.119298074630607820e+00
2.777777777777776791e-01,9.653753341905337848e-01,1.123917147910483250e+00
2.807807807807807254e-01,9.599951500851442443e-01,1.128317361172084698e+00
2.837837837837837718e-01,9.545660173095574796e-01,1.132497857563324661e+00
2.867867867867868181e-01,9.490882126868619428e-01,1.136457823017500646e+00
2.897897897897898645e-01,9.435620155218606975e-01,1.140196486411842347e+00
2.927927927927926888e-01,9.379877075868156000e-01,1.143713119717652882e+00
2.957957957957957351e-01,9.323655731070774610e-01,1.147007038142077384e+00
2.987987987987987815e-01,9.266958987466000774e-01,1.150077600261457444e+00
3.018018018018018278e-01,9.209789735933240351e-01,1.152924208146237861e+00
3.048048048048048742e-01,9.152150891444316150e-01,1.155546307477393730e+00
3.078078078078076985e-01,9.094045392914859027e-01,1.157943387654375655e+00
3.108108108108107448e-01,9.035476203054604305e-01,1.160114981894556863e+00
3.138138138138137911e-01,8.976446308216042835e-01,1.162060667324096519e+00
3.168168168168168375e-01,8.916958718242339321e-01,1.163780065060305180e+00
3.198198198198198838e-01,8.857016466313818448e-01,1.165272840285421330e+00
3.228228228228227081e-01,8.796622608793378539e-01,1.166538702311820330e+00
3.258258258258257545e-01,8.735780225070630678e-01,1.167577404638614036e+00
3.288288288288288008e-01,8.674492417404663369e-01,1.168388744999625306e+00
3.318318318318318472e-01,8.612762310766168827e-01,1.168972565402814467e+00
3.348348348348348935e-01,8.550593052678014949e-01,1.169328752161033380e+00
3.378378378378377178e-01,8.487987813054622688e-01,1.169457235914145965e+00
3.408408408408407642e-01,8.424949784040415279e-01,1.169357991642544281e+00
3.438438438438438105e-01,8.361482179847139484e-01,1.169031038672031508e+00
3.468468468468468568e-01,8.297588236589946709e-01,1.168476440670056515e+00
3.498498498498499032e-01,8.233271212122319493e-01,1.167694305633304452e+00
3.528528528528527275e-01,8.168534385870017678e-01,1.166684785866675345e+00
3.558558558558557738e-01,8.103381058663891023e-01,1.165448077953630923e+00
3.588588588588588202e-01,8.037814552571470594e-01,1.163984422717896594e+00
3.618618618618618665e-01,7.971838210727589802e-01,1.162294105176568504e+00
3.648648648648649129e-01,7.905455397164085074e-01,1.160377454484636139e+00
3.678678678678679592e-01,7.838669496638129841e-01,1.158234843870864283e+00
3.708708708708707835e-01,7.771483914459638154e-01,1.155866690565114041e+00
3.738738738738738299e-01,7.703902076317650227e-01,1.153273455717096718e+00
3.768768768768768762e-01,7.635927428105783177e-01,1.150455644306594305e+00
3.798798798798799226e-01,7.567563435746412770e-01,1.147413805045105262e+00
3.828828828828829689e-01,7.498813585013910377e-01,1.144148530268988884e+00
3.858858858858857932e-01,7.429681381356947334e-01,1.140660455824126451e+00
3.888888888888888395e-01,7.360170349719811211e-01,1.136950260942110491e+00
3.918918918918918859e-01,7.290284034362637389e-01,1.133018668107971028e+00
3.948948948948949322e-01,7.220025998680722479e-01,1.128866442919494562e+00
3.978978978978979786e-01,7.149399825022821897e-01,1.124494393938133996e+00
4.009009009009008029e-01,7.078409114508453781e-01,1.119903372531555252e+00
4.039039039039038492e-01,7.007057486844348038e-01,1.115094272707858769e+00
4.069069069069068956e-01,6.935348580139856223e-01,1.110068030941485206e+00
4.099099099099099419e-01,6.863286050721392195e-01,1.104825625990848659e+00
4.129129129129129883e-01,6.790873572946046766e-01,1.099368078707748664e+00
4.159159159159158126e-01,6.718114839014227568e-01,1.093696451838579886e+00
4.189189189189188589e-01,6.645013558781450724e-01,1.087811849817391430e+00
4.219219219219219053e-01,6.571573459569062248e-01,1.081715418550800889e+00
4.249249249249249516e-01,6.497798285974328847e-01,1.075408345194875936e+00
4.279279279279279979e-01,6.423691799679429604e-01,1.068891857923948363e+00
4.309309309309308222e-01,6.349257779259649404e-01,1.062167225691449168e+00
4.339339339339338686e-01,6.274500019990715272e-01,1.055235757982806666e+00
4.369369369369369149e-01,6.199422333655300044e-01,1.048098804560455122e+00
4.399399399399399613e-01,6.124028548348702250e-01,1.040757755200999668e+00
4.429429429429430076e-01,6.048322508283605625e-01,1.033214039424579012e+00
4.459459459459458319e-01,5.972308073594075895e-01,1.025469126216495441e+00
4.489489489489488783e-01,5.895989120138792616e-01,1.017524523741170084e+00
4.519519519519519246e-01,5.819369539303388406e-01,1.009381779048451611e+00
4.549549549549549710e-01,5.742453237801899979e-01,1.001042477772336348e+00
4.579579579579580173e-01,5.665244137477786213e-01,9.925082438222356807e-01
4.609609609609608416e-01,5.587746175103862623e-01,9.837807390667375751e-01
4.639639639639638879e-01,5.509963302181503098e-01,9.748616630099774527e-01
4.669669669669669343e-01,5.431899484739290962e-01,9.657527524607174563e-01
4.699699699699699806e-01,5.353558703130731899e-01,9.564557811941283294e-01
4.729729729729730270e-01,5.274944951831271878e-01,9.469725596063764961e-01
4.759759759759758513e-01,5.196062239234690017e-01,9.373049343620971641e-01
4.789789789789788976e-01,5.116914587448713192e-01,9.274547880347945306e-01
4.819819819819819440e-01,5.037506032089830166e-01,9.174240387402295971e-01
4.849849849849849903e-01,4.957840622077637205e-01,9.072146397629261561e-01
4.879879879879880367e-01,4.877922419428398770e-01,8.968285791758111580e-01
4.909909909909910830e-01,4.797755499047892114e-01,8.862678794530698401e-01
4.939939939939939073e-01,4.717343948523577413e-01,8.755345970763005470e-01
4.969969969969969537e-01,4.636691867916196141e-01,8.646308221340585076e-01
5.000000000000000000e-01,4.555803369550779913e-01,8.535586779148671699e-01
5.030030030030028243e-01,4.476325952125278507e-01,8.426282171031229673e-01
5.060060060060060927e-01,4.398234998890487857e-01,8.318376253362332884e-01
5.090090090090089170e-01,4.321506322530416777e-01,8.211851114686686826e-01
5.120120120120121854e-01,4.246116157670675184e-01,8.106689072746466884e-01
5.150150150150150097e-01,4.172041153517582202e-01,8.002872671546238381e-01
5.180180180180178340e-01,4.099258366625555539e-01,7.900384678455225629e-01
5.210210210210211024e-01,4.027745253790937507e-01,7.799208081347128729e-01
5.240240240240239267e-01,3.957479665069550401e-01,7.699326085776123652e-01
5.270270270270271951e-01,3.888439836916065540e-01,7.600722112188982305e-01
5.300300300300300194e-01,3.820604385443199247e-01,7.503379793173154955e-01
5.330330330330328437e-01,3.753952299798484771e-01,7.407282970740037831e-01
5.360360360360361121e-01,3.688462935656415254e-01,7.312415693642677628e-01
5.390390390390389364e-01,3.624116008824289636e-01,7.218762214728114968e-01
5.420420420420422047e-01,3.560891588959501086e-01,7.126306988323445335e-01
5.450450450450450290e-01,3.498770093396470493e-01,7.035034667655376550e-01
5.480480480480478533e-01,3.437732281081257724e-01,6.944930102302802055e-01
5.510510510510511217e-01,3.377759246612014321e-01,6.855978335682038072e-01
5.540540540540539460e-01,3.318832414383293128e-01,6.768164602564008536e-01
5.570570570570572144e-01,3.260933532832588910e-01,6.681474326623373372e-01
5.600600600600600387e-01,3.204044668787301431e-01,6.595893118019117152e-01
5.630630630630628630e-01,3.148148201910190846e-01,6.511406771005845417e-01
5.660660660660661314e-01,3.093226819241817749e-01,6.428001261575823078e-01
5.690690690690689557e-01,3.039263509838118216e-01,6.345662745131034344e-01
5.720720720720722241e-01,2.986241559501588982e-01,6.264377554185155406e-01
5.750750750750750484e-01,2.934144545604298049e-01,6.184132196094758172e-01
5.780780780780778727e-01,2.882956332001370137e-01,6.104913350819868301e-01
5.810810810810811411e-01,2.832661064033011877e-01,6.026707868712779526e-01
5.840840840840839654e-01,2.783243163613792759e-01,5.949502768335297453e-01
5.870870870870872338e-01,2.734687324407664710e-01,5.873285234304049807e-01
5.900900900900900581e-01,2.686978507087050549e-01,5.798042615163183644e-01
5.930930930930928824e-01,2.640101934674689566e-01,5.723762421284335211e-01
5.960960960960961508e-01,2.594043087966713679e-01,5.650432322793454976e-01
5.990990990990989751e-01,2.548787701035593600e-01,5.578040147524184755e-01
6.021021021021022435e-01,2.504321756811530575e-01,5.506573878997418348e-01
6.051051051051050678e-01,2.460631482740867071e-01,5.436021654426562710e-01
6.081081081081078921e-01,2.417703346520291563e-01,5.366371762748456398e-01
6.111111111111111605e-01,2.375524051905447132e-01,5.297612642679438988e-01
6.141141141141139848e-01,2.334080534592668787e-01,5.229732880796317263e-01
6.171171171171172531e-01,2.293359958172508928e-01,5.162721209641762954e-01
6.201201201201200774e-01,2.253349710153898233e-01,5.096566505854041029e-01
6.231231231231229017e-01,2.214037398057688011e-01,5.031257788320729896e-01
6.261261261261261701e-01,2.175410845578225894e-01,4.966784216355789039e-01
6.291291291291289944e-01,2.137458088811985124e-01,4.903135087900168942e-01
6.321321321321322628e-01,2.100167372551975942e-01,4.840299837745404843e-01
6.351351351351350871e-01,2.063527146646725596e-01,4.778268035779776324e-01
6.381381381381379114e-01,2.027526062422861652e-01,4.717029385257094920e-01
6.411411411411411798e-01,1.992152969170035981e-01,4.656573721087479689e-01
6.441441441441440041e-01,1.957396910687191904e-01,4.596891008150054136e-01
6.471471471471472725e-01,1.923247121889089251e-01,4.537971339627253631e-01
6.501501501501500968e-01,1.889693025471954613e-01,4.479804935360239826e-01
6.531531531531529211e-01,1.856724228637399998e-01,4.422382140225620817e-01
6.561561561561561895e-01,1.824330519873417211e-01,4.365693422532740953e-01
6.591591591591590138e-01,1.792501865791536475e-01,4.309729372441492012e-01
6.621621621621622822e-01,1.761228408019157032e-01,4.254480700400358195e-01
6.651651651651651065e-01,1.730500460146079944e-01,4.199938235604416259e-01
6.681681681681679308e-01,1.700308504724334924e-01,4.146092924473113173e-01
6.711711711711711992e-01,1.670643190320293958e-01,4.092935829147393290e-01
6.741741741741740235e-01,1.641495328618235439e-01,4.040458126006124528e-01
6.771771771771772919e-01,1.612855891574412615e-01,3.988651104201408892e-01
6.801801801801801162e-01,1.584716008620787320e-01,3.937506164212703497e-01
6.831831831831833846e-01,1.557066963917536628e-01,3.887014816419396279e-01
6.861861861861862089e-01,1.529900193653456475e-01,3.837168679691559392e-01
6.891891891891890332e-01,1.503207283393464266e-01,3.787959479998745937e-01
6.921921921921923015e-01,1.476979965472371981e-01,3.739379049036555269e-01
6.951951951951951258e-01,1.451210116434117903e-01,3.691419322870773123e-01
6.981981981981983942e-01,1.425889754515690666e-01,3.644072340598875637e-01
7.012012012012012185e-01,1.401011037174921259e-01,3.597330243028602492e-01
