# Energy Eigenvalues:,3.108855,12.108395,25.334644
# Position x, Psi 1,Psi 2,Psi 3
-6.591591591591591248e-01,1.243676322628667202e-01,2.978180646101258322e-01,6.187438283302827413e-01
-6.561561561561561895e-01,1.271369228065619139e-01,3.032166837165110596e-01,6.245115494676009016e-01
-6.531531531531531432e-01,1.299678760469888672e-01,3.087131490131845846e-01,6.303318198841324493e-01
-6.501501501501502078e-01,1.328618650251739419e-01,3.143092341762576125e-01,6.362051293242412253e-01
-6.471471471471471615e-01,1.358202933551159453e-01,3.200067450285714599e-01,6.421319719952417460e-01
-6.441441441441441151e-01,1.388445959045546962e-01,3.258075201224281958e-01,6.481128466089903783e-01
-6.411411411411411798e-01,1.419362394908929015e-01,3.317134313328729545e-01,6.541482564238330077e-01
-6.381381381381381335e-01,1.450967235926199361e-01,3.377263844617419686e-01,6.602387092869627105e-01
-6.351351351351350871e-01,1.483275810765723179e-01,3.438483198526490758e-01,6.663847176771443559e-01
-6.321321321321321518e-01,1.516303789413896708e-01,3.500812130171234715e-01,6.725867987478372223e-01
-6.291291291291291055e-01,1.550067190775277493e-01,3.564270752721011570e-01,6.788454743707222905e-01
-6.261261261261261701e-01,1.584582390441884037e-01,3.628879543889576009e-01,6.851612711796024602e-01
-6.231231231231231238e-01,1.619866128635530922e-01,3.694659352543131492e-01,6.915347206147173242e-01
-6.201201201201200774e-01,1.655935518327013578e-01,3.761631405428146335e-01,6.979663589674659496e-01
-6.171171171171171421e-01,1.692808053536077051e-01,3.829817314021109476e-01,7.044567274255332245e-01
-6.141141141141140958e-01,1.730501617816185000e-01,3.899239081502401394e-01,7.110063721184253227e-01
-6.111111111111111605e-01,1.769034492928219238e-01,3.969919109856578920e-01,7.176158441634211682e-01
-6.081081081081081141e-01,1.808425367707329479e-01,4.041880207101386513e-01,7.242856997119510032e-01
-6.051051051051050678e-01,1.848693347127213782e-01,4.115145594647767746e-01,7.310164999963941757e-01
-6.021021021021021324e-01,1.889857961566225319e-01,4.189738914793288416e-01,7.378088113773056955e-01
-5.990990990990990861e-01,1.931939176279778014e-01,4.265684238351294955e-01,7.446632053910613447e-01
-5.960960960960961508e-01,1.974957401083710651e-01,4.343006072418457153e-01,7.515802587979542038e-01
-5.930930930930931044e-01,2.018933500253259072e-01,4.421729368283065509e-01,7.585605536307289398e-01
-5.900900900900900581e-01,2.063888802642433462e-01,4.501879529476643937e-01,7.656046772435523007e-01
-5.870870870870871228e-01,2.109845112028732039e-01,4.583482419971526833e-01,7.727132223614382456e-01
-5.840840840840840764e-01,2.156824717688207160e-01,4.666564372527029492e-01,7.798867871301263799e-01
-5.810810810810811411e-01,2.204850405205986685e-01,4.751152197186865878e-01,7.871259751664121396e-01
-5.780780780780780947e-01,2.253945467527490587e-01,4.837273189930536010e-01,7.944313956089288364e-01
-5.750750750750750484e-01,2.304133716255781228e-01,4.924955141481652254e-01,8.018036631694162031e-01
-5.720720720720721131e-01,2.355439493200419399e-01,5.014226346275805213e-01,8.092433981844411317e-01
-5.690690690690690667e-01,2.407887682183456612e-01,5.105115611590943514e-01,8.167512266675834853e-01
-5.660660660660660204e-01,2.461503721108358467e-01,5.197652266843346691e-01,8.243277803621187338e-01
-5.630630630630630851e-01,2.516313614297659429e-01,5.291866173052064415e-01,8.319736967941793182e-01
-5.600600600600600387e-01,2.572343945105344809e-01,5.387787732474959013e-01,8.396896193264082875e-01
-5.570570570570571034e-01,2.629621888809994257e-01,5.485447898419196777e-01,8.474761972120751219e-01
-5.540540540540540571e-01,2.688175225795116363e-01,5.584878185229802394e-01,8.553340856497236855e-01
-5.510510510510510107e-01,2.748032355022881346e-01,5.686110678459077583e-01,8.632639458382928010e-01
-5.480480480480480754e-01,2.809222307807914265e-01,5.789178045220431112e-01,8.712664450327548549e-01
-5.450450450450450290e-01,2.871774761897775696e-01,5.894113544729854270e-01,8.793422566002611074e-01
-5.420420420420420937e-01,2.935720055866978262e-01,6.000951039038490142e-01,8.874920600768057000e-01
-5.390390390390390474e-01,3.001089203831486807e-01,6.109725003959670664e-01,8.957165412243981439e-01
-5.360360360360360010e-01,3.067913910490939200e-01,6.220470540194183995e-01,9.040163920887858140e-01
-5.330330330330330657e-01,3.136226586505673763e-01,6.333223384656907484e-01,9.123923110576634965e-01
-5.300300300300300194e-01,3.206060364216242187e-01,6.448019922008919602e-01,9.208450029194434894e-01
-5.270270270270270840e-01,3.277449113712948559e-01,6.564897196398649104e-01,9.293751789225640492e-01
-5.240240240240240377e-01,3.350427459263191077e-01,6.683892923415802878e-01,9.379835568353402930e-01
-5.210210210210209913e-01,3.425030796104541753e-01,6.805045502261882762e-01,9.466708610063465645e-01
-5.180180180180180560e-01,3.501295307611876351e-01,6.928394028141531269e-01,9.554378224253906593e-01
-5.150150150150150097e-01,3.579257982846585362e-01,7.053978304878135708e-01,9.642851787849964218e-01
-5.120120120120120744e-01,3.658956634496682292e-01,7.181838857758352512e-01,9.732136745424870838e-01
-5.090090090090090280e-01,3.740429917216367417e-01,7.312016946609439794e-01,9.822240609826353719e-01
-5.060060060060059817e-01,3.823717346373890491e-01,7.444554579113462633e-01,9.913170962808691700e-01
-5.030030030030030463e-01,3.908859317216925588e-01,7.579494524362970775e-01,1.000493545567073816e+00
-5.000000000000000000e-01,3.995897124464653505e-01,7.716880326662280964e-01,1.009754180989968608e+00
-4.969969969969969537e-01,4.084872982336196778e-01,7.856756319579107917e-01,1.019099781782096814e+00
-4.939939939939939073e-01,4.173619795325222426e-01,7.994916493796185852e-01,1.027979718162294942e+00
-4.909909909909910830e-01,4.262132587266366790e-01,8.131330676835061277e-01,1.036389932558938298e+00
-4.879879879879880367e-01,4.350406395116210301e-01,8.265969077520279873e-01,1.044326582033770157e+00
-4.849849849849849903e-01,4.438436269231477715e-01,8.398802292485276766e-01,1.051786040037865577e+00
-4.819819819819819440e-01,4.526217273646681027e-01,8.529801312593897622e-01,1.058764898068759619e+00
-4.789789789789788976e-01,4.613744486350804808e-01,8.658937529275498868e-01,1.065259967227899507e+00
-4.759759759759760733e-01,4.701012999563329298e-01,8.786182740772756627e-01,1.071268279677779489e+00
-4.729729729729730270e-01,4.788017920009369210e-01,8.911509158300515709e-01,1.076787089998044289e+00
-4.699699699699699806e-01,4.874754369194044257e-01,9.034889412114500695e-01,1.081813876439974065e+00
-4.669669669669669343e-01,4.961217483676105822e-01,9.156296557488687871e-01,1.086346342078781113e+00
-4.639639639639638879e-01,5.047402415340549453e-01,9.275704080599534995e-01,1.090382415863142773e+00
-4.609609609609610636e-01,5.133304331670520693e-01,9.393085904316395007e-01,1.093920253561553091e+00
-4.579579579579580173e-01,5.218918416018242246e-01,9.508416393896371721e-01,1.096958238605014957e+00
-4.549549549549549710e-01,5.304239867875123471e-01,9.621670362582681602e-01,1.099494982825713674e+00
-4.519519519519519246e-01,5.389263903140909528e-01,9.732823077105100529e-01,1.101529327091320232e+00
-4.489489489489488783e-01,5.473985754391907932e-01,9.841850263081356465e-01,1.103060341834636970e+00
-4.459459459459460540e-01,5.558400671148363559e-01,9.948728110318454387e-01,1.104087327478359581e+00
-4.429429429429430076e-01,5.642503920140817808e-01,1.005343327801252462e+00,1.104609814754742514e+00
-4.399399399399399613e-01,5.726290785575458564e-01,1.015594289984606657e+00,1.104627564920011240e+00
-4.369369369369369149e-01,5.809756569398538684e-01,1.025623458898167417e+00,1.104140569863455434e+00
-4.339339339339338686e-01,5.892896591559799724e-01,1.035428644295102840e+00,1.103149052111132455e+00
-4.309309309309310443e-01,5.975706190274980845e-01,1.045007704843829988e+00,1.101653464724205556e+00
-4.279279279279279979e-01,6.058180722287161979e-01,1.054358548595645928e+00,1.099654491091913711e+00
-4.249249249249249516e-01,6.140315563127092258e-01,1.063479133441578739e+00,1.097153044619300966e+00
-4.219219219219219053e-01,6.222106107372502581e-01,1.072367467558361431e+00,1.094150268309848517e+00
-4.189189189189188589e-01,6.303547768906393456e-01,1.081021609843430653e+00,1.090647534243207373e+00
-4.159159159159160346e-01,6.384635981174091590e-01,1.089439670338824273e+00,1.086646442948224545e+00
-4.129129129129129883e-01,6.465366197439337270e-01,1.097619810643929217e+00,1.082148822671609611e+00
-4.099099099099099419e-01,6.545733891039274832e-01,1.105560244316975194e+00,1.077156728542548292e+00
-4.069069069069068956e-01,6.625734555638163048e-01,1.113259237265153301e+00,1.071672441633622519e+00
-4.039039039039038492e-01,6.705363705480166248e-01,1.120715108123338410e+00,1.065698467918518855e+00
-4.009009009009008029e-01,6.784616875640859801e-01,1.127926228621277449e+00,1.059237537126958451e+00
-3.978978978978979786e-01,6.863489622277539892e-01,1.134891023939174959e+00,1.052292601497370361e+00
-3.948948948948949322e-01,6.941977522878371998e-01,1.141607973051610658e+00,1.044866834427903957e+00
-3.918918918918918859e-01,7.020076176510458010e-01,1.148075609059726832e+00,1.036963629026397937e+00
-3.888888888888888395e-01,7.097781204066511140e-01,1.154292519511566972e+00,1.028586596559931454e+00
-3.858858858858857932e-01,7.175088248510423927e-01,1.160257346710541704e+00,1.019739564804705623e+00
-3.828828828828829689e-01,7.251992975121672735e-01,1.165968788011947588e+00,1.010426576297004608e+00
-3.798798798798799226e-01,7.328491071738212348e-01,1.171425596107425804e+00,1.000651886485989239e+00
-3.768768768768768762e-01,7.404578248998364698e-01,1.176626579297372244e+00,9.904199617892388563e-01
-3.738738738738738299e-01,7.480250240581355348e-01,1.181570601751194882e+00,9.797354775518818393e-01
-3.708708708708707835e-01,7.555502803446464410e-01,1.186256583755354477e+00,9.686033159102499512e-01
-3.678678678678679592e-01,7.630331718070904046e-01,1.190683501949155509e+00,9.570285635610442654e-01
-3.648648648648649129e-01,7.704732788686590172e-01,1.194850389548262726e+00,9.450165094370563956e-01
-3.618618618618618665e-01,7.778701843515308800e-01,1.198756336555819590e+00,9.325726422904492274e-01
-3.588588588588588202e-01,7.852234735002466826e-01,1.202400489961154673e+00,9.197026481847210277e-01
-3.558558558558557738e-01,7.925327340049816982e-01,1.205782053926093944e+00,9.064124078965523079e-01
-3.528528528528529495e-01,7.997975560246735061e-01,1.208900289958776630e+00,8.927079942286734182e-01
-3.498498498498499032e-01,8.070175322099824022e-01,1.211754517074901782e+00,8.785956692349520258e-01
-3.468468468468468568e-01,8.141922577261380134e-01,1.214344111946454641e+00,8.640818813590350755e-01
-3.438438438438438105e-01,8.213213302756463552e-01,1.216668509037847512e+00,8.491732624878259861e-01
-3.408408408408407642e-01,8.284043501208495641e-01,1.218727200729426530e+00,8.338766249211310155e-01
-3.378378378378379399e-01,8.354409201063236479e-01,1.220519737428306550e+00,8.181989582588512500e-01
-3.348348348348348935e-01,8.424306456811565536e-01,1.222045727666571269e+00,8.021474262071840444e-01
-3.318318318318318472e-01,8.493731349210741355e-01,1.223304838186767496e+00,7.857293633052648829e-01
-3.288288288288288008e-01,8.562679985504152436e-01,1.224296794014683609e+00,7.689522715737427960e-01
-3.258258258258257545e-01,8.631148499639572647e-01,1.225021378519398629e+00,7.518238170868287717e-01
-3.228228228228229302e-01,8.699133052485951145e-01,1.225478433460594374e+00,7.343518264693835729e-01
-3.198198198198198838e-01,8.766629832048602466e-01,1.225667859023101380e+00,7.165442833206362439e-01
-3.168168168168168375e-01,8.833635053683090987e-01,1.225589613838717673e+00,6.984093245661947558e-01
-3.138138138138137911e-01,8.900144960307330155e-01,1.225243714995227107e+00,6.799552367399734898e-01
-3.108108108108107448e-01,8.966155822612278392e-01,1.224630238032671459e+00,6.611904521977720606e-01
-3.078078078078079205e-01,9.031663939271056263e-01,1.223749316926855846e+00,6.421235452642204411e-01
-3.048048048048048742e-01,9.096665637146477135e-01,1.222601144060087908e+00,6.227632283148523129e-01
-3.018018018018018278e-01,9.161157271496960242e-01,1.221185970179159863e+00,6.031183477950952110e-01
-2.987987987987987815e-01,9.225135226181016002e-01,1.219504104340600747e+00,5.831978801780091093e-01
-2.957957957957957351e-01,9.288595913859901687e-01,1.217555913843171300e+00,5.630109278625978764e-01
-2.927927927927929108e-01,9.351535776198787175e-01,1.215341824147651462e+00,5.425667150145866424e-01
-2.897897897897898645e-01,9.413951284066337521e-01,1.212862318783933135e+00,5.218745833515631150e-01
-2.867867867867868181e-01,9.475838937732520284e-01,1.210117939245414220e+00,5.009439878743966457e-01
-2.837837837837837718e-01,9.537195267064851878e-01,1.207109284870742982e+00,4.797844925468989219e-01
-2.807807807807807254e-01,9.598016831722995246e-01,1.203837012712934085e+00,4.584057659256957629e-01
-2.777777777777776791e-01,9.658300221351698855e-01,1.200301837395880478e+00,4.368175767423079781e-01
-2.747747747747748548e-01,9.718042055771937138e-01,1.196504530958277135e+00,4.150297894394521236e-01
-2.717717717717718084e-01,9.777238985170549901e-01,1.192445922685031023e+00,3.930523596636162909e-01
-2.687687687687687621e-01,9.835887690287909990e-01,1.188126898926135766e+00,3.708953297159495177e-01
-2.657657657657657158e-01,9.893984882604257569e-01,1.183548402903130903e+00,3.485688239635723606e-01
-2.627627627627626694e-01,9.951527304523862805e-01,1.178711434503085353e+00,3.260830442133694218e-01
-2.597597597597598451e-01,1.000851172955775192e+00,1.173617050060242972e+00,3.034482650504091161e-01
-2.567567567567567988e-01,1.006493496250479680e+00,1.168266362125353064e+00,2.806748291431109821e-01
-2.537537537537537524e-01,1.012079383963075507e+00,1.162660539222689193e+00,2.577731425172941071e-01
-2.507507507507507061e-01,1.017608522884558830e+00,1.156800805594847104e+00,2.347536698012753498e-01
-2.477477477477476597e-01,1.023080602987916032e+00,1.150688440935397239e+00,2.116269294441973092e-01
-2.447447447447448354e-01,1.028495317445498936e+00,1.144324780109403195e+00,1.884034889097559451e-01
-2.417417417417417891e-01,1.033852362646243250e+00,1.137711212861921339e+00,1.650939598475396342e-01
-2.387387387387387427e-01,1.039151438212680967e+00,1.130849183514483158e+00,1.417089932441706612e-01
-2.357357357357356964e-01,1.044392247017793540e+00,1.123740190649686665e+00,1.182592745564772646e-01
-2.327327327327326500e-01,1.049574495201668567e+00,1.116385786783918643e+00,9.475551882891193600e-02
-2.297297297297298257e-01,1.054697892187971942e+00,1.108787578028300080e+00,7.120846579745038207e-02
-2.267267267267267794e-01,1.059762150700242156e+00,1.100947223737931857e+00,4.762887498220894772e-02
-2.237237237237237331e-01,1.064766986777996527e+00,1.092866436149511511e+00,2.402752077102152800e-02
-2.207207207207206867e-01,1.069712119792659566e+00,1.084546980007406347e+00,4.151874962233076372e-04
-2.177177177177176404e-01,1.074597272463289510e+00,1.075990672178247509e+00,-2.319733549310984411e-02
-2.147147147147148161e-01,1.079422170872123887e+00,1.067199381254146706e+00,-4.679925876121440037e-02
-2.117117117117117697e-01,1.084186544479962544e+00,1.058175027144642621e+00,-7.037979771573193988e-02
-2.087087087087087234e-01,1.088890126141319747e+00,1.048919580657398987e+00,-9.392817753558842242e-02
-2.057057057057056770e-01,1.093532652119391324e+00,1.039435063067792431e+00,-1.174336380944080577e-01
-2.027027027027026307e-01,1.098113862100868587e+00,1.029723545677516006e+00,-1.408854388772149691e-01
-1.996996996996998064e-01,1.102633499210520451e+00,1.019787149362219703e+00,-1.642728638881712222e-01
-1.966966966966967600e-01,1.107091310025601016e+00,1.009628044108338951e+00,-1.875852265471121827e-01
-1.936936936936937137e-01,1.111487044590049322e+00,9.992484485391904814e-01,-2.108118745726397514e-01
-1.906906906906906674e-01,1.115820456428521235e+00,9.886506294304642228e-01,-2.339421948495458980e-01
-1.876876876876876210e-01,1.120091302560187074e+00,9.778369012151691964e-01,-2.569656182783341403e-01
-1.846846846846847967e-01,1.124299343512367155e+00,9.668096254781985976e-01,-2.798716246046340506e-01
-1.816816816816817504e-01,1.128444343333970812e+00,9.555712104405998941e-01,-3.026497472262974497e-01
-1.786786786786787040e-01,1.132526069608715824e+00,9.441241104336398626e-01,-3.252895779759745198e-01
-1.756756756756756577e-01,1.136544293468168210e+00,9.324708253628135601e-01,-3.477807718769920786e-01
-1.726726726726726113e-01,1.140498789604553975e+00,9.206139001618807161e-01,-3.701130518703507621e-01
-1.696696696696697870e-01,1.144389336283406999e+00,9.085559242370937483e-01,-3.922762135106980796e-01
-1.666666666666667407e-01,1.148215715356011746e+00,8.962995309017126599e-01,-4.142601296291192337e-01
-1.636636636636636943e-01,1.151977712271622822e+00,8.838473968009097348e-01,-4.360547549606126894e-01
-1.606606606606606480e-01,1.155675116089507792e+00,8.712022413272362265e-01,-4.576501307341476199e-01
-1.576576576576576016e-01,1.159307719490749067e+00,8.583668260267173222e-01,-4.790363892231855325e-01
-1.546546546546547773e-01,1.162875318789890366e+00,8.453439539957836590e-01,-5.002037582546179362e-01
-1.516516516516517310e-01,1.166377713946357364e+00,8.321364692691083365e-01,-5.211425656740339418e-01
-1.486486486486486847e-01,1.169814708575651174e+00,8.187472561984880937e-01,-5.418432437652757061e-01
-1.456456456456456383e-01,1.173186109960389301e+00,8.051792388229573882e-01,-5.622963336222952524e-01
-1.426426426426425920e-01,1.176491729061093450e+00,7.914353802302019902e-01,-5.824924894712693035e-01
-1.396396396396395456e-01,1.179731380526807039e+00,7.775186819094696000e-01,-6.024224829410400606e-01
-1.366366366366367213e-01,1.182904882705478666e+00,7.634321830960738575e-01,-6.220772072798926855e-01
-1.336336336336336750e-01,1.186012057654128871e+00,7.491789601076516147e-01,-6.414476815167594603e-01
-1.306306306306306286e-01,1.189052731148842357e+00,7.347621256723422256e-01,-6.605250545649639093e-01
-1.276276276276275823e-01,1.192026732694557278e+00,7.201848282490199704e-01,-6.793006092666226126e-01
-1.246246246246245359e-01,1.194933895534606938e+00,7.054502513396962993e-01,-6.977657663758252138e-01
-1.216216216216217116e-01,1.197774056660052988e+00,6.905616127942735272e-01,-7.159120884788022776e-01
-1.186186186186186653e-01,1.200547056818862535e+00,6.755221641078259509e-01,-7.337312838493105227e-01
-1.156156156156156189e-01,1.203252740524811459e+00,6.603351897105013135e-01,-7.512152102374177742e-01
-1.126126126126125726e-01,1.205890956066198338e+00,6.450040062502357952e-01,-7.683558785899914367e-01
-1.096096096096095263e-01,1.208461555514358743e+00,6.295319618684461771e-01,-7.851454567011996177e-01
-1.066066066066067020e-01,1.210964394731974814e+00,6.139224354688437302e-01,-8.015762727913448016e-01
-1.036036036036036556e-01,1.213399333381142808e+00,5.981788359795159327e-01,-8.176408190123752862e-01
-1.006006006006006093e-01,1.215766234931248801e+00,5.823046016084619803e-01,-8.333317548785016404e-01
-9.759759759759756292e-02,1.218064966666615678e+00,5.663031990927263060e-01,-8.486419106203328955e-01
-9.459459459459451658e-02,1.220295399693953176e+00,5.501781229413096330e-01,-8.635642904610140169e-01
-9.159159159159169228e-02,1.222457408949570778e+00,5.339328946720055535e-01,-8.780920758128456516e-01
-8.858858858858864593e-02,1.224550873206408985e+00,5.175710620423522590e-01,-8.922186283929621764e-01
-8.558558558558559959e-02,1.226575675080814332e+00,5.010961982748365351e-01,-9.059374932565930072e-01
-8.258258258258255324e-02,1.228531701039148993e+00,4.845119012765580768e-01,-9.192424017465864461e-01
-7.957957957957950690e-02,1.230418841404129493e+00,4.678217928534794123e-01,-9.321272743577699860e-01
-7.657657657657668260e-02,1.232236990360998874e+00,4.510295179194772075e-01,-9.445862235149180552e-01
-7.357357357357363625e-02,1.233986045963458844e+00,4.341387437003372263e-01,-9.566135562630042610e-01
-7.057057057057058991e-02,1.235665910139375434e+00,4.171531589328735246e-01,-9.682037768685122225e-01
-6.756756756756754356e-02,1.237276488696271715e+00,4.000764730593517893e-01,-9.793515893306374842e-01
-6.456456456456449722e-02,1.238817691326616677e+00,3.829124154173951244e-01,-9.900518998012300953e-01
-6.156156156156167292e-02,1.240289431612892956e+00,3.656647344255449794e-01,-1.000299818912366412e+00
-5.855855855855862657e-02,1.241691627032440959e+00,3.483371967646512468e-01,-1.010090664010481643e+00
-5.555555555555558023e-02,1.243024198962089377e+00,3.309335865552769373e-01,-1.019419961296047950e+00
-5.255255255255253388e-02,1.244287072682559447e+00,3.134577045312917920e-01,-1.028283447867818889e+00
-4.954954954954948754e-02,1.245480177382649156e+00,2.959133672098371859e-01,-1.036677073670700500e+00
-4.654654654654666324e-02,1.246603446163212281e+00,2.783044060578482304e-01,-1.044597003346378283e+00
-4.354354354354361689e-02,1.247656816040899619e+00,2.606346666553061020e-01,-1.052039617985826681e+00
-4.054054054054057055e-02,1.248640227951693493e+00,2.429080078554117228e-01,-1.059001516782925201e+00
-3.753753753753752420e-02,1.249553626754235536e+00,2.251283009418634518e-01,-1.065479518588424934e+00
-3.453453453453447786e-02,1.250396961232904003e+00,2.072994287834128424e-01,-1.071470663363522480e+00
-3.153153153153165356e-02,1.251170184100685256e+00,1.894252849858941989e-01,-1.076972213532410683e+00
-2.852852852852860721e-02,1.251873252001820758e+00,1.715097730419087030e-01,-1.081981655233174022e+00
-2.552552552552556087e-02,1.252506125514254665e+00,1.535568054783517378e-01,-1.086496699466478866e+00
-2.252252252252251452e-02,1.253068769151832740e+00,1.355703030019642097e-01,-1.090515283141494152e+00
-1.951951951951946818e-02,1.253561151366287207e+00,1.175541936430975348e-01,-1.094035570018587755e+00
-1.651651651651642183e-02,1.253983244549013332e+00,9.951241189788143093e-02,-1.097055951548379760e+00
-1.351351351351359753e-02,1.254335025032622397e+00,8.144889786897877015e-02,-1.099575047606751843e+00
-1.051051051051055119e-02,1.254616473092259321e+00,6.336759640511507863e-02,-1.101591707125470387e+00
-7.507507507507504840e-03,1.254827572946715764e+00,4.527245623957234372e-02,-1.103105008618156191e+00
-4.504504504504458495e-03,1.254968312759316973e+00,2.716742912783470104e-02,-1.104114260601348763e+00
-1.501501501501412150e-03,1.255038684638567492e+00,9.056468984572903919e-03,-1.104619001910455589e+00
1.501501501501412150e-03,1.255038684638610347e+00,-9.056468979841266961e-03,-1.104619001910488008e+00
4.504504504504458495e-03,1.254968312759449089e+00,-2.716742912310410665e-02,-1.104114260601449349e+00
7.507507507507504840e-03,1.254827572946930037e+00,-4.527245623484366793e-02,-1.103105008618318061e+00
1.051051051051055119e-02,1.254616473092546425e+00,-6.336759640038897023e-02,-1.101591707125685771e+00
1.351351351351359753e-02,1.254335025032971673e+00,-8.144889786425579814e-02,-1.099575047607011413e+00
1.651651651651642183e-02,1.253983244549425891e+00,-9.951241189316271940e-02,-1.097055951548684183e+00
1.951951951951946818e-02,1.253561151366777926e+00,-1.175541936383853320e-01,-1.094035570018949688e+00
2.252252252252251452e-02,1.253068769152414053e+00,-1.355703029972606943e-01,-1.090515283141924474e+00
2.552552552552556087e-02,1.252506125514935453e+00,-1.535568054736588528e-01,-1.086496699466984905e+00
2.852852852852860721e-02,1.251873252002595693e+00,-1.715097730372268092e-01,-1.081981655233751116e+00
3.153153153153143151e-02,1.251170184101549676e+00,-1.894252849812237405e-01,-1.076972213533054834e+00
3.453453453453447786e-02,1.250396961233860793e+00,-2.072994287787552625e-01,-1.071470663364235909e+00
3.753753753753752420e-02,1.249553626755287139e+00,-2.251283009372201938e-01,-1.065479518589209418e+00
4.054054054054057055e-02,1.248640227952836801e+00,-2.429080078507831475e-01,-1.059001516783777408e+00
4.354354354354361689e-02,1.247656816042115535e+00,-2.606346666506894616e-01,-1.052039617986730624e+00
4.654654654654644119e-02,1.246603446164489259e+00,-2.783044060532423591e-01,-1.044597003347323749e+00
4.954954954954948754e-02,1.245480177383981646e+00,-2.959133672052418063e-01,-1.036677073671681937e+00
5.255255255255253388e-02,1.244287072683943007e+00,-3.134577045267067930e-01,-1.028283447868832745e+00
5.555555555555558023e-02,1.243024198963516236e+00,-3.309335865507013197e-01,-1.019419961297087118e+00
5.855855855855862657e-02,1.241691627033904011e+00,-3.483371967600841779e-01,-1.010090664011539907e+00
6.156156156156145087e-02,1.240289431614392202e+00,-3.656647344209876249e-01,-1.000299818913443994e+00
6.456456456456449722e-02,1.238817691328158554e+00,-3.829124154128504820e-01,-9.900518998023309925e-01
6.756756756756754356e-02,1.237276488697862886e+00,-4.000764730548226900e-01,-9.793515893317664700e-01
7.057057057057058991e-02,1.235665910141015233e+00,-4.171531589283610231e-01,-9.682037768696688529e-01
7.357357357357363625e-02,1.233986045965147271e+00,-4.341387436958421553e-01,-9.566135562641877588e-01
7.657657657657646055e-02,1.232236990362730378e+00,-4.510295179149986788e-01,-9.445862235161243126e-01
7.957957957957950690e-02,1.230418841405891639e+00,-4.678217928490138178e-01,-9.321272743589883447e-01
8.258258258258255324e-02,1.228531701040937341e+00,-4.845119012721048057e-01,-9.192424017478133536e-01
8.558558558558559959e-02,1.226575675082629990e+00,-5.010961982703970863e-01,-9.059374932578287964e-01
8.858858858858864593e-02,1.224550873208253288e+00,-5.175710620379280202e-01,-8.922186283942070695e-01
9.159159159159147023e-02,1.222457408951445945e+00,-5.339328946675986343e-01,-8.780920758141008697e-01
9.459459459459451658e-02,1.220295399695861649e+00,-5.501781229369221426e-01,-8.635642904622811145e-01
9.759759759759756292e-02,1.218064966668562343e+00,-5.663031990883612421e-01,-8.486419106216144259e-01
1.006006006006006093e-01,1.215766234933223000e+00,-5.823046016041153461e-01,-8.333317548797896102e-01
1.036036036036036556e-01,1.213399333383137657e+00,-5.981788359751856188e-01,-8.176408190136644771e-01
1.066066066066067020e-01,1.210964394733988092e+00,-6.139224354645294035e-01,-8.015762727926335485e-01
1.096096096096095263e-01,1.208461555516396224e+00,-6.295319618641520565e-01,-7.851454567024909181e-01
1.126126126126125726e-01,1.205890956068266684e+00,-6.450040062459662105e-01,-7.683558785912891764e-01
1.156156156156156189e-01,1.203252740526912223e+00,-6.603351897062580411e-01,-7.512152102387226194e-01
1.186186186186186653e-01,1.200547056820994829e+00,-6.755221641036097679e-01,-7.337312838506213630e-01
1.216216216216217116e-01,1.197774056662204822e+00,-6.905616127900784385e-01,-7.159120884801108975e-01
1.246246246246245359e-01,1.194933895536777202e+00,-7.054502513355228599e-01,-6.977657663771307250e-01
1.276276276276275823e-01,1.192026732696755298e+00,-7.201848282448745087e-01,-6.793006092679299002e-01
1.306306306306306286e-01,1.189052731151061471e+00,-7.347621256682218549e-01,-6.605250545662688655e-01
1.336336336336336750e-01,1.186012057656377738e+00,-7.491789601035624413e-01,-6.414476815180658598e-01
1.366366366366367213e-01,1.182904882707770611e+00,-7.634321830920255403e-01,-6.220772072812076336e-01
1.396396396396395456e-01,1.179731380529133844e+00,-7.775186819054576981e-01,-6.024224829423585614e-01
1.426426426426425920e-01,1.176491729063445346e+00,-7.914353802262208415e-01,-5.824924894725859170e-01
1.456456456456456383e-01,1.173186109962767176e+00,-8.051792388190087690e-01,-5.622963336236097565e-01
1.486486486486486847e-01,1.169814708578063911e+00,-8.187472561945785543e-01,-5.418432437665917645e-01
1.516516516516517310e-01,1.166377713948806072e+00,-8.321364692652399864e-01,-5.211425656753515545e-01
1.546546546546545553e-01,1.162875318792375046e+00,-8.453439539919572754e-01,-5.002037582559365481e-01
1.576576576576576016e-01,1.159307719493259059e+00,-8.583668260229260216e-01,-4.790363892245002586e-01
1.606606606606606480e-01,1.155675116092037324e+00,-8.712022413234767892e-01,-4.576501307354553516e-01
1.636636636636636943e-01,1.151977712274165455e+00,-8.838473967971782752e-01,-4.360547549619103735e-01
1.666666666666667407e-01,1.148215715358555933e+00,-8.962995308980011844e-01,-4.142601296304019853e-01
1.696696696696695650e-01,1.144389336285955627e+00,-9.085559242334058094e-01,-3.922762135119664539e-01
1.726726726726726113e-01,1.140498789607105934e+00,-9.206139001582159809e-01,-3.701130518716038154e-01
1.756756756756756577e-01,1.136544293470726608e+00,-9.324708253591758034e-01,-3.477807718782301993e-01
1.786786786786787040e-01,1.132526069611273556e+00,-9.441241104300237552e-01,-3.252895779771950990e-01
1.816816816816817504e-01,1.128444343336513001e+00,-9.555712104369938897e-01,-3.026497472274956024e-01
