2702.00,2683.00,2675.00,2659.00,2646.00,2673.00,21.62
2955.00,2979.00,2965.00,2951.00,2982.00,2966.40,13.89
1.80,1.10,2.10,1.40,1.50,1.58,0.38
7.20,7.00,6.30,6.20,7.30,6.80,0.51
