# Rows run from M = 1 to 15, Columns run from r = 1 to 15
1.502700237218993928e+00,1.487194040443016618e+00,1.486836539454884365e+00,1.486828664249446819e+00,1.486828483009090540e+00,1.486828478491316385e+00,1.486828478369847550e+00,1.486828478366458484e+00,1.486828478366236217e+00,1.486828478366311490e+00,1.486828478366349460e+00,1.486828478366204465e+00,1.486828478366356787e+00,1.486828478366358564e+00,1.486828478366434281e+00
1.580663212449326283e+00,1.397032760162009390e+00,1.394869526066480514e+00,1.394839656959487417e+00,1.394839180640062626e+00,1.394839172149966444e+00,1.394839171985812420e+00,1.394839171982482862e+00,1.394839171982333426e+00,1.394839171982627857e+00,1.394839171982460213e+00,1.394839171982333870e+00,1.394839171982517279e+00,1.394839171982682036e+00,1.394839171982553250e+00
3.729806375486144354e-01,1.066880717036708115e-01,1.038343570554992185e-01,1.037604370986175417e-01,1.037584826113527592e-01,1.037584282994338525e-01,1.037584267246660780e-01,1.037584266772692415e-01,1.037584266757108631e-01,1.037584266757071300e-01,1.037584266756935991e-01,1.037584266756214763e-01,1.037584266757166362e-01,1.037584266756414741e-01,1.037584266756945567e-01
1.224042821826958755e-01,3.337977252480213604e-03,1.290935174444462997e-03,1.275193740291516442e-03,1.274707394322881346e-03,1.274692231379981376e-03,1.274691791149970945e-03,1.274691778745775652e-03,1.274691778324397009e-03,1.274691778359215294e-03,1.274691778320189437e-03,1.274691778372816827e-03,1.274691778280631236e-03,1.274691778306526321e-03,1.274691778399999293e-03
1.177417146652383062e-01,2.870177535407460352e-03,5.536295786822861934e-05,2.172842718350013761e-05,2.183455073006787097e-05,2.183252871272185815e-05,2.183233364513336548e-05,2.183232511552028057e-05,2.183232480477072623e-05,2.183232477039044156e-05,2.183232479209678908e-05,2.183232478716251384e-05,2.183232479726806413e-05,2.183232477106441551e-05,2.183232478140885281e-05
1.176956017735313331e-01,2.870415269453803313e-03,5.165993025417928521e-05,1.029713282010963115e-06,2.761723223917578961e-07,2.829954187631625322e-07,2.830766649300129399e-07,2.830754447124949534e-07,2.830753401212648907e-07,2.830752654122857105e-07,2.830752993890167800e-07,2.830752929090390800e-07,2.830753330149987587e-07,2.830753015683378444e-07,2.830752772929528408e-07
1.176954245012393485e-01,2.870440179549065430e-03,5.168589643091024623e-05,1.038448464305128079e-06,2.267132797977747582e-08,2.829967386907436031e-09,3.004553293551099506e-09,3.009835868858379526e-09,3.009908703536887401e-09,3.009907071775437696e-09,3.009970699122173925e-09,3.009909582161013684e-09,3.009892644113906685e-09,3.009914432952546426e-09,3.009948238730386896e-09
1.176954296726554355e-01,2.870440322315290053e-03,5.168621311664246311e-05,1.038847497946957359e-06,2.305596761345817005e-08,5.531737955390508717e-10,2.566499950601346968e-11,2.705623164425556251e-11,2.721584439342059833e-11,2.727196121057839394e-11,2.723621727823197487e-11,2.726703724876389866e-11,2.725195762077007095e-11,2.724732980850781379e-11,2.728054284801453068e-11
1.176954298278489325e-01,2.870440321944229666e-03,5.168621355191496122e-05,1.038849477157271701e-06,2.305974877941425258e-08,5.578342747802246707e-10,1.450587534586216684e-11,4.007282121403111614e-13,2.221103530693252281e-13,3.221221004473872231e-13,2.269871566191864234e-13,2.999259802094253867e-13,3.044150920875683360e-13,2.977528163883931210e-13,3.166374215735439898e-13
1.176954298306656377e-01,2.870440321938351556e-03,5.168621364769187680e-05,1.038849342971624463e-06,2.305973540159258180e-08,5.578153024914711008e-10,1.436241001757483464e-11,4.590374296057359545e-13,7.857372240775944914e-14,1.299200153814172712e-13,5.270041236415357389e-14,8.769661373198896158e-14,6.766953084659983080e-14,9.309977996270895856e-14,1.650639538355616671e-13
1.176954298306093910e-01,2.870440321935824931e-03,5.168621350736814327e-05,1.038849347857849427e-06,2.305980831912113298e-08,5.579545300105246720e-10,1.446273708433694834e-11,4.278899025250020910e-13,8.086294773486047483e-14,2.044210766185881031e-13,6.480834034261389004e-14,1.134339046701810797e-13,9.688072188641438802e-14,1.141378289990907397e-13,8.743736478183055060e-14
1.176954298305690066e-01,2.870440321904485417e-03,5.168621360411568407e-05,1.038849348575611806e-06,2.305976500414788450e-08,5.576895727611581585e-10,1.442393473379858226e-11,3.715348409948998830e-13,8.249797879808420370e-14,1.247795695819727498e-13,2.122148889176085989e-13,1.589454213901064896e-13,1.886825533857506081e-13,2.181098746137414599e-13,2.256975126387114997e-13
1.176954298307643781e-01,2.870440321971650006e-03,5.168621359024891447e-05,1.038849375608693517e-06,2.305978264395034881e-08,5.577406291533159095e-10,1.446144713355038050e-11,3.579842617923769169e-13,7.356661745436224061e-14,7.947391724146793401e-14,9.843411244276774170e-14,8.166209483536957342e-14,1.468761142415052163e-13,1.045264355964154241e-13,1.168988238300367967e-13
1.176954298306466251e-01,2.870440321921277106e-03,5.168621354790626599e-05,1.038849439320931881e-06,2.305978363398568810e-08,5.579150653363056959e-10,1.448296936610349689e-11,3.643706566030696212e-13,6.165613490026332590e-14,9.816782143887634721e-14,2.077327475448324068e-13,2.563041527971891439e-13,1.201691709068599739e-13,9.774800977957108862e-14,3.088770330240009507e-13
1.176954298306248370e-01,2.870440321960600252e-03,5.168621369978874665e-05,1.038849365846391890e-06,2.305966005889148784e-08,5.577593165066371013e-10,1.450888036370212090e-11,3.955969374656887156e-13,7.572476282283940914e-14,1.702585211835277005e-13,9.174225645733376036e-14,2.079818046742307488e-13,2.419818392048795194e-13,1.443422012464427420e-13,2.520597235227646105e-13
