-0.985034252387183,-0,-0.156750920102349,-0,-0.0677662469242625,-0,-0.0231646947134225,-0,-0.00279345086312015,-0
-0,-0.956397587590245,-0,0.258548069870976,-0,-0.128020821045694,0,-0.0451504533418051,-0,-0.0053531261305732
0.172015011043349,-0,-0.890561079687275,-0,-0.373688965456941,-0,-0.191025749918712,-0,-0.0343150008845364,-0
-0,0.289234551880538,-0,0.789551923557861,-0,-0.472882491414552,0,-0.258955018095702,-0,-0.0477030598721707
-0.00522705711610135,-0,0.414308402976787,-0,-0.67728053846835,-0,-0.576768226619271,-0,-0.192225674849154,-0
-0,-0.0393654668013385,-0,-0.523200364395093,-0,-0.532707700225328,0,-0.62519875583481,-0,-0.223742621204818
-0.00892993675594349,-0,-0.102912660166325,-0,0.590287492443722,-0,-0.584784200311495,-0,-0.546733349940878,-0
-0,-0.00791373430813342,-0,0.186349072535526,-0,0.632029453338033,0,-0.489643353466265,-0,-0.570963705058375
0.00336031296466745,-0,0.00936183708551264,-0,-0.220490456369534,-0,0.536971518439605,-0,-0.814215334747377,-0
-0,0.00589586998147548,-0,-0.0360007976865297,-0,-0.27704529399761,0,0.547977770785458,-0,-0.788438614656761
