-0.902773129597863,-0,-0.338299443194548,-0,0.205061787335785,-0,0.12654572415005,-0,0.0819683404735691,-0,0.0546751778283336,-0,-0.0391249222484734,-0,-0.0290841831239376,-0,-0.017698040690995,-0,-0.00876311707577602,-0,0.00364873900240536,-0,-0.00129619734201277,-0,-0.000394616558307771,-0,-0.00010283154547812,-0,2.28155355489803e-05,-0,4.27184142145494e-06,-0,6.66380845425207e-07,-0,8.51049080180933e-08,-0,-8.68949922460242e-09,-0,6.86456226352691e-10,-0,-4.00403367772843e-11,-0,-1.60711088554432e-12,-0,3.96222214005845e-14,-0,5.14579908758232e-16,-0,-3.62005043120381e-17,-0
-0,-0.782020115445798,-0,0.439090889606239,-0,0.309769665852839,0,0.218067145207018,0,0.155938325797941,0,0.113234329592245,0,-0.0901566919257345,-0,-0.067904031020008,-0,-0.0414634754084625,0,0.0210235234628199,0,0.00904287120152297,-0,0.00332782219903313,0,0.00104968563906916,-0,0.000283117113623125,0,6.49188378553135e-05,-0,1.25408806519566e-05,0,-2.0150366186258e-06,-0,-2.64654114167903e-07,-0,2.77499356714339e-08,-0,-2.24843819921929e-09,0,1.34374808140546e-10,-0,-5.5212887973469e-12,0,-1.38867555716384e-13,-0,1.82538612986912e-15,0,-4.12091437316561e-16
0.40409314484839,-0,-0.510772064965514,-0,0.443359178107516,-0,0.377276074649362,-0,0.302628476005152,-0,0.238209136804972,-0,-0.195753905407126,-0,-0.168878343646631,-0,-0.122158993464179,-0,-0.0725071272700275,-0,0.0361074042487081,-0,-0.0152394234589805,-0,-0.00546814256052832,-0,-0.00166599440034261,-0,0.000428963700568817,-0,9.25882571453058e-05,-0,1.65542628345639e-05,-0,2.41150223083181e-06,-0,-2.79764009718251e-07,-0,2.5040506978279e-08,-0,-1.65215409750471e-09,-0,-7.49975273398908e-11,-0,2.09062332875119e-12,-0,2.87761622256438e-14,-0,-2.11114491773662e-17,-0
-0,0.545242253237928,-0,0.233362975311985,-0,0.338398408530953,0,0.361885068413671,0,0.337272404079286,0,0.297956350020455,0,-0.281180774521152,-0,-0.255960193044179,-0,-0.191759596092486,0,0.11904547872817,0,0.062110419304632,-0,0.0274146781821433,0,0.0102579530934148,-0,0.00324928704473343,0,0.000867319603891622,-0,0.000193561558611377,0,-3.56994260955078e-05,-0,-5.35345453095101e-06,-0,6.38204806007565e-07,-0,-5.86107789495846e-08,0,3.96292773824445e-09,-0,-1.84179762695476e-10,0,-5.25386304557271e-12,-0,7.40338170000625e-14,0,8.92840489041813e-17
-0.142675503338907,-0,0.600662131417139,-0,-0.0630087607354887,-0,0.144544132381691,-0,0.256044950532859,-0,0.298332834974683,-0,-0.320499096659896,-0,-0.355622763972634,-0,-0.334021660475056,-0,-0.25453915858794,-0,0.159572349500451,-0,-0.0831379086848323,-0,-0.0361938371847263,-0,-0.0131847239275671,-0,0.00400959574182194,-0,0.00101180678467963,-0,0.000209732368461853,-0,3.51793502666305e-05,-0,-4.67396922217708e-06,-0,4.77177097535627e-07,-0,-3.58187791862111e-08,-0,-1.84826382969077e-09,-0,5.86567160809756e-11,-0,9.26436482189636e-13,-0,-4.47061956681746e-15,-0
-0,-0.277914587757062,-0,-0.530839265588653,-0,-0.2575625897493,0,-0.0640449992653496,0,0.0870886803991904,0,0.185127580470505,0,-0.275029230556488,-0,-0.367269458459564,-0,-0.386596452785077,0,0.322007238373356,0,0.216961463755744,-0,0.120057984085558,0,0.0550391710373852,-0,0.020977590337159,0,0.00664131765234018,-0,0.00173771493612399,0,-0.000372266743180533,-0,-6.43597437193558e-05,-0,8.79390748183907e-06,-0,-9.2161477720805e-07,0,7.09114457637158e-08,-0,-3.74650888719692e-09,0,-1.21659015760861e-10,-0,1.9660630680993e-12,0,9.85637352984847e-15
0.0346313119389702,-0,-0.432580639776312,-0,-0.332317203654934,-0,-0.324722124448916,-0,-0.224667487474982,-0,-0.09349044908743,-0,-0.0281651380802286,-0,-0.180716435416066,-0,-0.340289970565729,-0,-0.409988879306943,-0,0.363553941209627,-0,-0.251303964032318,-0,-0.139263074256253,-0,-0.0627351831512046,-0,0.0230965130449718,-0,0.00694273350742945,-0,0.00169294115377902,-0,0.000330792389347247,-0,-5.0810504125545e-05,-0,5.96337109658754e-06,-0,-5.1264248489383e-07,-0,-3.0240247146597e-08,-0,1.09807020469638e-09,-0,1.99491495913619e-11,-0,-1.07739954924215e-13,-0
-0,0.112780702306478,-0,0.513891220722284,-0,-0.090032785486099,0,-0.250900114714034,0,-0.275465280629471,0,-0.218777092788402,0,0.13519247708256,-0,-0.0264488722946729,-0,-0.244916200821391,0,0.392951472119032,0,0.401438783957279,-0,0.304337358938313,0,0.180661502620139,-0,0.0860008957798645,0,0.0331629599563173,-0,0.0103762788928112,0,-0.0026214468359124,-0,-0.000528795845750125,-0,8.36169189459473e-05,-0,-1.0080166195703e-05,0,8.88509054244174e-07,-0,-5.36702198145099e-08,0,-1.99397150071716e-09,-0,3.70585701069213e-11,0,2.04602719315605e-13
0.00132971822077235,-0,0.247358658394854,-0,0.49026213690972,-0,0.140679741684561,-0,-0.0791713410621813,-0,-0.205311153801819,-0,0.255729439969334,-0,0.25500278117039,-0,0.10154665288375,-0,-0.163374579475891,-0,0.372185876653376,-0,-0.416501589814266,-0,-0.324271687806393,-0,-0.191456563660818,-0,0.0886289561389099,-0,0.0325866016600034,-0,0.00953059063610951,-0,0.00220160327963485,-0,-0.000395520817855391,-0,5.38643646026048e-05,-0,-5.34377468714602e-06,-0,-3.62692338854277e-07,-0,1.51526565292555e-08,-0,3.18208028815005e-10,-0,-2.0120876197279e-12,-0
-0,-0.032078281111711,-0,-0.373706005838163,-0,0.359142635090658,0,0.268796341187705,0,0.105618608047972,0,-0.0533620354346552,0,0.188985120085769,-0,0.295300285460394,-0,0.227026834434114,0,0.030034264374496,0,0.30193734472242,-0,0.419483893890863,0,0.364552848362524,-0,0.231752748418815,0,0.113490630578342,-0,0.0436833042411208,0,-0.0132827305637147,-0,-0.0031744362326758,-0,0.000587859264742746,-0,-8.22954394886462e-05,0,8.37472853511473e-06,-0,-5.82139975536535e-07,0,-2.48829350815998e-08,-0,5.34463915290682e-10,0,3.46105972657759e-12
