# Loop, Matrix, Numpy FFT, Numpy RFFT
0.000000000000000000e+00,0.000000000000000000e+00,1.010179519653320312e-03,3.540515899658203125e-04
0.000000000000000000e+00,0.000000000000000000e+00,5.049705505371093750e-04,3.311634063720703125e-04
0.000000000000000000e+00,0.000000000000000000e+00,5.011558532714843750e-04,3.268718719482421875e-04
0.000000000000000000e+00,0.000000000000000000e+00,5.118846893310546875e-04,3.960132598876953125e-04
0.000000000000000000e+00,0.000000000000000000e+00,5.500316619873046875e-04,3.302097320556640625e-04
