# Loop, Matrix, Numpy FFT, Numpy RFFT
3.634146928787231445e+00,2.334117889404296875e-02,9.322166442871093750e-05,6.604194641113281250e-05
3.671120166778564453e+00,1.721119880676269531e-02,1.301765441894531250e-04,8.606910705566406250e-05
3.693302869796752930e+00,1.969099044799804688e-02,9.202957153320312500e-05,6.818771362304687500e-05
4.542150020599365234e+00,2.812600135803222656e-02,1.468658447265625000e-04,9.322166442871093750e-05
4.313526868820190430e+00,1.785373687744140625e-02,1.211166381835937500e-04,8.583068847656250000e-05
