# Loop, Matrix, Numpy FFT, Numpy RFFT
1.416632795333862305e+01,8.025383949279785156e-02,1.699924468994140625e-04,7.605552673339843750e-05
1.145215010643005371e+01,5.013704299926757812e-02,1.339912414550781250e-04,7.915496826171875000e-05
1.098555994033813477e+01,5.782485008239746094e-02,2.081394195556640625e-04,1.111030578613281250e-04
1.319005393981933594e+01,8.228302001953125000e-02,2.639293670654296875e-04,1.509189605712890625e-04
1.606196093559265137e+01,7.913923263549804688e-02,1.809597015380859375e-04,7.510185241699218750e-05
