# Loop, Matrix, Numpy FFT, Numpy RFFT
4.967203140258789062e+00,3.342103958129882812e-02,1.618862152099609375e-04,9.107589721679687500e-05
5.206275939941406250e+00,2.495980262756347656e-02,1.490116119384765625e-04,7.295608520507812500e-05
7.123872995376586914e+00,4.974579811096191406e-02,2.110004425048828125e-04,8.797645568847656250e-05
7.286036968231201172e+00,7.173395156860351562e-02,1.959800720214843750e-04,1.220703125000000000e-04
6.680680036544799805e+00,2.449989318847656250e-02,1.578330993652343750e-04,9.083747863769531250e-05
