# Loop, Matrix, Numpy FFT, Numpy RFFT
0.000000000000000000e+00,0.000000000000000000e+00,7.772922515869140625e-03,2.636909484863281250e-03
0.000000000000000000e+00,0.000000000000000000e+00,4.536867141723632812e-03,2.533197402954101562e-03
0.000000000000000000e+00,0.000000000000000000e+00,4.383802413940429688e-03,2.574920654296875000e-03
0.000000000000000000e+00,0.000000000000000000e+00,4.252910614013671875e-03,2.308845520019531250e-03
0.000000000000000000e+00,0.000000000000000000e+00,4.145860671997070312e-03,2.446889877319335938e-03
