# Loop, Matrix, Numpy FFT, Numpy RFFT
9.878032207489013672e-01,5.701065063476562500e-03,1.189708709716796875e-04,8.678436279296875000e-05
1.030558109283447266e+00,5.325078964233398438e-03,1.180171966552734375e-04,1.389980316162109375e-04
9.375507831573486328e-01,4.587888717651367188e-03,7.700920104980468750e-05,6.127357482910156250e-05
9.055769443511962891e-01,4.759788513183593750e-03,8.702278137207031250e-05,6.771087646484375000e-05
8.776769638061523438e-01,4.168987274169921875e-03,8.392333984375000000e-05,7.987022399902343750e-05
