# Loop, Matrix, Numpy FFT, Numpy RFFT
0.000000000000000000e+00,0.000000000000000000e+00,5.303144454956054688e-03,1.972913742065429688e-03
0.000000000000000000e+00,0.000000000000000000e+00,3.419160842895507812e-03,2.120971679687500000e-03
0.000000000000000000e+00,0.000000000000000000e+00,3.511905670166015625e-03,2.161026000976562500e-03
0.000000000000000000e+00,0.000000000000000000e+00,3.027915954589843750e-03,2.066850662231445312e-03
0.000000000000000000e+00,0.000000000000000000e+00,3.190755844116210938e-03,2.012968063354492188e-03
