START: TDC 0
STOP: TDC 1
From: -100 ps
To: 100 ps
START counts: 78550
STOP counts: 61174
Measurements: 11
Elapsed time: 30.1 s
Offset: 0.000 ps

Time [ps]	Counts
-98.400	1
-97.512	0
-96.624	0
-95.736	0
-94.848	0
-93.960	0
-93.072	0
-92.184	1
-91.296	0
-90.408	0
-89.520	1
-88.632	0
-87.744	0
-86.856	0
-85.968	0
-85.080	0
-84.192	0
-83.304	0
-82.416	0
-81.528	0
-80.640	0
-79.752	0
-78.864	0
-77.976	0
-77.088	0
-76.200	0
-75.312	0
-74.424	0
-73.536	0
-72.648	0
-71.760	0
-70.872	0
-69.984	0
-69.096	0
-68.208	0
-67.320	0
-66.432	0
-65.544	0
-64.656	0
-63.768	0
-62.880	0
-61.992	0
-61.104	0
-60.216	0
-59.328	0
-58.440	0
-57.552	0
-56.664	0
-55.776	0
-54.888	0
-54.000	0
-53.112	0
-52.224	0
-51.336	0
-50.448	0
-49.560	0
-48.672	0
-47.784	0
-46.896	0
-46.008	0
-45.120	0
-44.232	0
-43.344	0
-42.456	0
-41.568	0
-40.680	0
-39.792	0
-38.904	0
-38.016	0
-37.128	0
-36.240	0
-35.352	0
-34.464	0
-33.576	1
-32.688	0
-31.800	0
-30.912	0
-30.024	0
-29.136	0
-28.248	0
-27.360	0
-26.472	1
-25.584	0
-24.696	0
-23.808	0
-22.920	0
-22.032	0
-21.144	0
-20.256	0
-19.368	0
-18.480	0
-17.592	0
-16.704	0
-15.816	0
-14.928	0
-14.040	0
-13.152	0
-12.264	0
-11.376	0
-10.488	0
-9.600	0
-8.712	0
-7.824	0
-6.936	0
-6.048	1
-5.160	0
-4.272	0
-3.384	0
-2.496	0
-1.608	0
-0.720	0
0.168	0
1.056	0
1.944	0
2.832	0
3.720	0
4.608	0
5.496	0
6.384	0
7.272	0
8.160	0
9.048	0
9.936	0
10.824	0
11.712	0
12.600	0
13.488	0
14.376	0
15.264	0
16.152	0
17.040	0
17.928	0
18.816	0
19.704	0
20.592	0
21.480	0
22.368	0
23.256	0
24.144	0
25.032	0
25.920	0
26.808	0
27.696	0
28.584	1
29.472	0
30.360	0
31.248	0
32.136	1
33.024	0
33.912	0
34.800	0
35.688	0
36.576	0
37.464	0
38.352	0
39.240	0
40.128	0
41.016	0
41.904	0
42.792	0
43.680	0
44.568	0
45.456	0
46.344	0
47.232	1
48.120	0
49.008	0
49.896	0
50.784	0
51.672	0
52.560	0
53.448	0
54.336	0
55.224	0
56.112	0
57.000	0
57.888	0
58.776	0
59.664	0
60.552	1
61.440	0
62.328	0
63.216	0
64.104	0
64.992	0
65.880	0
66.768	0
67.656	0
68.544	0
69.432	0
70.320	0
71.208	0
72.096	0
72.984	0
73.872	0
74.760	0
75.648	0
76.536	0
77.424	0
78.312	1
